boll_lb,ticker,date
,trv,2018-01-05
130.80089918104886,trv,2018-01-08
130.98084487784803,trv,2018-01-09
131.18953357241722,trv,2018-01-10
131.3182665655346,trv,2018-01-11
130.28797093098424,trv,2018-01-12
129.91864249547226,trv,2018-01-16
129.51230919784632,trv,2018-01-17
129.38002703324108,trv,2018-01-18
129.34980874628343,trv,2018-01-19
129.15445649988902,trv,2018-01-22
127.18230863163329,trv,2018-01-23
126.11992280645634,trv,2018-01-24
125.55460883630953,trv,2018-01-25
125.23030720342834,trv,2018-01-26
125.25194515156652,trv,2018-01-29
125.43685751074311,trv,2018-01-30
125.57978498047444,trv,2018-01-31
125.7945775300991,trv,2018-02-01
126.1876240837829,trv,2018-02-02
127.24976072468945,trv,2018-02-05
128.51267274638568,trv,2018-02-06
129.7544022018052,trv,2018-02-07
130.3372259020972,trv,2018-02-08
131.24256687541904,trv,2018-02-09
131.82032516319458,trv,2018-02-12
132.32478068859893,trv,2018-02-13
132.84311768534718,trv,2018-02-14
133.3291557059324,trv,2018-02-15
133.77655635572896,trv,2018-02-16
133.7361865068426,trv,2018-02-20
133.18308991834084,trv,2018-02-21
132.61075621058674,trv,2018-02-22
132.46734662573263,trv,2018-02-23
132.71049223430023,trv,2018-02-26
132.94786857361123,trv,2018-02-27
133.08126140170276,trv,2018-02-28
133.65356627333676,trv,2018-03-01
134.5857588801884,trv,2018-03-02
135.71708773383446,trv,2018-03-05
135.7245082071998,trv,2018-03-06
135.66951918273392,trv,2018-03-07
135.76698317140725,trv,2018-03-08
136.509968842536,trv,2018-03-09
136.8771514548925,trv,2018-03-12
137.10094448117755,trv,2018-03-13
137.2155910994905,trv,2018-03-14
137.21374151293384,trv,2018-03-15
137.20198640325148,trv,2018-03-16
137.19110710254571,trv,2018-03-19
137.27584792903974,trv,2018-03-20
137.47620598421642,trv,2018-03-21
137.59499069288245,trv,2018-03-22
136.43292612914016,trv,2018-03-23
136.33438163340918,trv,2018-03-26
135.93580100771976,trv,2018-03-27
135.91697467991216,trv,2018-03-28
135.90729799072028,trv,2018-03-29
135.2433517017609,trv,2018-04-02
134.9762983776918,trv,2018-04-03
134.94567330323548,trv,2018-04-04
134.96778843420563,trv,2018-04-05
134.7683648922926,trv,2018-04-06
134.72916949384856,trv,2018-04-09
134.73331865292567,trv,2018-04-10
134.55608079793407,trv,2018-04-11
134.4503968292589,trv,2018-04-12
134.28344224144334,trv,2018-04-13
134.40710748894753,trv,2018-04-16
134.41187618604638,trv,2018-04-17
134.6090244948642,trv,2018-04-18
134.89823379693502,trv,2018-04-19
134.8597946001567,trv,2018-04-20
135.24448610754632,trv,2018-04-23
134.22354758800992,trv,2018-04-24
133.26294989276553,trv,2018-04-25
132.69528612140735,trv,2018-04-26
132.29231072181477,trv,2018-04-27
131.64988887602956,trv,2018-04-30
130.84766943064045,trv,2018-05-01
129.4922509537591,trv,2018-05-02
128.1955858228243,trv,2018-05-03
127.57065376745115,trv,2018-05-04
126.90377199911812,trv,2018-05-07
126.32720630207649,trv,2018-05-08
125.96211315044592,trv,2018-05-09
125.85846313047827,trv,2018-05-10
125.77733771530355,trv,2018-05-11
125.7428863583572,trv,2018-05-14
125.78024726914606,trv,2018-05-15
125.8481510707822,trv,2018-05-16
126.09176794614514,trv,2018-05-17
126.47115842819022,trv,2018-05-18
127.36185206866718,trv,2018-05-21
127.45449044881522,trv,2018-05-22
127.49607273219758,trv,2018-05-23
127.63886458326192,trv,2018-05-24
127.88087130954962,trv,2018-05-25
127.65753890112997,trv,2018-05-29
127.66676675342171,trv,2018-05-30
127.70524171547407,trv,2018-05-31
128.14615483846188,trv,2018-06-01
128.14703191371257,trv,2018-06-04
128.17561415093044,trv,2018-06-05
128.19777499693657,trv,2018-06-06
128.19947846808856,trv,2018-06-07
128.17193738981956,trv,2018-06-08
128.2011170607286,trv,2018-06-11
128.16789582270235,trv,2018-06-12
128.1570600933493,trv,2018-06-13
128.02242409953016,trv,2018-06-14
127.9715596310218,trv,2018-06-15
127.59905082809817,trv,2018-06-18
127.43275640380145,trv,2018-06-19
126.43468702610927,trv,2018-06-20
125.14458369464072,trv,2018-06-21
124.42044654814418,trv,2018-06-22
123.67967585288562,trv,2018-06-25
122.75064193634985,trv,2018-06-26
121.6385276494534,trv,2018-06-27
120.93587758518214,trv,2018-06-28
120.30436489216822,trv,2018-06-29
119.78635996443212,trv,2018-07-02
119.38765178927565,trv,2018-07-03
119.00963737796367,trv,2018-07-05
118.83130218755872,trv,2018-07-06
119.10314724535448,trv,2018-07-09
119.37037889011346,trv,2018-07-10
119.5608153410874,trv,2018-07-11
119.86550192015211,trv,2018-07-12
120.07758958339477,trv,2018-07-13
120.26560503081245,trv,2018-07-16
120.10821721392306,trv,2018-07-17
119.81999734314583,trv,2018-07-18
119.82557667590653,trv,2018-07-19
119.93917870536248,trv,2018-07-20
119.92784015301977,trv,2018-07-23
120.00165056749269,trv,2018-07-24
120.24868585116396,trv,2018-07-25
120.55554200753937,trv,2018-07-26
120.60394768376011,trv,2018-07-27
120.7814468969354,trv,2018-07-30
121.20577985460736,trv,2018-07-31
121.73059442169892,trv,2018-08-01
122.39781267599353,trv,2018-08-02
122.98957557481427,trv,2018-08-03
123.20190641526096,trv,2018-08-06
123.39204513192185,trv,2018-08-07
123.77895769705003,trv,2018-08-08
124.03217368427141,trv,2018-08-09
124.21367910071169,trv,2018-08-10
124.20451772791847,trv,2018-08-13
124.12772009672099,trv,2018-08-14
124.13104374304827,trv,2018-08-15
124.56762750819917,trv,2018-08-16
125.07883693313012,trv,2018-08-17
125.9450084257441,trv,2018-08-20
126.85007878575385,trv,2018-08-21
127.48220204078604,trv,2018-08-22
127.48421893280855,trv,2018-08-23
127.49307129083257,trv,2018-08-24
127.39941260616783,trv,2018-08-27
127.24100676157087,trv,2018-08-28
127.1683975810425,trv,2018-08-29
127.35900860560932,trv,2018-08-30
127.39352476010971,trv,2018-08-31
127.38615633015216,trv,2018-09-04
127.36843449228765,trv,2018-09-05
127.46963219677966,trv,2018-09-06
127.52631132040058,trv,2018-09-07
127.26402573196157,trv,2018-09-10
127.22070824773368,trv,2018-09-11
127.05441633107986,trv,2018-09-12
127.06383104026196,trv,2018-09-13
127.03918715437564,trv,2018-09-14
126.99969410918945,trv,2018-09-17
126.99968568861236,trv,2018-09-18
126.9681443483589,trv,2018-09-19
126.92172159113979,trv,2018-09-20
126.90409883991568,trv,2018-09-21
126.95768237357734,trv,2018-09-24
126.94005331218216,trv,2018-09-25
126.77320589584969,trv,2018-09-26
126.58858217820972,trv,2018-09-27
126.48041897041136,trv,2018-09-28
126.29768670754954,trv,2018-10-01
126.2011795970562,trv,2018-10-02
126.14811224806093,trv,2018-10-03
126.18562735826441,trv,2018-10-04
126.18790797274885,trv,2018-10-05
126.5449554547465,trv,2018-10-08
126.90151985230722,trv,2018-10-09
127.19926770020474,trv,2018-10-10
126.01304478456537,trv,2018-10-11
124.74928427680143,trv,2018-10-12
123.6333734399276,trv,2018-10-15
122.951283123414,trv,2018-10-16
122.671996667729,trv,2018-10-17
122.42023904705249,trv,2018-10-18
122.49980497568563,trv,2018-10-19
122.1707255609265,trv,2018-10-22
121.75289720091445,trv,2018-10-23
120.85896165942808,trv,2018-10-24
120.01928259713641,trv,2018-10-25
119.33537053325315,trv,2018-10-26
118.90466245886978,trv,2018-10-29
118.92175422902294,trv,2018-10-30
118.92894596234157,trv,2018-10-31
119.12105477366006,trv,2018-11-01
119.2956828448202,trv,2018-11-02
119.89340859951281,trv,2018-11-05
120.49910125673416,trv,2018-11-06
120.14037237216795,trv,2018-11-07
119.69548286631579,trv,2018-11-08
119.48885909253151,trv,2018-11-09
119.71110219765295,trv,2018-11-12
119.80558369443659,trv,2018-11-13
119.5286959363762,trv,2018-11-14
119.55421573226519,trv,2018-11-15
119.52284638975038,trv,2018-11-16
119.53859639067325,trv,2018-11-19
119.77522149457661,trv,2018-11-20
120.4477304379682,trv,2018-11-21
121.25174549092856,trv,2018-11-23
122.14623156906595,trv,2018-11-26
122.98078626293116,trv,2018-11-27
123.11137074839957,trv,2018-11-28
123.42236414141722,trv,2018-11-29
123.7993178801238,trv,2018-11-30
124.31575138426591,trv,2018-12-03
124.33980722011758,trv,2018-12-04
123.93893938461721,trv,2018-12-06
123.17763856413713,trv,2018-12-07
122.45280495659263,trv,2018-12-10
121.36876862008407,trv,2018-12-11
120.66228912613687,trv,2018-12-12
119.93106818445374,trv,2018-12-13
119.43967106344684,trv,2018-12-14
118.5615093410849,trv,2018-12-17
117.56949508337664,trv,2018-12-18
116.78250773754125,trv,2018-12-19
115.64892433197403,trv,2018-12-20
114.3939904715152,trv,2018-12-21
112.49961133046118,trv,2018-12-24
111.99138926427622,trv,2018-12-26
111.78526027053397,trv,2018-12-27
111.80501332841014,trv,2018-12-28
112.1868724867941,trv,2018-12-31
112.53468655287466,trv,2019-01-02
112.8865697111551,trv,2019-01-03
113.3146463704323,trv,2019-01-04
113.67544235887978,trv,2019-01-07
113.83360606538434,trv,2019-01-08
114.06206229388755,trv,2019-01-09
114.10015853896435,trv,2019-01-10
114.24138475174395,trv,2019-01-11
114.32472429248847,trv,2019-01-14
114.20199545001421,trv,2019-01-15
114.01141602426574,trv,2019-01-16
113.77906581890295,trv,2019-01-17
113.47107679582689,trv,2019-01-18
113.57016355801875,trv,2019-01-22
113.86711129854373,trv,2019-01-23
115.05896101475594,trv,2019-01-24
115.20321088253502,trv,2019-01-25
115.22707815119392,trv,2019-01-28
115.42096925016087,trv,2019-01-29
115.39461727710258,trv,2019-01-30
115.85984098391839,trv,2019-01-31
116.94205772093433,trv,2019-02-01
117.37937816537698,trv,2019-02-04
118.00679061438218,trv,2019-02-05
118.94896661489753,trv,2019-02-06
119.75704392201334,trv,2019-02-07
120.34192695590993,trv,2019-02-08
120.99049741716286,trv,2019-02-11
121.63593482739518,trv,2019-02-12
121.96916221255978,trv,2019-02-13
122.40403251604565,trv,2019-02-14
122.5635579300247,trv,2019-02-15
122.56327356096011,trv,2019-02-19
122.95552714656415,trv,2019-02-20
123.31039663638204,trv,2019-02-21
123.2787221757755,trv,2019-02-22
123.02431188851104,trv,2019-02-25
122.82984012374185,trv,2019-02-26
122.96544877996784,trv,2019-02-27
123.01501039440059,trv,2019-02-28
123.21579115309135,trv,2019-03-01
123.43194781740631,trv,2019-03-04
123.75079770319003,trv,2019-03-05
124.16267297230637,trv,2019-03-06
124.77837465137318,trv,2019-03-07
125.21190116658607,trv,2019-03-08
125.93558815768623,trv,2019-03-11
126.89701148598371,trv,2019-03-12
127.4787308722369,trv,2019-03-13
127.96222223375416,trv,2019-03-14
128.8406817060134,trv,2019-03-15
129.21722040419644,trv,2019-03-18
129.76855804018368,trv,2019-03-19
130.10050890902897,trv,2019-03-20
130.51580730734486,trv,2019-03-21
130.6275515830934,trv,2019-03-22
130.56616252390242,trv,2019-03-25
130.48876213905325,trv,2019-03-26
130.2912979310588,trv,2019-03-27
130.07188555016813,trv,2019-03-28
129.89681631008116,trv,2019-03-29
129.7835848081437,trv,2019-04-01
129.84292614622038,trv,2019-04-02
130.09682557465416,trv,2019-04-03
130.47374497497663,trv,2019-04-04
131.04090335674533,trv,2019-04-05
131.49587605713683,trv,2019-04-08
131.79790651117034,trv,2019-04-09
132.08430266012442,trv,2019-04-10
132.40659756045608,trv,2019-04-11
132.4996551927076,trv,2019-04-12
132.57577977026912,trv,2019-04-15
132.9464919290155,trv,2019-04-16
134.1017820056636,trv,2019-04-17
134.21716124656103,trv,2019-04-18
134.43073605685868,trv,2019-04-22
134.63955534548222,trv,2019-04-23
134.75330320760617,trv,2019-04-24
134.70044330687804,trv,2019-04-25
134.48799117588143,trv,2019-04-26
134.1282117678874,trv,2019-04-29
133.3931528202917,trv,2019-04-30
133.1320172629871,trv,2019-05-01
133.0803149941517,trv,2019-05-02
133.05868363291762,trv,2019-05-03
133.1501619219403,trv,2019-05-06
133.5301337223927,trv,2019-05-07
134.11955444258888,trv,2019-05-08
134.73424944424386,trv,2019-05-09
135.1404029593588,trv,2019-05-10
135.4160575099827,trv,2019-05-13
135.73541112183258,trv,2019-05-14
135.79976757910597,trv,2019-05-15
136.45024686005303,trv,2019-05-16
136.59951031849909,trv,2019-05-17
137.3556644713349,trv,2019-05-20
138.04142775689644,trv,2019-05-21
138.5573967761213,trv,2019-05-22
139.29914271578974,trv,2019-05-23
139.84818826121491,trv,2019-05-24
140.30783869662247,trv,2019-05-28
140.4125274180101,trv,2019-05-29
140.63631984757237,trv,2019-05-30
140.93598780031417,trv,2019-05-31
141.17209190080928,trv,2019-06-03
141.4097383918411,trv,2019-06-04
141.88655970091625,trv,2019-06-05
142.6783472124753,trv,2019-06-06
143.53127924697182,trv,2019-06-07
143.93930055500763,trv,2019-06-10
144.64057687943645,trv,2019-06-11
144.79860022874155,trv,2019-06-12
144.8975158554131,trv,2019-06-13
144.8674754675043,trv,2019-06-14
144.87680949742781,trv,2019-06-17
144.82947783484173,trv,2019-06-18
144.7269750436241,trv,2019-06-19
144.5731045528118,trv,2019-06-20
144.6845821442863,trv,2019-06-21
144.6767168420602,trv,2019-06-24
144.85666547308597,trv,2019-06-25
145.4981402465619,trv,2019-06-26
146.08485204284463,trv,2019-06-27
146.84718406549393,trv,2019-06-28
147.39170605133225,trv,2019-07-01
147.69697007312868,trv,2019-07-02
147.43375950726735,trv,2019-07-03
147.4405657367712,trv,2019-07-05
147.48734262663257,trv,2019-07-08
147.65396923464718,trv,2019-07-09
147.90027784182857,trv,2019-07-10
148.11697115532496,trv,2019-07-11
148.4026863374916,trv,2019-07-12
148.50068668332273,trv,2019-07-15
148.72320373161375,trv,2019-07-16
148.9507986373738,trv,2019-07-17
149.026938953849,trv,2019-07-18
148.78528008703827,trv,2019-07-19
148.52005187740875,trv,2019-07-22
147.7255206383251,trv,2019-07-23
147.31311807955208,trv,2019-07-24
147.27102583233176,trv,2019-07-25
147.3855352023364,trv,2019-07-26
147.24772869271587,trv,2019-07-29
146.68436823346156,trv,2019-07-30
145.9263549121712,trv,2019-07-31
145.1490689733289,trv,2019-08-01
144.72836191004185,trv,2019-08-02
143.73858862779554,trv,2019-08-05
143.31961407385342,trv,2019-08-06
143.18021936432723,trv,2019-08-07
143.11855967383522,trv,2019-08-08
143.2337627160482,trv,2019-08-09
143.4243782388033,trv,2019-08-12
143.96527498556227,trv,2019-08-13
143.48443647623614,trv,2019-08-14
143.70237356684993,trv,2019-08-15
143.76483943204855,trv,2019-08-16
143.84752858279884,trv,2019-08-19
143.79008438404418,trv,2019-08-20
143.80273050514614,trv,2019-08-21
143.82042616874378,trv,2019-08-22
143.73051386499574,trv,2019-08-23
143.79692961306654,trv,2019-08-26
143.79871057260286,trv,2019-08-27
143.78388916683593,trv,2019-08-28
143.8663764934521,trv,2019-08-29
143.86757381185907,trv,2019-08-30
144.34186573834802,trv,2019-09-03
144.19100093988342,trv,2019-09-04
143.72883497251925,trv,2019-09-05
143.1875188786272,trv,2019-09-06
143.18284774447318,trv,2019-09-09
143.1947689602723,trv,2019-09-10
143.07071670181224,trv,2019-09-11
143.7170904471524,trv,2019-09-12
143.82032958872006,trv,2019-09-13
143.7684137797294,trv,2019-09-16
143.74729823357686,trv,2019-09-17
143.7427732941127,trv,2019-09-18
143.7341660707373,trv,2019-09-19
143.61062683127037,trv,2019-09-20
143.89719282598165,trv,2019-09-23
143.84754552099824,trv,2019-09-24
143.82586304420664,trv,2019-09-25
143.95472732363106,trv,2019-09-26
144.02406765814857,trv,2019-09-27
144.10957104631646,trv,2019-09-30
143.86961641420052,trv,2019-10-01
142.97251007314284,trv,2019-10-02
142.29197227120076,trv,2019-10-03
142.7937222550895,trv,2019-10-04
142.4440934547586,trv,2019-10-07
141.40772653013158,trv,2019-10-08
140.7215450915372,trv,2019-10-09
140.23410727556245,trv,2019-10-10
139.93527886843682,trv,2019-10-11
139.7346886852461,trv,2019-10-14
139.6076013742238,trv,2019-10-15
139.39218796652148,trv,2019-10-16
138.8931702827693,trv,2019-10-17
138.5922107092415,trv,2019-10-18
138.4260829965958,trv,2019-10-21
135.0150830720723,trv,2019-10-22
133.16669592109628,trv,2019-10-23
131.58455021812472,trv,2019-10-24
130.08298065578714,trv,2019-10-25
128.730140260221,trv,2019-10-28
127.3146684481312,trv,2019-10-29
126.16484003592214,trv,2019-10-30
125.37301971593301,trv,2019-10-31
124.83193050002785,trv,2019-11-01
124.23048837307965,trv,2019-11-04
123.76819430702051,trv,2019-11-05
123.53893873921496,trv,2019-11-06
123.46536377498032,trv,2019-11-07
123.59827856940109,trv,2019-11-08
123.94339781201782,trv,2019-11-11
124.49832440763745,trv,2019-11-12
125.18735216557009,trv,2019-11-13
125.69166997884395,trv,2019-11-14
126.6226765365841,trv,2019-11-15
128.38906439077488,trv,2019-11-18
128.39678548955973,trv,2019-11-19
128.27432114141527,trv,2019-11-20
128.3183058150463,trv,2019-11-21
128.4996090924923,trv,2019-11-22
128.97867285602155,trv,2019-11-25
129.51137051016872,trv,2019-11-26
129.94782800422678,trv,2019-11-27
130.21529736372665,trv,2019-11-29
130.73421418596433,trv,2019-12-02
131.51108290884667,trv,2019-12-03
132.10059797213634,trv,2019-12-04
132.4288164055663,trv,2019-12-05
132.672862958086,trv,2019-12-06
132.89689236971216,trv,2019-12-09
133.09630054416024,trv,2019-12-10
133.31827616750738,trv,2019-12-11
133.44424157544984,trv,2019-12-12
133.62272045549122,trv,2019-12-13
133.91994173810676,trv,2019-12-16
133.9986280655336,trv,2019-12-17
134.00902108759658,trv,2019-12-18
134.01155034795366,trv,2019-12-19
134.12197235267539,trv,2019-12-20
134.18474145089593,trv,2019-12-23
134.26266011419634,trv,2019-12-24
134.2806836441503,trv,2019-12-26
134.2845317761105,trv,2019-12-27
134.30022797720463,trv,2019-12-30
134.31480165332536,trv,2019-12-31
