date,boll_ub,ticker,date
2018-01-05,,csco,2018-01-05
2018-01-08,35.23354304634411,csco,2018-01-08
2018-01-09,35.07487916173333,csco,2018-01-09
2018-01-10,35.093652615334435,csco,2018-01-10
2018-01-11,35.205070867706716,csco,2018-01-11
2018-01-12,35.782334268900215,csco,2018-01-12
2018-01-16,35.85658581258595,csco,2018-01-16
2018-01-17,36.18295915456122,csco,2018-01-17
2018-01-18,36.40753431390138,csco,2018-01-18
2018-01-19,36.544519798069395,csco,2018-01-19
2018-01-22,36.74917867924274,csco,2018-01-22
2018-01-23,37.02605755151542,csco,2018-01-23
2018-01-24,37.238084546867775,csco,2018-01-24
2018-01-25,37.33036693514943,csco,2018-01-25
2018-01-26,37.547196357312224,csco,2018-01-26
2018-01-29,37.77891667399987,csco,2018-01-29
2018-01-30,37.84378620325113,csco,2018-01-30
2018-01-31,37.81264345840073,csco,2018-01-31
2018-02-01,37.796877810342465,csco,2018-02-01
2018-02-02,37.74062812351315,csco,2018-02-02
2018-02-05,37.843707673160104,csco,2018-02-05
2018-02-06,37.83155504146462,csco,2018-02-06
2018-02-07,37.79207567541059,csco,2018-02-07
2018-02-08,37.92276030200146,csco,2018-02-08
2018-02-09,37.95876514808601,csco,2018-02-09
2018-02-12,37.95513649892585,csco,2018-02-12
2018-02-13,37.97204244735526,csco,2018-02-13
2018-02-14,38.04470100620088,csco,2018-02-14
2018-02-15,38.45805543182711,csco,2018-02-15
2018-02-16,38.86838445243188,csco,2018-02-16
2018-02-20,39.16128269147542,csco,2018-02-20
2018-02-21,39.28779984824795,csco,2018-02-21
2018-02-22,39.35888776025005,csco,2018-02-22
2018-02-23,39.586377418049175,csco,2018-02-23
2018-02-26,40.00245906421325,csco,2018-02-26
2018-02-27,40.297182978678315,csco,2018-02-27
2018-02-28,40.564836422966664,csco,2018-02-28
2018-03-01,40.706003542863215,csco,2018-03-01
2018-03-02,40.862365455531965,csco,2018-03-02
2018-03-05,41.05332643379758,csco,2018-03-05
2018-03-06,41.007720649961826,csco,2018-03-06
2018-03-07,41.038126160048535,csco,2018-03-07
2018-03-08,41.05277806740826,csco,2018-03-08
2018-03-09,40.85931845400984,csco,2018-03-09
2018-03-12,40.65991672560852,csco,2018-03-12
2018-03-13,40.463620498679425,csco,2018-03-13
2018-03-14,40.27163604017399,csco,2018-03-14
2018-03-15,40.153227729221385,csco,2018-03-15
2018-03-16,40.19759744717244,csco,2018-03-16
2018-03-19,40.19675327783239,csco,2018-03-19
2018-03-20,40.19749275711242,csco,2018-03-20
2018-03-21,40.139895427692736,csco,2018-03-21
2018-03-22,40.11648182786762,csco,2018-03-22
2018-03-23,40.31896287404026,csco,2018-03-23
2018-03-26,40.22963167440347,csco,2018-03-26
2018-03-27,40.26913843491014,csco,2018-03-27
2018-03-28,40.44659025951173,csco,2018-03-28
2018-03-29,40.471291255515744,csco,2018-03-29
2018-04-02,40.70000345215258,csco,2018-04-02
2018-04-03,40.76858503090871,csco,2018-04-03
2018-04-04,40.79727014680849,csco,2018-04-04
2018-04-05,40.76591494613673,csco,2018-04-05
2018-04-06,40.77848302462938,csco,2018-04-06
2018-04-09,40.58641639140081,csco,2018-04-09
2018-04-10,40.303548645122504,csco,2018-04-10
2018-04-11,40.06066236239377,csco,2018-04-11
2018-04-12,39.82758146805251,csco,2018-04-12
2018-04-13,39.52791954907585,csco,2018-04-13
2018-04-16,39.30054109783402,csco,2018-04-16
2018-04-17,39.43138822672263,csco,2018-04-17
2018-04-18,39.548315656198724,csco,2018-04-18
2018-04-19,39.65550385309095,csco,2018-04-19
2018-04-20,39.80267229824908,csco,2018-04-20
2018-04-23,39.981905837683364,csco,2018-04-23
2018-04-24,39.985553014859306,csco,2018-04-24
2018-04-25,40.07608786248824,csco,2018-04-25
