date,dx_30,ticker,date
2017-01-03,,wmt,2017-01-03
2017-01-04,100.0,wmt,2017-01-04
2017-01-05,13.630796945661153,wmt,2017-01-05
2017-01-06,24.18323317339593,wmt,2017-01-06
2017-01-09,8.432627870800394,wmt,2017-01-09
2017-01-10,36.40453117101727,wmt,2017-01-10
2017-01-11,33.619522662974965,wmt,2017-01-11
2017-01-12,11.68098338372003,wmt,2017-01-12
2017-01-13,27.76224678813125,wmt,2017-01-13
2017-01-17,18.664269815621275,wmt,2017-01-17
2017-01-18,2.3809883243290697,wmt,2017-01-18
2017-01-19,4.535393720785725,wmt,2017-01-19
2017-01-20,7.951076224110225,wmt,2017-01-20
2017-01-23,18.373399069725874,wmt,2017-01-23
2017-01-24,11.618440929572792,wmt,2017-01-24
2017-01-25,2.8865883369768537,wmt,2017-01-25
2017-01-26,7.017355468737548,wmt,2017-01-26
2017-01-27,31.550254668020404,wmt,2017-01-27
2017-01-30,31.55025466802041,wmt,2017-01-30
2017-01-31,20.440124707270726,wmt,2017-01-31
2017-02-01,20.44012470727073,wmt,2017-02-01
2017-02-02,9.370239659948858,wmt,2017-02-02
2017-02-03,9.370239659948867,wmt,2017-02-03
2017-02-06,10.893713613308522,wmt,2017-02-06
2017-02-07,7.0466362619000895,wmt,2017-02-07
2017-02-08,12.05557158272398,wmt,2017-02-08
2017-02-09,32.716249551798654,wmt,2017-02-09
2017-02-10,32.716249551798654,wmt,2017-02-10
2017-02-13,27.528982242537126,wmt,2017-02-13
2017-02-14,27.980311109836524,wmt,2017-02-14
2017-02-15,28.456590818116812,wmt,2017-02-15
2017-02-16,36.39993498542114,wmt,2017-02-16
2017-02-17,43.374251174448986,wmt,2017-02-17
2017-02-21,63.006411903215835,wmt,2017-02-21
2017-02-22,63.49543313707291,wmt,2017-02-22
2017-02-23,55.67429811114325,wmt,2017-02-23
2017-02-24,57.70208772391546,wmt,2017-02-24
2017-02-27,57.70208772391546,wmt,2017-02-27
2017-02-28,24.50820541056346,wmt,2017-02-28
2017-03-01,25.386041091692814,wmt,2017-03-01
2017-03-02,25.386041091692825,wmt,2017-03-02
2017-03-03,19.62422425667805,wmt,2017-03-03
2017-03-06,17.631750915143822,wmt,2017-03-06
2017-03-07,17.631750915143822,wmt,2017-03-07
2017-03-08,10.87862570271097,wmt,2017-03-08
2017-03-09,11.049248383076115,wmt,2017-03-09
2017-03-10,16.515400907633285,wmt,2017-03-10
2017-03-13,14.401715039344987,wmt,2017-03-13
2017-03-14,26.445981867038203,wmt,2017-03-14
2017-03-15,11.060077142731913,wmt,2017-03-15
2017-03-16,11.060077142731917,wmt,2017-03-16
2017-03-17,5.606134334712119,wmt,2017-03-17
2017-03-20,3.51616018036279,wmt,2017-03-20
2017-03-21,3.0800924129271334,wmt,2017-03-21
2017-03-22,3.08009241292714,wmt,2017-03-22
2017-03-23,3.080092412927138,wmt,2017-03-23
2017-03-24,2.442771837620793,wmt,2017-03-24
2017-03-27,6.577289775715702,wmt,2017-03-27
2017-03-28,1.3126222762305955,wmt,2017-03-28
2017-03-29,18.686339068102207,wmt,2017-03-29
2017-03-30,27.750738280179593,wmt,2017-03-30
2017-03-31,39.04880921472538,wmt,2017-03-31
2017-04-03,39.04880921472538,wmt,2017-04-03
2017-04-04,32.02738960224807,wmt,2017-04-04
2017-04-05,35.508545872097656,wmt,2017-04-05
2017-04-06,30.369727626781064,wmt,2017-04-06
2017-04-07,41.995870357352075,wmt,2017-04-07
2017-04-10,47.18581879694376,wmt,2017-04-10
2017-04-11,47.185818796943764,wmt,2017-04-11
2017-04-12,51.06582168778967,wmt,2017-04-12
2017-04-13,48.007155361948946,wmt,2017-04-13
2017-04-17,48.007155361948946,wmt,2017-04-17
2017-04-18,53.590647998841554,wmt,2017-04-18
2017-04-19,56.292359811437656,wmt,2017-04-19
2017-04-20,62.39371569236989,wmt,2017-04-20
2017-04-21,62.39371569236988,wmt,2017-04-21
2017-04-24,64.63474577375636,wmt,2017-04-24
2017-04-25,64.63474577375636,wmt,2017-04-25
2017-04-26,69.00191741253956,wmt,2017-04-26
2017-04-27,63.60279201341326,wmt,2017-04-27
2017-04-28,60.31800704595255,wmt,2017-04-28
2017-05-01,62.801895238657735,wmt,2017-05-01
2017-05-02,62.80189523865772,wmt,2017-05-02
2017-05-03,64.35004527579086,wmt,2017-05-03
2017-05-04,68.6204177420074,wmt,2017-05-04
2017-05-05,70.09325924169046,wmt,2017-05-05
2017-05-08,65.52543878922454,wmt,2017-05-08
