rsi_30,ticker,date
,pg,2018-01-05
100.0,pg,2018-01-08
40.917342722425815,pg,2018-01-09
26.75907495955147,pg,2018-01-10
22.345960574007123,pg,2018-01-11
17.350689909103224,pg,2018-01-12
34.46915417880071,pg,2018-01-16
51.25010090634388,pg,2018-01-17
40.17346673375692,pg,2018-01-18
49.939580808806205,pg,2018-01-19
56.6796875472159,pg,2018-01-22
38.23530282029915,pg,2018-01-23
35.1519281705299,pg,2018-01-24
35.37049511873202,pg,2018-01-25
33.02882831079546,pg,2018-01-26
30.089685724769453,pg,2018-01-29
30.749133143713863,pg,2018-01-30
28.8415387632337,pg,2018-01-31
27.427607623767415,pg,2018-02-01
23.530906253951557,pg,2018-02-02
18.198345557168366,pg,2018-02-05
25.43196906566017,pg,2018-02-06
24.514562420752796,pg,2018-02-07
22.046459755742404,pg,2018-02-08
21.629286468191935,pg,2018-02-09
28.232053536287864,pg,2018-02-12
28.97834797552987,pg,2018-02-13
27.54887403299739,pg,2018-02-14
34.59089536203989,pg,2018-02-15
35.30529135754452,pg,2018-02-16
32.84428141774919,pg,2018-02-20
30.899085910250434,pg,2018-02-21
33.1336480845853,pg,2018-02-22
33.90751630664525,pg,2018-02-23
36.02294012909532,pg,2018-02-26
33.91269792979119,pg,2018-02-27
30.48863573349098,pg,2018-02-28
31.129632609988363,pg,2018-03-01
33.93081080610317,pg,2018-03-02
36.56645352491848,pg,2018-03-05
36.05787965311077,pg,2018-03-06
34.47787202603689,pg,2018-03-07
37.16075670405277,pg,2018-03-08
38.19500941345702,pg,2018-03-09
37.3406895373765,pg,2018-03-12
37.06148827364809,pg,2018-03-13
35.64358447619615,pg,2018-03-14
35.0085397980388,pg,2018-03-15
36.07955413423541,pg,2018-03-16
35.454996820976675,pg,2018-03-19
34.752351857019534,pg,2018-03-20
32.34615393089986,pg,2018-03-21
31.23629938796755,pg,2018-03-22
30.38045981682727,pg,2018-03-23
32.299344673788255,pg,2018-03-26
37.23839320130295,pg,2018-03-27
40.64661873817069,pg,2018-03-28
42.01172174734949,pg,2018-03-29
38.134963824641574,pg,2018-04-02
41.29466961660068,pg,2018-04-03
42.97179075654807,pg,2018-04-04
42.44032663888749,pg,2018-04-05
41.65162874616154,pg,2018-04-06
41.07540586516889,pg,2018-04-09
41.724084965753704,pg,2018-04-10
41.49902226165789,pg,2018-04-11
40.41656627340506,pg,2018-04-12
42.297956259327314,pg,2018-04-13
43.06746768070847,pg,2018-04-16
42.626413653615366,pg,2018-04-17
42.057081414996844,pg,2018-04-18
35.18726758089174,pg,2018-04-19
33.202058389683,pg,2018-04-20
31.90660814479348,pg,2018-04-23
31.12152048191922,pg,2018-04-24
30.80784865919533,pg,2018-04-25
32.393874306007106,pg,2018-04-26
32.60694111784683,pg,2018-04-27
