rsi_30,ticker,date
,trv,2018-01-05
0.0,trv,2018-01-08
59.777173603623936,trv,2018-01-09
49.06795389974455,trv,2018-01-10
54.460018533718994,trv,2018-01-11
78.70032799719806,trv,2018-01-12
81.98017212218436,trv,2018-01-16
85.81332393834889,trv,2018-01-17
86.84987849400513,trv,2018-01-18
87.82746859092794,trv,2018-01-19
90.07283951482242,trv,2018-01-22
94.7169425148429,trv,2018-01-23
95.17638821315948,trv,2018-01-24
95.43317317952044,trv,2018-01-25
95.69795928125018,trv,2018-01-26
92.99710663482053,trv,2018-01-29
91.60171380408227,trv,2018-01-30
92.20655161201536,trv,2018-01-31
92.24507009542953,trv,2018-02-01
81.55962595394831,trv,2018-02-02
59.27892088946032,trv,2018-02-05
57.58327007406991,trv,2018-02-06
59.8696389125064,trv,2018-02-07
45.76484516655962,trv,2018-02-08
49.3487431511941,trv,2018-02-09
51.061827479204354,trv,2018-02-12
51.76239139329785,trv,2018-02-13
54.833114246869435,trv,2018-02-14
55.24167419700175,trv,2018-02-15
55.65661651537521,trv,2018-02-16
51.93855634416688,trv,2018-02-20
51.04399652426629,trv,2018-02-21
49.54501953577763,trv,2018-02-22
52.8847832251637,trv,2018-02-23
56.87806887726711,trv,2018-02-26
55.10864729836353,trv,2018-02-27
51.09290366663881,trv,2018-02-28
51.04745568506334,trv,2018-03-01
49.39591321181851,trv,2018-03-02
51.90635249431905,trv,2018-03-05
54.39807900054459,trv,2018-03-06
50.63469210424893,trv,2018-03-07
51.72216141471345,trv,2018-03-08
55.12656388461705,trv,2018-03-09
53.91525431415518,trv,2018-03-12
52.73140944645345,trv,2018-03-13
51.035992583316286,trv,2018-03-14
52.32356359420085,trv,2018-03-15
53.45642571990732,trv,2018-03-16
51.51959658566684,trv,2018-03-19
53.47789965656965,trv,2018-03-20
52.902545925706704,trv,2018-03-21
48.69507643586925,trv,2018-03-22
44.64810415406475,trv,2018-03-23
49.116967759070256,trv,2018-03-26
47.36539698038575,trv,2018-03-27
49.92880871043225,trv,2018-03-28
50.01523039102785,trv,2018-03-29
45.364149923174786,trv,2018-04-02
48.03763368825583,trv,2018-04-03
49.969432564490845,trv,2018-04-04
50.731957709389405,trv,2018-04-05
48.37446371722744,trv,2018-04-06
48.35167091408974,trv,2018-04-09
49.13251841342438,trv,2018-04-10
47.63082064483794,trv,2018-04-11
48.52783657094731,trv,2018-04-12
47.32975671085286,trv,2018-04-13
48.97186466181245,trv,2018-04-16
48.710023905228844,trv,2018-04-17
47.61889315351006,trv,2018-04-18
47.78577814430046,trv,2018-04-19
48.141867646962254,trv,2018-04-20
48.706389561283686,trv,2018-04-23
43.271246141523804,trv,2018-04-24
42.526402735373814,trv,2018-04-25
43.636499313339904,trv,2018-04-26
44.00434934618908,trv,2018-04-27
42.12042364921176,trv,2018-04-30
41.5304395345684,trv,2018-05-01
38.50048184559088,trv,2018-05-02
37.469343578500045,trv,2018-05-03
41.33180411570013,trv,2018-05-04
40.554389806727585,trv,2018-05-07
40.19591678262813,trv,2018-05-08
41.94922620783104,trv,2018-05-09
43.71880371101281,trv,2018-05-10
44.29398217751373,trv,2018-05-11
42.76648596430083,trv,2018-05-14
42.596291046452826,trv,2018-05-15
43.08166920991793,trv,2018-05-16
44.04373494817848,trv,2018-05-17
42.89886018466801,trv,2018-05-18
45.088298114825065,trv,2018-05-21
45.55702691482517,trv,2018-05-22
44.821968770324894,trv,2018-05-23
44.46515428468505,trv,2018-05-24
45.15172761027583,trv,2018-05-25
41.23791505104203,trv,2018-05-29
44.68534467685252,trv,2018-05-30
42.513272912634356,trv,2018-05-31
43.831313469307375,trv,2018-06-01
44.56558360950247,trv,2018-06-04
43.80783477939908,trv,2018-06-05
43.25452449759547,trv,2018-06-06
45.049499868064885,trv,2018-06-07
47.7020740029663,trv,2018-06-08
46.47430347082239,trv,2018-06-11
45.12626640111999,trv,2018-06-12
45.37568988821702,trv,2018-06-13
44.10181957064102,trv,2018-06-14
45.04821744828517,trv,2018-06-15
42.453066547381795,trv,2018-06-18
43.53072516070243,trv,2018-06-19
39.29701204824721,trv,2018-06-20
37.46577557246654,trv,2018-06-21
39.29017704777444,trv,2018-06-22
38.45598470864903,trv,2018-06-25
37.155023162486266,trv,2018-06-26
35.701151519792845,trv,2018-06-27
37.88168387096808,trv,2018-06-28
37.75044076492901,trv,2018-06-29
37.85169220414746,trv,2018-07-02
38.636355384413804,trv,2018-07-03
38.41191193557261,trv,2018-07-05
39.64928757151726,trv,2018-07-06
44.09652910230231,trv,2018-07-09
44.98442691523738,trv,2018-07-10
43.730852503282236,trv,2018-07-11
45.58640719658058,trv,2018-07-12
46.729225266793506,trv,2018-07-13
49.53332477061344,trv,2018-07-16
50.56858443364404,trv,2018-07-17
52.59726832867781,trv,2018-07-18
44.98878511090829,trv,2018-07-19
45.022916183613724,trv,2018-07-20
43.677088782476744,trv,2018-07-23
44.587397549679544,trv,2018-07-24
47.23406638516835,trv,2018-07-25
52.19023195398368,trv,2018-07-26
53.9198171300686,trv,2018-07-27
54.428720625377295,trv,2018-07-30
52.86180065143803,trv,2018-07-31
50.99509685943445,trv,2018-08-01
50.0195214383854,trv,2018-08-02
52.081726969774344,trv,2018-08-03
52.52546046074709,trv,2018-08-06
52.425024126675275,trv,2018-08-07
51.19293808814071,trv,2018-08-08
51.75529453618112,trv,2018-08-09
50.56702859538731,trv,2018-08-10
49.178930295986916,trv,2018-08-13
48.325409837194776,trv,2018-08-14
50.47007778737611,trv,2018-08-15
53.043399511367575,trv,2018-08-16
53.171650587237856,trv,2018-08-17
54.769085129075904,trv,2018-08-20
55.22729203914046,trv,2018-08-21
50.98942567878009,trv,2018-08-22
51.17479060483022,trv,2018-08-23
52.835568098250384,trv,2018-08-24
55.04082233241139,trv,2018-08-27
55.64710147105427,trv,2018-08-28
56.241888302736726,trv,2018-08-29
54.24187144725632,trv,2018-08-30
54.14329343014804,trv,2018-08-31
55.03950523159233,trv,2018-09-04
55.81482793295835,trv,2018-09-05
