date,boll_lb,ticker,date
2018-01-02,,nke,2018-01-02
2018-01-03,60.76916278741791,nke,2018-01-03
2018-01-04,60.71767771070161,nke,2018-01-04
2018-01-05,60.400380997780395,nke,2018-01-05
2018-01-08,60.15332699488067,nke,2018-01-08
2018-01-09,60.265374671176886,nke,2018-01-09
2018-01-10,60.34472127432443,nke,2018-01-10
2018-01-11,60.40794890422647,nke,2018-01-11
2018-01-12,60.4072492175017,nke,2018-01-12
2018-01-16,60.324419818769805,nke,2018-01-16
2018-01-17,60.3536263433194,nke,2018-01-17
2018-01-18,60.40237467823145,nke,2018-01-18
2018-01-19,59.577056152197855,nke,2018-01-19
2018-01-22,59.48756804810715,nke,2018-01-22
2018-01-23,59.328506045444314,nke,2018-01-23
2018-01-24,59.10479328564844,nke,2018-01-24
2018-01-25,59.04863440162164,nke,2018-01-25
2018-01-26,59.0000929452299,nke,2018-01-26
2018-01-29,59.04252418085224,nke,2018-01-29
2018-01-30,59.116011643019505,nke,2018-01-30
2018-01-31,59.24094479972955,nke,2018-01-31
2018-02-01,59.46860993177472,nke,2018-02-01
2018-02-02,59.76683927972471,nke,2018-02-02
2018-02-05,59.82870113745067,nke,2018-02-05
2018-02-06,59.90463883134159,nke,2018-02-06
2018-02-07,60.088872940358996,nke,2018-02-07
2018-02-08,59.73514170721272,nke,2018-02-08
2018-02-09,59.87105476061227,nke,2018-02-09
2018-02-12,59.99327468251821,nke,2018-02-12
2018-02-13,60.34022060189431,nke,2018-02-13
2018-02-14,60.66836251195662,nke,2018-02-14
2018-02-15,60.97473274439295,nke,2018-02-15
2018-02-16,60.952046951149406,nke,2018-02-16
2018-02-20,60.99268473127357,nke,2018-02-20
2018-02-21,60.99011926311212,nke,2018-02-21
2018-02-22,60.99366376695167,nke,2018-02-22
2018-02-23,60.98052666836801,nke,2018-02-23
2018-02-26,60.85111035712847,nke,2018-02-26
2018-02-27,60.84694355505659,nke,2018-02-27
2018-02-28,60.83822435855118,nke,2018-02-28
2018-03-01,60.80020264573247,nke,2018-03-01
2018-03-02,60.739123800705265,nke,2018-03-02
2018-03-05,60.59527547615002,nke,2018-03-05
2018-03-06,60.75626831816214,nke,2018-03-06
2018-03-07,60.617769063868636,nke,2018-03-07
2018-03-08,60.58012212498511,nke,2018-03-08
2018-03-09,61.36142171151003,nke,2018-03-09
2018-03-12,61.500572641560346,nke,2018-03-12
2018-03-13,61.54017643435726,nke,2018-03-13
2018-03-14,61.59689988039655,nke,2018-03-14
2018-03-15,61.57490302960181,nke,2018-03-15
2018-03-16,61.54387217376293,nke,2018-03-16
2018-03-19,61.51645708837327,nke,2018-03-19
2018-03-20,61.52027451108042,nke,2018-03-20
2018-03-21,61.50619204252914,nke,2018-03-21
2018-03-22,61.25305404992877,nke,2018-03-22
2018-03-23,61.1322631475332,nke,2018-03-23
2018-03-26,61.534619883621964,nke,2018-03-26
2018-03-27,61.68127194799808,nke,2018-03-27
2018-03-28,61.67993595042613,nke,2018-03-28
2018-03-29,61.67268738781742,nke,2018-03-29
2018-04-02,61.431364716533885,nke,2018-04-02
2018-04-03,61.47815367584703,nke,2018-04-03
2018-04-04,61.29345053864908,nke,2018-04-04
2018-04-05,61.15389103188189,nke,2018-04-05
2018-04-06,61.25345155143531,nke,2018-04-06
2018-04-09,61.26645148672592,nke,2018-04-09
2018-04-10,61.26711008956568,nke,2018-04-10
2018-04-11,61.29207742560891,nke,2018-04-11
2018-04-12,61.29928687546116,nke,2018-04-12
2018-04-13,61.31873167838706,nke,2018-04-13
2018-04-16,61.37856979065362,nke,2018-04-16
2018-04-17,61.46520453015811,nke,2018-04-17
2018-04-18,61.42993031383438,nke,2018-04-18
2018-04-19,61.37338365200035,nke,2018-04-19
2018-04-20,61.63354040548559,nke,2018-04-20
2018-04-23,61.92715250537072,nke,2018-04-23
2018-04-24,62.01477866862777,nke,2018-04-24
2018-04-25,62.05837156335423,nke,2018-04-25
2018-04-26,62.22882318135786,nke,2018-04-26
2018-04-27,62.12926481956525,nke,2018-04-27
2018-04-30,62.719384249978596,nke,2018-04-30
2018-05-01,62.787294298320404,nke,2018-05-01
2018-05-02,62.793864852886756,nke,2018-05-02
2018-05-03,62.91481470744558,nke,2018-05-03
2018-05-04,62.909491712614425,nke,2018-05-04
2018-05-07,62.812942162863756,nke,2018-05-07
2018-05-08,62.845445910498896,nke,2018-05-08
2018-05-09,62.91508191838782,nke,2018-05-09
2018-05-10,62.91815425986385,nke,2018-05-10
2018-05-11,62.94699587861163,nke,2018-05-11
2018-05-14,62.98513095584879,nke,2018-05-14
2018-05-15,62.94581587193166,nke,2018-05-15
2018-05-16,62.84331877071051,nke,2018-05-16
2018-05-17,63.04173831476949,nke,2018-05-17
2018-05-18,63.200240286664425,nke,2018-05-18
2018-05-21,63.28199374938668,nke,2018-05-21
2018-05-22,63.427930534450304,nke,2018-05-22
2018-05-23,63.69985124528,nke,2018-05-23
2018-05-24,63.69523501690985,nke,2018-05-24
2018-05-25,63.59820860314745,nke,2018-05-25
2018-05-29,63.72282427435177,nke,2018-05-29
2018-05-30,63.84244587630752,nke,2018-05-30
2018-05-31,64.01324907611635,nke,2018-05-31
2018-06-01,64.42782839953395,nke,2018-06-01
2018-06-04,64.53982230540976,nke,2018-06-04
2018-06-05,64.51648384466748,nke,2018-06-05
2018-06-06,64.63303131705409,nke,2018-06-06
2018-06-07,64.9733611589553,nke,2018-06-07
2018-06-08,65.43303726690901,nke,2018-06-08
2018-06-11,65.9262039476098,nke,2018-06-11
2018-06-12,66.45473346379349,nke,2018-06-12
