boll_lb,ticker,date
,wmt,2018-01-05
98.77695811215156,wmt,2018-01-08
99.12961642492544,wmt,2018-01-09
98.79268934777521,wmt,2018-01-10
98.8780887167239,wmt,2018-01-11
99.05655817269289,wmt,2018-01-12
99.1992795856477,wmt,2018-01-16
98.79275285566797,wmt,2018-01-17
98.16068987379658,wmt,2018-01-18
97.93538827968905,wmt,2018-01-19
97.72129119046353,wmt,2018-01-22
97.61133341180067,wmt,2018-01-23
97.65071818024961,wmt,2018-01-24
97.63544824419476,wmt,2018-01-25
97.40673284131265,wmt,2018-01-26
97.14132577435636,wmt,2018-01-29
97.26622982209196,wmt,2018-01-30
97.47971773821564,wmt,2018-01-31
97.70329030966546,wmt,2018-02-01
97.89127551833258,wmt,2018-02-02
97.88389225007153,wmt,2018-02-05
97.78147191988944,wmt,2018-02-06
98.11183789366842,wmt,2018-02-07
98.18215612952282,wmt,2018-02-08
98.04871883285642,wmt,2018-02-09
97.8077895062295,wmt,2018-02-12
97.85390175012694,wmt,2018-02-13
97.74177355785471,wmt,2018-02-14
97.68015848443726,wmt,2018-02-15
97.68510444669843,wmt,2018-02-16
95.77667802159621,wmt,2018-02-20
93.49646836562955,wmt,2018-02-21
91.96809441840772,wmt,2018-02-22
90.73852841844794,wmt,2018-02-23
89.91017790632553,wmt,2018-02-26
89.15101991602754,wmt,2018-02-27
88.13358746665776,wmt,2018-02-28
87.07842162206664,wmt,2018-03-01
86.12425965056117,wmt,2018-03-02
85.54093516027385,wmt,2018-03-05
84.6698528386495,wmt,2018-03-06
83.72665391593786,wmt,2018-03-07
83.14802361875464,wmt,2018-03-08
82.63523313945217,wmt,2018-03-09
82.10457180616297,wmt,2018-03-12
81.74106429938742,wmt,2018-03-13
81.5838538830822,wmt,2018-03-14
81.74155175829128,wmt,2018-03-15
82.8098727820767,wmt,2018-03-16
85.51505553626227,wmt,2018-03-19
85.66284509769761,wmt,2018-03-20
85.58435082727698,wmt,2018-03-21
85.56852978354542,wmt,2018-03-22
85.34880918246431,wmt,2018-03-23
85.80089850366628,wmt,2018-03-26
85.79531631845677,wmt,2018-03-27
85.86825888492268,wmt,2018-03-28
85.87440455856395,wmt,2018-03-29
85.48998333330005,wmt,2018-04-02
85.53145352796349,wmt,2018-04-03
85.54056357727097,wmt,2018-04-04
85.54246758420554,wmt,2018-04-05
85.4525572067114,wmt,2018-04-06
85.34670138980226,wmt,2018-04-09
85.25321244639066,wmt,2018-04-10
85.10209161776454,wmt,2018-04-11
84.86453242038034,wmt,2018-04-12
84.75319883682093,wmt,2018-04-13
84.88669240878642,wmt,2018-04-16
84.87173091990202,wmt,2018-04-17
84.88766687570228,wmt,2018-04-18
84.90935538131536,wmt,2018-04-19
84.90487187138984,wmt,2018-04-20
85.02220730343626,wmt,2018-04-23
84.99051484425581,wmt,2018-04-24
85.07948108178891,wmt,2018-04-25
85.06920697729647,wmt,2018-04-26
85.24911846294034,wmt,2018-04-27
85.3508249341727,wmt,2018-04-30
85.37134489460524,wmt,2018-05-01
85.30551963293314,wmt,2018-05-02
85.24871053553343,wmt,2018-05-03
85.2671791104289,wmt,2018-05-04
85.12438688160422,wmt,2018-05-07
85.02506437627794,wmt,2018-05-08
84.24093615913593,wmt,2018-05-09
83.56077538891206,wmt,2018-05-10
83.11309983636149,wmt,2018-05-11
82.87585737738566,wmt,2018-05-14
82.70498907713623,wmt,2018-05-15
82.7000753393241,wmt,2018-05-16
82.57562032589243,wmt,2018-05-17
82.30447063399792,wmt,2018-05-18
82.18791647857074,wmt,2018-05-21
81.91318916206042,wmt,2018-05-22
81.6338740745153,wmt,2018-05-23
81.45127925839516,wmt,2018-05-24
81.20132557341503,wmt,2018-05-25
81.19456270720171,wmt,2018-05-29
81.33186449788732,wmt,2018-05-30
81.2010171262444,wmt,2018-05-31
81.17373804128711,wmt,2018-06-01
81.51142523486986,wmt,2018-06-04
81.56282779835973,wmt,2018-06-05
81.65944294858829,wmt,2018-06-06
81.71630376592434,wmt,2018-06-07
81.86139515827911,wmt,2018-06-08
81.9184909331215,wmt,2018-06-11
81.9120190749191,wmt,2018-06-12
81.90593997150339,wmt,2018-06-13
82.06707460069349,wmt,2018-06-14
