date,rsi_30,ticker,date
2018-01-02,,cat,2018-01-02
2018-01-03,100.0,cat,2018-01-03
2018-01-04,100.0,cat,2018-01-04
2018-01-05,100.0,cat,2018-01-05
2018-01-08,100.0,cat,2018-01-08
2018-01-09,100.0,cat,2018-01-09
2018-01-10,93.8565531093702,cat,2018-01-10
2018-01-11,95.54155837319291,cat,2018-01-11
2018-01-12,95.9236216921413,cat,2018-01-12
2018-01-16,88.83590187684179,cat,2018-01-16
2018-01-17,83.60715633878671,cat,2018-01-17
2018-01-18,84.00395819897349,cat,2018-01-18
2018-01-19,86.44301753210797,cat,2018-01-19
2018-01-22,86.86438465137621,cat,2018-01-22
2018-01-23,79.12525965135141,cat,2018-01-23
2018-01-24,74.03129139498839,cat,2018-01-24
2018-01-25,75.56883608269969,cat,2018-01-25
2018-01-26,66.44196367883649,cat,2018-01-26
2018-01-29,53.482782413812906,cat,2018-01-29
2018-01-30,55.83020310033492,cat,2018-01-30
2018-01-31,53.51030652045589,cat,2018-01-31
2018-02-01,52.272171003690694,cat,2018-02-01
2018-02-02,43.180436979200465,cat,2018-02-02
2018-02-05,34.744206585454435,cat,2018-02-05
2018-02-06,44.13294174942104,cat,2018-02-06
2018-02-07,41.721287701823535,cat,2018-02-07
2018-02-08,33.974231369667734,cat,2018-02-08
2018-02-09,38.52780158358,cat,2018-02-09
2018-02-12,42.454801114472374,cat,2018-02-12
2018-02-13,44.45700931662351,cat,2018-02-13
2018-02-14,48.93178968821286,cat,2018-02-14
2018-02-15,50.85462026341878,cat,2018-02-15
2018-02-16,47.312901621679174,cat,2018-02-16
2018-02-20,46.648068840751996,cat,2018-02-20
2018-02-21,46.34351258706225,cat,2018-02-21
2018-02-22,50.05409045717569,cat,2018-02-22
2018-02-23,53.31988868880895,cat,2018-02-23
2018-02-26,54.43127254914258,cat,2018-02-26
2018-02-27,51.99989759106756,cat,2018-02-27
2018-02-28,46.17791002051198,cat,2018-02-28
2018-03-01,42.881773402323866,cat,2018-03-01
