boll_ub,ticker,date
,dis,2018-01-05
113.08275002629576,dis,2018-01-08
112.42206866440777,dis,2018-01-09
112.13642021179008,dis,2018-01-10
112.15645155530842,dis,2018-01-11
113.04954240664911,dis,2018-01-12
112.8410392957117,dis,2018-01-16
113.02378373793152,dis,2018-01-17
112.85862642379075,dis,2018-01-18
112.72477984049348,dis,2018-01-19
112.66054181386858,dis,2018-01-22
112.55784894800549,dis,2018-01-23
112.46833585963215,dis,2018-01-24
112.39036811064172,dis,2018-01-25
112.59015820322453,dis,2018-01-26
112.6080034903044,dis,2018-01-29
112.5515866345138,dis,2018-01-30
112.67625400179745,dis,2018-01-31
112.61201635196646,dis,2018-02-01
112.67105924493181,dis,2018-02-02
113.57267579638757,dis,2018-02-05
113.85809452803133,dis,2018-02-06
114.28846905986858,dis,2018-02-07
115.27733260509949,dis,2018-02-08
115.47180389059601,dis,2018-02-09
115.26975268883,dis,2018-02-12
115.14465012748819,dis,2018-02-13
114.72465923760552,dis,2018-02-14
114.45323475235487,dis,2018-02-15
114.11766903128061,dis,2018-02-16
113.65603682604684,dis,2018-02-20
113.26323283264178,dis,2018-02-21
112.80313010220569,dis,2018-02-22
112.36675797994201,dis,2018-02-23
111.84370127913583,dis,2018-02-26
110.96419173423645,dis,2018-02-27
110.3730777360132,dis,2018-02-28
110.03612025613397,dis,2018-03-01
109.09557807862957,dis,2018-03-02
108.48936405367262,dis,2018-03-05
108.50274147355672,dis,2018-03-06
108.34177655146175,dis,2018-03-07
108.3126810647213,dis,2018-03-08
108.16473868266749,dis,2018-03-09
108.18512860833305,dis,2018-03-12
108.17472608742445,dis,2018-03-13
108.17528762435226,dis,2018-03-14
108.18212734110674,dis,2018-03-15
108.16296197429818,dis,2018-03-16
108.06509254612754,dis,2018-03-19
107.99488868164414,dis,2018-03-20
107.9477846111786,dis,2018-03-21
107.94968875331578,dis,2018-03-22
107.79582773373481,dis,2018-03-23
106.2998590325581,dis,2018-03-26
106.23163698264196,dis,2018-03-27
106.41700874362003,dis,2018-03-28
106.40019074287036,dis,2018-03-29
106.46860912249453,dis,2018-04-02
106.37023792805007,dis,2018-04-03
105.94340611237021,dis,2018-04-04
105.7788611874005,dis,2018-04-05
105.46319366674628,dis,2018-04-06
104.95768417913237,dis,2018-04-09
104.26920624011085,dis,2018-04-10
103.85427881413335,dis,2018-04-11
103.31089704889841,dis,2018-04-12
102.86938751122901,dis,2018-04-13
102.45801313804796,dis,2018-04-16
102.59055153240242,dis,2018-04-17
102.57155556987388,dis,2018-04-18
102.4341561659061,dis,2018-04-19
102.41282874881331,dis,2018-04-20
102.32214528878524,dis,2018-04-23
102.30322969131088,dis,2018-04-24
102.36766443928438,dis,2018-04-25
102.24385127785779,dis,2018-04-26
102.27269910153835,dis,2018-04-27
102.15798623969475,dis,2018-04-30
102.12346551892739,dis,2018-05-01
