date,cci_30,ticker,date
2018-01-05,,hd,2018-01-05
2018-01-08,66.66666666666667,hd,2018-01-08
2018-01-09,75.03878039509536,hd,2018-01-09
2018-01-10,-18.0785206019566,hd,2018-01-10
2018-01-11,143.77650240876534,hd,2018-01-11
2018-01-12,185.6966396151073,hd,2018-01-12
2018-01-16,118.66092003532597,hd,2018-01-16
2018-01-17,123.67863481025773,hd,2018-01-17
2018-01-18,97.71422173248325,hd,2018-01-18
2018-01-19,116.06681460689732,hd,2018-01-19
2018-01-22,145.60517514027552,hd,2018-01-22
2018-01-23,148.89081485794526,hd,2018-01-23
2018-01-24,134.32175424662532,hd,2018-01-24
2018-01-25,108.9275262740515,hd,2018-01-25
2018-01-26,109.84012101764597,hd,2018-01-26
2018-01-29,91.91563105240631,hd,2018-01-29
2018-01-30,-6.0259019041833,hd,2018-01-30
2018-01-31,41.815917030497374,hd,2018-01-31
2018-02-01,12.386114898981099,hd,2018-02-01
2018-02-02,-55.977713931213,hd,2018-02-02
2018-02-05,-180.58824365630377,hd,2018-02-05
2018-02-06,-158.9383422597173,hd,2018-02-06
2018-02-07,-76.52136056795672,hd,2018-02-07
2018-02-08,-154.93878760964265,hd,2018-02-08
2018-02-09,-166.60028893776365,hd,2018-02-09
2018-02-12,-122.45534576178392,hd,2018-02-12
2018-02-13,-132.89558808346462,hd,2018-02-13
2018-02-14,-116.64643177278032,hd,2018-02-14
2018-02-15,-94.57837788971068,hd,2018-02-15
2018-02-16,-77.94772524671119,hd,2018-02-16
2018-02-20,-59.958894191875935,hd,2018-02-20
2018-02-21,-87.97356903094143,hd,2018-02-21
2018-02-22,-81.11298437203888,hd,2018-02-22
2018-02-23,-55.39082376643629,hd,2018-02-23
2018-02-26,-41.85996407047092,hd,2018-02-26
2018-02-27,-57.51949419727984,hd,2018-02-27
2018-02-28,-75.07783293616167,hd,2018-02-28
2018-03-01,-93.91819681099155,hd,2018-03-01
2018-03-02,-110.16578171706001,hd,2018-03-02
2018-03-05,-85.18971442029584,hd,2018-03-05
2018-03-06,-75.37574743512818,hd,2018-03-06
2018-03-07,-96.09604940575187,hd,2018-03-07
2018-03-08,-98.00386183618406,hd,2018-03-08
2018-03-09,-71.85431069521829,hd,2018-03-09
2018-03-12,-70.50436190822276,hd,2018-03-12
2018-03-13,-93.51670691932614,hd,2018-03-13
2018-03-14,-112.68178663071363,hd,2018-03-14
2018-03-15,-102.1834914158974,hd,2018-03-15
2018-03-16,-82.94843407282255,hd,2018-03-16
2018-03-19,-110.38858596411312,hd,2018-03-19
2018-03-20,-91.48272218694592,hd,2018-03-20
2018-03-21,-74.67377773036557,hd,2018-03-21
2018-03-22,-118.59268694100913,hd,2018-03-22
2018-03-23,-165.65236414735674,hd,2018-03-23
2018-03-26,-113.53182895943424,hd,2018-03-26
2018-03-27,-104.17740357928763,hd,2018-03-27
2018-03-28,-102.45992037278295,hd,2018-03-28
2018-03-29,-59.29887912431335,hd,2018-03-29
2018-04-02,-125.57431390353096,hd,2018-04-02
2018-04-03,-119.86063002495676,hd,2018-04-03
2018-04-04,-88.29873360490166,hd,2018-04-04
2018-04-05,-4.927396894884023,hd,2018-04-05
2018-04-06,-80.07264157919789,hd,2018-04-06
2018-04-09,-127.73627287652825,hd,2018-04-09
2018-04-10,-127.80072680332368,hd,2018-04-10
2018-04-11,-121.98704525811863,hd,2018-04-11
2018-04-12,-106.07131919397361,hd,2018-04-12
2018-04-13,-97.41220809227124,hd,2018-04-13
2018-04-16,-65.29306599432395,hd,2018-04-16
2018-04-17,-42.931401007194054,hd,2018-04-17
2018-04-18,60.849634799619885,hd,2018-04-18
2018-04-19,37.43966087484071,hd,2018-04-19
2018-04-20,35.19355862018494,hd,2018-04-20
2018-04-23,39.790383820624996,hd,2018-04-23
2018-04-24,37.764275637657974,hd,2018-04-24
2018-04-25,23.849880757546106,hd,2018-04-25
2018-04-26,244.13909326566176,hd,2018-04-26
2018-04-27,287.49529614423597,hd,2018-04-27
2018-04-30,254.06831042284952,hd,2018-04-30
2018-05-01,168.9235382211338,hd,2018-05-01
2018-05-02,193.14216692201737,hd,2018-05-02
2018-05-03,125.09271079413361,hd,2018-05-03
2018-05-04,135.26271698012727,hd,2018-05-04
2018-05-07,112.71489349970567,hd,2018-05-07
2018-05-08,107.19261342781579,hd,2018-05-08
2018-05-09,115.28839495761265,hd,2018-05-09
2018-05-10,126.39315987200528,hd,2018-05-10
2018-05-11,145.53927057351194,hd,2018-05-11
2018-05-14,148.60510699854078,hd,2018-05-14
2018-05-15,100.53296186546088,hd,2018-05-15
2018-05-16,84.84356993725045,hd,2018-05-16
2018-05-17,62.23793013116891,hd,2018-05-17
2018-05-18,73.74817767252533,hd,2018-05-18
2018-05-21,100.36336078715813,hd,2018-05-21
2018-05-22,78.82866776214154,hd,2018-05-22
2018-05-23,51.51881785972588,hd,2018-05-23
2018-05-24,50.09987002192072,hd,2018-05-24
2018-05-25,55.99227567165555,hd,2018-05-25
2018-05-29,25.03703557650549,hd,2018-05-29
2018-05-30,45.71471949126739,hd,2018-05-30
2018-05-31,44.95686946739822,hd,2018-05-31
2018-06-01,70.42429198258068,hd,2018-06-01
2018-06-04,138.86135561750197,hd,2018-06-04
2018-06-05,165.8389623579377,hd,2018-06-05
2018-06-06,202.19600505276395,hd,2018-06-06
2018-06-07,266.40957230287165,hd,2018-06-07
2018-06-08,258.4425739899629,hd,2018-06-08
2018-06-11,257.6893060567792,hd,2018-06-11
2018-06-12,232.9025013200361,hd,2018-06-12
2018-06-13,196.96964819223572,hd,2018-06-13
2018-06-14,158.770959571888,hd,2018-06-14
2018-06-15,148.73757931407977,hd,2018-06-15
2018-06-18,129.22482236957782,hd,2018-06-18
2018-06-19,106.75383483483488,hd,2018-06-19
2018-06-20,97.78885703444331,hd,2018-06-20
2018-06-21,98.92183785704164,hd,2018-06-21
2018-06-22,76.25542400464803,hd,2018-06-22
2018-06-25,46.02662764485996,hd,2018-06-25
2018-06-26,43.21521320925637,hd,2018-06-26
2018-06-27,35.53499094379286,hd,2018-06-27
2018-06-28,19.071035747768985,hd,2018-06-28
2018-06-29,33.95997652222581,hd,2018-06-29
2018-07-02,-7.4109959822497045,hd,2018-07-02
2018-07-03,1.8963269311974422,hd,2018-07-03
2018-07-05,-3.9139191171375938,hd,2018-07-05
2018-07-06,-5.925327496158761,hd,2018-07-06
2018-07-09,17.267930366916133,hd,2018-07-09
2018-07-10,36.462815049644256,hd,2018-07-10
2018-07-11,25.16237472871224,hd,2018-07-11
2018-07-12,40.89579260218593,hd,2018-07-12
2018-07-13,66.98878910827763,hd,2018-07-13
2018-07-16,52.36206858802419,hd,2018-07-16
2018-07-17,98.1278409749264,hd,2018-07-17
2018-07-18,112.56880203197905,hd,2018-07-18
2018-07-19,139.3496139326535,hd,2018-07-19
2018-07-20,144.80395830990514,hd,2018-07-20
2018-07-23,128.1364802487342,hd,2018-07-23
2018-07-24,121.20722035182744,hd,2018-07-24
2018-07-25,69.97957247442487,hd,2018-07-25
2018-07-26,52.82878234312926,hd,2018-07-26
2018-07-27,-4.808564539496075,hd,2018-07-27
2018-07-30,-33.14452009494515,hd,2018-07-30
2018-07-31,-19.34152027190634,hd,2018-07-31
2018-08-01,-44.241689773760996,hd,2018-08-01
2018-08-02,-85.08364965686019,hd,2018-08-02
2018-08-03,-58.91471995558153,hd,2018-08-03
2018-08-06,-59.78615552910049,hd,2018-08-06
2018-08-07,-30.6675937407358,hd,2018-08-07
2018-08-08,10.863746252695758,hd,2018-08-08
2018-08-09,25.094733435236105,hd,2018-08-09
2018-08-10,-37.538866436415745,hd,2018-08-10
2018-08-13,-76.94483181429521,hd,2018-08-13
2018-08-14,-131.98948564808197,hd,2018-08-14
2018-08-15,-140.61419898767844,hd,2018-08-15
2018-08-16,-83.21109855157955,hd,2018-08-16
2018-08-17,-73.70160803359452,hd,2018-08-17
2018-08-20,-20.661016264640413,hd,2018-08-20
2018-08-21,54.83732201448268,hd,2018-08-21
2018-08-22,69.701302018823,hd,2018-08-22
2018-08-23,59.72279559850358,hd,2018-08-23
2018-08-24,84.46372554105074,hd,2018-08-24
2018-08-27,98.11320463953655,hd,2018-08-27
2018-08-28,85.28571735368845,hd,2018-08-28
2018-08-29,86.671049593165,hd,2018-08-29
2018-08-30,50.54629207933385,hd,2018-08-30
2018-08-31,63.760918375144975,hd,2018-08-31
