boll_ub,ticker,date
,msft,2018-01-05
88.36227465196039,msft,2018-01-08
88.32164859839155,msft,2018-01-09
88.54427440781076,msft,2018-01-10
88.48142925658557,msft,2018-01-11
89.61794717961143,msft,2018-01-12
89.506692176041,msft,2018-01-16
90.22834023661235,msft,2018-01-17
90.59265210036044,msft,2018-01-18
90.78295812835964,msft,2018-01-19
91.5717875964071,msft,2018-01-22
92.18607022809842,msft,2018-01-23
92.58005545552722,msft,2018-01-24
93.01759702237676,msft,2018-01-25
93.89390767216148,msft,2018-01-26
94.48183817140045,msft,2018-01-29
94.66496994706024,msft,2018-01-30
95.32689492947127,msft,2018-01-31
95.67433081553717,msft,2018-02-01
95.60967552181606,msft,2018-02-02
95.62404056860638,msft,2018-02-05
95.61438772858246,msft,2018-02-06
95.54225045246599,msft,2018-02-07
95.98419575475623,msft,2018-02-08
95.97716441870253,msft,2018-02-09
95.98550481332659,msft,2018-02-12
95.9394951691497,msft,2018-02-13
95.9562828475968,msft,2018-02-14
96.1111853329065,msft,2018-02-15
96.18975022910537,msft,2018-02-16
96.28512028539852,msft,2018-02-20
96.25848411456685,msft,2018-02-21
96.25228037609762,msft,2018-02-22
96.47177837323368,msft,2018-02-23
96.72277365875338,msft,2018-02-26
96.76559799613315,msft,2018-02-27
96.8878757489593,msft,2018-02-28
96.56832934688583,msft,2018-03-01
96.39511902147206,msft,2018-03-02
96.58726677606214,msft,2018-03-05
96.64131463008157,msft,2018-03-06
96.85306798377937,msft,2018-03-07
97.10067793781612,msft,2018-03-08
96.814403155745,msft,2018-03-09
97.0537525142056,msft,2018-03-12
96.87660959747501,msft,2018-03-13
96.65583185540204,msft,2018-03-14
96.54199590835523,msft,2018-03-15
96.6146284497859,msft,2018-03-16
96.56123312076865,msft,2018-03-19
96.55007647221116,msft,2018-03-20
96.44095732325853,msft,2018-03-21
96.8172619653055,msft,2018-03-22
97.71643742529464,msft,2018-03-23
97.54104776927628,msft,2018-03-26
97.64971699278946,msft,2018-03-27
97.7333088810786,msft,2018-03-28
97.71557213465633,msft,2018-03-29
97.87078946891852,msft,2018-04-02
97.81595141581685,msft,2018-04-03
97.75193490529774,msft,2018-04-04
97.63514911859708,msft,2018-04-05
97.4117351215052,msft,2018-04-06
96.72677095222053,msft,2018-04-09
95.98613796620084,msft,2018-04-10
95.66344405342512,msft,2018-04-11
95.61972268303046,msft,2018-04-12
95.44217808824757,msft,2018-04-13
95.35340688433487,msft,2018-04-16
95.98955534626168,msft,2018-04-17
96.62246984366799,msft,2018-04-18
97.17335897629677,msft,2018-04-19
97.4994423193429,msft,2018-04-20
97.51957770995948,msft,2018-04-23
97.46250120916113,msft,2018-04-24
97.38272718050827,msft,2018-04-25
97.39461585404797,msft,2018-04-26
97.72049060714725,msft,2018-04-27
97.39763505373841,msft,2018-04-30
97.29943516078521,msft,2018-05-01
