date,cci_30,ticker,date
2018-01-02,,gs,2018-01-02
2018-01-03,-66.66666666666667,gs,2018-01-03
2018-01-04,89.0418987295696,gs,2018-01-04
2018-01-05,-7.533725911939576,gs,2018-01-05
2018-01-08,-119.89919719278583,gs,2018-01-08
2018-01-09,-48.62710339441705,gs,2018-01-09
2018-01-10,-49.654193550953,gs,2018-01-10
2018-01-11,-7.789971463479752,gs,2018-01-11
2018-01-12,74.64393736881311,gs,2018-01-12
2018-01-16,175.3353613924291,gs,2018-01-16
2018-01-17,-21.49850380415254,gs,2018-01-17
2018-01-18,-141.07788226297959,gs,2018-01-18
2018-01-19,-40.99837964366265,gs,2018-01-19
2018-01-22,184.2636306203003,gs,2018-01-22
2018-01-23,130.0164049016911,gs,2018-01-23
2018-01-24,227.20431707806253,gs,2018-01-24
2018-01-25,247.13096135516898,gs,2018-01-25
2018-01-26,186.78505151213028,gs,2018-01-26
2018-01-29,203.00819212931106,gs,2018-01-29
2018-01-30,145.223683208566,gs,2018-01-30
2018-01-31,114.41193216138552,gs,2018-01-31
2018-02-01,125.59327230210633,gs,2018-02-01
2018-02-02,47.63287038831579,gs,2018-02-02
2018-02-05,-96.111462635256,gs,2018-02-05
2018-02-06,-73.85780363246123,gs,2018-02-06
2018-02-07,-11.222825355247181,gs,2018-02-07
2018-02-08,-102.60854448039875,gs,2018-02-08
2018-02-09,-140.4974329780226,gs,2018-02-09
2018-02-12,-66.60480338649738,gs,2018-02-12
2018-02-13,-48.33760121247097,gs,2018-02-13
2018-02-14,19.862210731360804,gs,2018-02-14
2018-02-15,89.08402175729978,gs,2018-02-15
2018-02-16,97.26203747375308,gs,2018-02-16
2018-02-20,70.3013600655597,gs,2018-02-20
2018-02-21,63.924374712723896,gs,2018-02-21
2018-02-22,31.36616321581303,gs,2018-02-22
2018-02-23,54.590696171596164,gs,2018-02-23
2018-02-26,97.33202777579616,gs,2018-02-26
2018-02-27,88.88582412919207,gs,2018-02-27
2018-02-28,39.37030876271775,gs,2018-02-28
2018-03-01,-28.292438241411343,gs,2018-03-01
2018-03-02,-58.46266301363869,gs,2018-03-02
2018-03-05,-7.527827920962953,gs,2018-03-05
2018-03-06,45.501951021705025,gs,2018-03-06
2018-03-07,23.00365096666487,gs,2018-03-07
2018-03-08,39.259688611484954,gs,2018-03-08
2018-03-09,84.46333608540156,gs,2018-03-09
2018-03-12,120.92672869891118,gs,2018-03-12
2018-03-13,90.04396699478333,gs,2018-03-13
2018-03-14,46.05367465674568,gs,2018-03-14
2018-03-15,53.21081549113585,gs,2018-03-15
2018-03-16,61.73832885512231,gs,2018-03-16
2018-03-19,9.848754046662677,gs,2018-03-19
2018-03-20,6.277347491893858,gs,2018-03-20
2018-03-21,-2.5310312360394103,gs,2018-03-21
2018-03-22,-106.09686443705242,gs,2018-03-22
2018-03-23,-199.3398932152939,gs,2018-03-23
2018-03-26,-146.7998176018893,gs,2018-03-26
2018-03-27,-181.44346664702064,gs,2018-03-27
2018-03-28,-193.64433262242986,gs,2018-03-28
2018-03-29,-142.52821356778958,gs,2018-03-29
2018-04-02,-156.76503027748691,gs,2018-04-02
2018-04-03,-128.17569966699816,gs,2018-04-03
2018-04-04,-106.59451561035185,gs,2018-04-04
2018-04-05,-46.79479915209594,gs,2018-04-05
2018-04-06,-88.07088414271091,gs,2018-04-06
2018-04-09,-62.10213725438904,gs,2018-04-09
2018-04-10,-17.503416169358246,gs,2018-04-10
2018-04-11,-60.77498591155725,gs,2018-04-11
2018-04-12,-1.0339016669233354,gs,2018-04-12
