date,rsi_30,ticker,date
2018-01-02,,wmt,2018-01-02
2018-01-03,100.0,wmt,2018-01-03
2018-01-04,100.0,wmt,2018-01-04
2018-01-05,100.0,wmt,2018-01-05
2018-01-08,100.0,wmt,2018-01-08
2018-01-09,69.75882395409522,wmt,2018-01-09
2018-01-10,58.88672157714068,wmt,2018-01-10
2018-01-11,61.87472004051997,wmt,2018-01-11
2018-01-12,67.76126052931996,wmt,2018-01-12
2018-01-16,65.54438854051583,wmt,2018-01-16
2018-01-17,74.99472292915651,wmt,2018-01-17
2018-01-18,79.601914375133,wmt,2018-01-18
2018-01-19,80.28300135797612,wmt,2018-01-19
2018-01-22,82.11511199888321,wmt,2018-01-22
2018-01-23,82.97164932375226,wmt,2018-01-23
2018-01-24,81.97889718425127,wmt,2018-01-24
2018-01-25,83.48422701078783,wmt,2018-01-25
2018-01-26,86.13237458323242,wmt,2018-01-26
2018-01-29,87.47834791809719,wmt,2018-01-29
2018-01-30,75.57312567073149,wmt,2018-01-30
2018-01-31,69.49824019013244,wmt,2018-01-31
2018-02-01,64.38143804195958,wmt,2018-02-01
2018-02-02,59.98212112966258,wmt,2018-02-02
2018-02-05,46.19748431261251,wmt,2018-02-05
2018-02-06,48.458329789865985,wmt,2018-02-06
2018-02-07,53.34123004204326,wmt,2018-02-07
2018-02-08,46.69914604178226,wmt,2018-02-08
2018-02-09,45.35719483930072,wmt,2018-02-09
2018-02-12,45.80339526236477,wmt,2018-02-12
2018-02-13,49.21141562537911,wmt,2018-02-13
2018-02-14,50.822107326532546,wmt,2018-02-14
2018-02-15,54.0271861296513,wmt,2018-02-15
2018-02-16,56.966457939699126,wmt,2018-02-16
2018-02-20,39.144259383517834,wmt,2018-02-20
2018-02-21,36.29308524346729,wmt,2018-02-21
2018-02-22,38.528504884833566,wmt,2018-02-22
2018-02-23,38.74198703851755,wmt,2018-02-23
2018-02-26,39.16088593103644,wmt,2018-02-26
2018-02-27,37.3241219063778,wmt,2018-02-27
2018-02-28,35.68982518487698,wmt,2018-02-28
2018-03-01,34.721186371215666,wmt,2018-03-01
2018-03-02,34.399256879001,wmt,2018-03-02
2018-03-05,36.76663432163645,wmt,2018-03-05
2018-03-06,35.75181263415779,wmt,2018-03-06
2018-03-07,34.34479841560771,wmt,2018-03-07
2018-03-08,35.74041900175189,wmt,2018-03-08
2018-03-09,37.31576373781755,wmt,2018-03-09
2018-03-12,36.56237681939932,wmt,2018-03-12
2018-03-13,37.02778141729773,wmt,2018-03-13
2018-03-14,36.273749543513766,wmt,2018-03-14
2018-03-15,36.080690892357694,wmt,2018-03-15
2018-03-16,39.5342828416244,wmt,2018-03-16
2018-03-19,37.37004642902562,wmt,2018-03-19
2018-03-20,38.38441254677991,wmt,2018-03-20
2018-03-21,38.85565736635274,wmt,2018-03-21
2018-03-22,37.51358831850072,wmt,2018-03-22
2018-03-23,35.42053053920766,wmt,2018-03-23
2018-03-26,39.63403685150318,wmt,2018-03-26
2018-03-27,37.852988560862386,wmt,2018-03-27
2018-03-28,41.100903887164236,wmt,2018-03-28
2018-03-29,43.241793964712635,wmt,2018-03-29
2018-04-02,39.05634042849661,wmt,2018-04-02
2018-04-03,41.20791950048987,wmt,2018-04-03
2018-04-04,41.92067110543389,wmt,2018-04-04
2018-04-05,42.926118840387694,wmt,2018-04-05
2018-04-06,41.51477818949252,wmt,2018-04-06
2018-04-09,41.00422387921142,wmt,2018-04-09
2018-04-10,41.313775006025125,wmt,2018-04-10
2018-04-11,40.613499878059855,wmt,2018-04-11
2018-04-12,39.99020197278858,wmt,2018-04-12
2018-04-13,41.13883469663366,wmt,2018-04-13
2018-04-16,42.71534120390032,wmt,2018-04-16
2018-04-17,44.69612903518243,wmt,2018-04-17
2018-04-18,44.2038976338942,wmt,2018-04-18
2018-04-19,44.813563288851384,wmt,2018-04-19
2018-04-20,43.41787613910974,wmt,2018-04-20
2018-04-23,42.10600087481578,wmt,2018-04-23
2018-04-24,42.97697472608393,wmt,2018-04-24
2018-04-25,44.267802437810666,wmt,2018-04-25
2018-04-26,45.79508526175784,wmt,2018-04-26
2018-04-27,44.724824180028065,wmt,2018-04-27
2018-04-30,47.02994960805455,wmt,2018-04-30
2018-05-01,45.277002245783514,wmt,2018-05-01
2018-05-02,43.565158177865214,wmt,2018-05-02
2018-05-03,43.390655702483954,wmt,2018-05-03
2018-05-04,46.03293608592687,wmt,2018-05-04
2018-05-07,42.76116199791555,wmt,2018-05-07
2018-05-08,43.3074815337027,wmt,2018-05-08
2018-05-09,39.44183441403307,wmt,2018-05-09
2018-05-10,39.75519784921097,wmt,2018-05-10
2018-05-11,41.2028006282772,wmt,2018-05-11
2018-05-14,43.26704157378024,wmt,2018-05-14
2018-05-15,43.53100129721584,wmt,2018-05-15
2018-05-16,46.707851522557604,wmt,2018-05-16
2018-05-17,44.09382857011073,wmt,2018-05-17
2018-05-18,42.80927486441482,wmt,2018-05-18
2018-05-21,44.52062817108361,wmt,2018-05-21
2018-05-22,42.78520306846762,wmt,2018-05-22
2018-05-23,42.247243896421544,wmt,2018-05-23
2018-05-24,42.00438976979098,wmt,2018-05-24
2018-05-25,41.40431588111489,wmt,2018-05-25
2018-05-29,41.31038244398644,wmt,2018-05-29
2018-05-30,45.00981190081812,wmt,2018-05-30
2018-05-31,42.46610516865719,wmt,2018-05-31
2018-06-01,43.408421755124685,wmt,2018-06-01
2018-06-04,48.152087029234615,wmt,2018-06-04
2018-06-05,46.815609181472055,wmt,2018-06-05
2018-06-06,46.71500575445942,wmt,2018-06-06
2018-06-07,47.47395133621651,wmt,2018-06-07
2018-06-08,46.438778347006995,wmt,2018-06-08
2018-06-11,46.332536587650296,wmt,2018-06-11
2018-06-12,45.969761895024504,wmt,2018-06-12
2018-06-13,45.95114833403628,wmt,2018-06-13
2018-06-14,45.380993615700945,wmt,2018-06-14
2018-06-15,45.2069132971656,wmt,2018-06-15
2018-06-18,43.853436695372935,wmt,2018-06-18
2018-06-19,45.32897752215588,wmt,2018-06-19
2018-06-20,45.32897752215588,wmt,2018-06-20
2018-06-21,46.800635204713764,wmt,2018-06-21
2018-06-22,48.2652888399294,wmt,2018-06-22
2018-06-25,51.96580194671404,wmt,2018-06-25
2018-06-26,50.84843714126497,wmt,2018-06-26
2018-06-27,52.798288198096365,wmt,2018-06-27
2018-06-28,50.45470376038446,wmt,2018-06-28
2018-06-29,49.98674706095465,wmt,2018-06-29
2018-07-02,46.48248442243528,wmt,2018-07-02
2018-07-03,47.49778015719896,wmt,2018-07-03
2018-07-05,47.800509525608,wmt,2018-07-05
2018-07-06,47.669285076481984,wmt,2018-07-06
2018-07-09,50.96480969728185,wmt,2018-07-09
2018-07-10,53.68462705383118,wmt,2018-07-10
2018-07-11,52.09658143271757,wmt,2018-07-11
2018-07-12,52.073085637715245,wmt,2018-07-12
2018-07-13,54.56768543513609,wmt,2018-07-13
2018-07-16,54.418725727893694,wmt,2018-07-16
2018-07-17,55.56911994278072,wmt,2018-07-17
2018-07-18,55.25432859684963,wmt,2018-07-18
2018-07-19,54.3259085939202,wmt,2018-07-19
2018-07-20,55.08434268298949,wmt,2018-07-20
2018-07-23,53.91309779050614,wmt,2018-07-23
2018-07-24,54.67818530455924,wmt,2018-07-24
2018-07-25,54.50793471515632,wmt,2018-07-25
2018-07-26,55.29959203570426,wmt,2018-07-26
2018-07-27,54.99950644452357,wmt,2018-07-27
2018-07-30,56.81728828332664,wmt,2018-07-30
2018-07-31,57.64325307199933,wmt,2018-07-31
2018-08-01,54.58804219877878,wmt,2018-08-01
2018-08-02,55.85929271540164,wmt,2018-08-02
2018-08-03,57.83186719583187,wmt,2018-08-03
2018-08-06,57.99372864822876,wmt,2018-08-06
2018-08-07,58.23059331786727,wmt,2018-08-07
2018-08-08,58.90197147680219,wmt,2018-08-08
2018-08-09,57.12768909327343,wmt,2018-08-09
2018-08-10,59.936628674486656,wmt,2018-08-10
2018-08-13,58.11853254743295,wmt,2018-08-13
2018-08-14,60.86987036773422,wmt,2018-08-14
2018-08-15,58.78970334930432,wmt,2018-08-15
2018-08-16,72.01319000488985,wmt,2018-08-16
2018-08-17,69.83815019575141,wmt,2018-08-17
2018-08-20,65.0765374240234,wmt,2018-08-20
2018-08-21,65.18273264014994,wmt,2018-08-21
2018-08-22,64.14858085064427,wmt,2018-08-22
2018-08-23,62.91455257092018,wmt,2018-08-23
2018-08-24,62.33226145439585,wmt,2018-08-24
2018-08-27,61.28637301088281,wmt,2018-08-27
2018-08-28,63.64155176805299,wmt,2018-08-28
2018-08-29,62.53547977707703,wmt,2018-08-29
2018-08-30,63.242457975660734,wmt,2018-08-30
2018-08-31,62.604821928710535,wmt,2018-08-31
2018-09-04,61.27338568343034,wmt,2018-09-04
2018-09-05,63.307684577571564,wmt,2018-09-05
2018-09-06,62.84691715832295,wmt,2018-09-06
2018-09-07,61.16725693792147,wmt,2018-09-07
2018-09-10,62.93578779452048,wmt,2018-09-10
2018-09-11,62.223382252394074,wmt,2018-09-11
2018-09-12,60.40103929196138,wmt,2018-09-12
2018-09-13,58.16523203711462,wmt,2018-09-13
2018-09-14,56.80889371726345,wmt,2018-09-14
2018-09-17,57.25639636256631,wmt,2018-09-17
2018-09-18,58.43774275140605,wmt,2018-09-18
2018-09-19,57.92195966718117,wmt,2018-09-19
2018-09-20,58.92860543420572,wmt,2018-09-20
2018-09-21,59.225446559906786,wmt,2018-09-21
2018-09-24,56.46740488294684,wmt,2018-09-24
2018-09-25,56.84926971400166,wmt,2018-09-25
2018-09-26,55.424439802324024,wmt,2018-09-26
2018-09-27,54.157977302630535,wmt,2018-09-27
2018-09-28,53.55261252481225,wmt,2018-09-28
2018-10-01,54.71888488381105,wmt,2018-10-01
2018-10-02,56.450410815001185,wmt,2018-10-02
2018-10-03,53.4080834825797,wmt,2018-10-03
2018-10-04,53.74239002877324,wmt,2018-10-04
2018-10-05,51.29478811039254,wmt,2018-10-05
2018-10-08,54.576289353800156,wmt,2018-10-08
2018-10-09,59.468692957362514,wmt,2018-10-09
2018-10-10,56.02125009449562,wmt,2018-10-10
2018-10-11,51.69952121263456,wmt,2018-10-11
2018-10-12,53.49464852132872,wmt,2018-10-12
2018-10-15,51.30065931424365,wmt,2018-10-15
2018-10-16,55.127660058560345,wmt,2018-10-16
2018-10-17,56.46154672593165,wmt,2018-10-17
2018-10-18,55.57290218237133,wmt,2018-10-18
2018-10-19,57.31914387600952,wmt,2018-10-19
2018-10-22,57.295406819990625,wmt,2018-10-22
2018-10-23,58.47137669027467,wmt,2018-10-23
2018-10-24,57.8718566568352,wmt,2018-10-24
2018-10-25,60.68639612515813,wmt,2018-10-25
2018-10-26,60.07133925772647,wmt,2018-10-26
2018-10-29,61.51713605992028,wmt,2018-10-29
2018-10-30,65.45885911443526,wmt,2018-10-30
2018-10-31,60.244823893284725,wmt,2018-10-31
2018-11-01,60.69880312255961,wmt,2018-11-01
2018-11-02,61.84076434682846,wmt,2018-11-02
2018-11-05,64.07179728866197,wmt,2018-11-05
2018-11-06,64.64387020317966,wmt,2018-11-06
2018-11-07,65.96523296025646,wmt,2018-11-07
2018-11-08,66.69365664124186,wmt,2018-11-08
2018-11-09,67.56562973549786,wmt,2018-11-09
2018-11-12,63.304660774848784,wmt,2018-11-12
2018-11-13,61.11074924415468,wmt,2018-11-13
2018-11-14,57.96026317081401,wmt,2018-11-14
2018-11-15,53.90301677815502,wmt,2018-11-15
2018-11-16,50.50319622746362,wmt,2018-11-16
2018-11-19,48.93266902327708,wmt,2018-11-19
2018-11-20,44.78474185815724,wmt,2018-11-20
2018-11-21,44.80318842817467,wmt,2018-11-21
2018-11-23,46.5245927448494,wmt,2018-11-23
2018-11-26,46.61718012911311,wmt,2018-11-26
2018-11-27,46.43419316956921,wmt,2018-11-27
2018-11-28,50.82682630627795,wmt,2018-11-28
2018-11-29,50.525719529690086,wmt,2018-11-29
2018-11-30,51.1595265926358,wmt,2018-11-30
2018-12-03,53.06039058537531,wmt,2018-12-03
2018-12-04,47.90544114718274,wmt,2018-12-04
2018-12-06,47.06422339063373,wmt,2018-12-06
2018-12-07,44.60247569743116,wmt,2018-12-07
2018-12-10,45.98969751136534,wmt,2018-12-10
2018-12-11,45.84722560096564,wmt,2018-12-11
2018-12-12,44.669741102151505,wmt,2018-12-12
2018-12-13,44.43044235140135,wmt,2018-12-13
2018-12-14,42.68034441971409,wmt,2018-12-14
2018-12-17,41.05272475092151,wmt,2018-12-17
2018-12-18,41.712749940976536,wmt,2018-12-18
