date,close_60_sma,ticker,date
2017-01-03,81.16825103759766,cat,2017-01-03
2017-01-04,80.98691177368164,cat,2017-01-04
2017-01-05,80.76238250732422,cat,2017-01-05
2017-01-06,80.65874671936035,cat,2017-01-06
2017-01-09,80.48085021972656,cat,2017-01-09
2017-01-10,80.57239151000977,cat,2017-01-10
2017-01-11,80.7389395577567,cat,2017-01-11
2017-01-12,80.79260349273682,cat,2017-01-12
2017-01-13,80.88136121961806,cat,2017-01-13
2017-01-17,80.87378234863282,cat,2017-01-17
2017-01-18,80.90953480113636,cat,2017-01-18
2017-01-19,80.94295756022136,cat,2017-01-19
2017-01-20,81.05161520150992,cat,2017-01-20
2017-01-23,81.13728604997907,cat,2017-01-23
2017-01-24,81.31486307779947,cat,2017-01-24
2017-01-25,81.57418823242188,cat,2017-01-25
2017-01-26,81.75537019617417,cat,2017-01-26
2017-01-27,82.00204383002387,cat,2017-01-27
2017-01-30,82.12192736173931,cat,2017-01-30
2017-01-31,82.18062629699708,cat,2017-01-31
2017-02-01,82.21092914399647,cat,2017-02-01
2017-02-02,82.18544110384855,cat,2017-02-02
2017-02-03,82.1436187080715,cat,2017-02-03
2017-02-06,82.0904057820638,cat,2017-02-06
2017-02-07,82.05677520751954,cat,2017-02-07
2017-02-08,82.01233643751878,cat,2017-02-08
2017-02-09,82.00505122432003,cat,2017-02-09
2017-02-10,82.07136699131557,cat,2017-02-10
2017-02-13,82.19886621935615,cat,2017-02-13
2017-02-14,82.30596440633138,cat,2017-02-14
2017-02-15,82.4322758336221,cat,2017-02-15
2017-02-16,82.53001260757446,cat,2017-02-16
2017-02-17,82.63739383581913,cat,2017-02-17
2017-02-21,82.71925084731159,cat,2017-02-21
2017-02-22,82.79891815185547,cat,2017-02-22
2017-02-23,82.81006240844727,cat,2017-02-23
2017-02-24,82.81895735457137,cat,2017-02-24
2017-02-27,82.87229658427991,cat,2017-02-27
2017-02-28,82.90548569116837,cat,2017-02-28
2017-03-01,82.97881107330322,cat,2017-03-01
2017-03-02,82.95893580739092,cat,2017-03-02
2017-03-03,82.9557636805943,cat,2017-03-03
2017-03-06,82.9636739686478,cat,2017-03-06
2017-03-07,82.97656787525524,cat,2017-03-07
2017-03-08,82.9366438123915,cat,2017-03-08
2017-03-09,82.86362556789233,cat,2017-03-09
2017-03-10,82.8107587124439,cat,2017-03-10
2017-03-13,82.76608117421468,cat,2017-03-13
2017-03-14,82.70936615613041,cat,2017-03-14
2017-03-15,82.68104217529297,cat,2017-03-15
2017-03-16,82.6451218548943,cat,2017-03-16
2017-03-17,82.61158811129056,cat,2017-03-17
2017-03-20,82.62022817359781,cat,2017-03-20
2017-03-21,82.58065725255895,cat,2017-03-21
2017-03-22,82.54252527410334,cat,2017-03-22
2017-03-23,82.50264494759696,cat,2017-03-23
2017-03-24,82.46294215687534,cat,2017-03-24
2017-03-27,82.41499999473835,cat,2017-03-27
2017-03-28,82.38993525100966,cat,2017-03-28
2017-03-29,82.36439959208171,cat,2017-03-29
2017-03-30,82.36445020039876,cat,2017-03-30
2017-03-31,82.3638692220052,cat,2017-03-31
2017-04-03,82.3643814086914,cat,2017-04-03
