date,macd,ticker,date
2018-01-02,0.0,intc,2018-01-02
2018-01-03,-0.0317941445570753,intc,2018-01-03
2018-01-04,-0.06345165128161767,intc,2018-01-04
2018-01-05,-0.06631913867375516,intc,2018-01-05
2018-01-08,-0.06648110362753812,intc,2018-01-08
2018-01-09,-0.10801325188931798,intc,2018-01-09
2018-01-10,-0.17800836870702597,intc,2018-01-10
2018-01-11,-0.18350724711297772,intc,2018-01-11
2018-01-12,-0.19203985576790217,intc,2018-01-12
2018-01-16,-0.19988974601763942,intc,2018-01-16
2018-01-17,-0.1434057418354655,intc,2018-01-17
2018-01-18,-0.09563739091388612,intc,2018-01-18
2018-01-19,-0.04182470017936879,intc,2018-01-19
2018-01-22,0.047036318154589196,intc,2018-01-22
2018-01-23,0.12984605909984026,intc,2018-01-23
2018-01-24,0.16131931618730988,intc,2018-01-24
2018-01-25,0.17173799547678925,intc,2018-01-25
2018-01-26,0.44621570650853926,intc,2018-01-26
2018-01-29,0.6460094062832056,intc,2018-01-29
2018-01-30,0.7230697445597727,intc,2018-01-30
2018-01-31,0.7356150327398225,intc,2018-01-31
2018-02-01,0.7072689306477784,intc,2018-02-01
2018-02-02,0.5860757702640527,intc,2018-02-02
2018-02-05,0.3851561630600955,intc,2018-02-05
2018-02-06,0.26741987680759394,intc,2018-02-06
2018-02-07,0.19090589982192796,intc,2018-02-07
2018-02-08,-0.0267679316906424,intc,2018-02-08
2018-02-09,-0.11918811528568796,intc,2018-02-09
2018-02-12,-0.1329903374872643,intc,2018-02-12
2018-02-13,-0.1663346207432781,intc,2018-02-13
2018-02-14,-0.13007409837894812,intc,2018-02-14
2018-02-15,-0.06457035674505107,intc,2018-02-15
2018-02-16,-0.03654582613140889,intc,2018-02-16
2018-02-20,0.036565786893540064,intc,2018-02-20
2018-02-21,0.06780120568003412,intc,2018-02-21
2018-02-22,0.08200673310546591,intc,2018-02-22
2018-02-23,0.22298274841203636,intc,2018-02-23
2018-02-26,0.42464456379478577,intc,2018-02-26
2018-02-27,0.6322347872192395,intc,2018-02-27
2018-02-28,0.7449624613756427,intc,2018-02-28
2018-03-01,0.7249453413170812,intc,2018-03-01
2018-03-02,0.7795915130467748,intc,2018-03-02
2018-03-05,0.8666977095559361,intc,2018-03-05
2018-03-06,0.9915413218986942,intc,2018-03-06
2018-03-07,1.1203428931088126,intc,2018-03-07
2018-03-08,1.1679799904546613,intc,2018-03-08
2018-03-09,1.2931307204537958,intc,2018-03-09
2018-03-12,1.329499148375433,intc,2018-03-12
2018-03-13,1.3609914884858725,intc,2018-03-13
2018-03-14,1.3757106912788615,intc,2018-03-14
2018-03-15,1.302651749450746,intc,2018-03-15
2018-03-16,1.2509472460340945,intc,2018-03-16
2018-03-19,1.1722019081324433,intc,2018-03-19
2018-03-20,1.1479181441473543,intc,2018-03-20
2018-03-21,1.1164926522962517,intc,2018-03-21
2018-03-22,1.027526108375504,intc,2018-03-22
2018-03-23,0.8420961591438214,intc,2018-03-23
2018-03-26,0.9081659114323912,intc,2018-03-26
2018-03-27,0.8581338171333428,intc,2018-03-27
2018-03-28,0.6963783299535109,intc,2018-03-28
2018-03-29,0.7377256232908209,intc,2018-03-29
2018-04-02,0.5372846394027562,intc,2018-04-02
2018-04-03,0.4331086626111187,intc,2018-04-03
2018-04-04,0.36361963206294945,intc,2018-04-04
2018-04-05,0.3327754679754662,intc,2018-04-05
2018-04-06,0.1916617596706942,intc,2018-04-06
2018-04-09,0.13303413582275425,intc,2018-04-09
2018-04-10,0.2080939321632016,intc,2018-04-10
2018-04-11,0.25241157569726624,intc,2018-04-11
2018-04-12,0.3997207639588396,intc,2018-04-12
2018-04-13,0.4492526828351586,intc,2018-04-13
2018-04-16,0.5214475706371076,intc,2018-04-16
2018-04-17,0.6533879072068061,intc,2018-04-17
2018-04-18,0.7543018501135137,intc,2018-04-18
2018-04-19,0.7255536211603442,intc,2018-04-19
2018-04-20,0.6455001377267351,intc,2018-04-20
2018-04-23,0.5447198240539421,intc,2018-04-23
2018-04-24,0.4845490560815833,intc,2018-04-24
2018-04-25,0.42688446511140654,intc,2018-04-25
2018-04-26,0.49614430368644946,intc,2018-04-26
2018-04-27,0.521886374623513,intc,2018-04-27
2018-04-30,0.45678579162117217,intc,2018-04-30
2018-05-01,0.5227857288448092,intc,2018-05-01
2018-05-02,0.495629362154304,intc,2018-05-02
2018-05-03,0.4665581279815214,intc,2018-05-03
2018-05-04,0.49598762533388197,intc,2018-05-04
2018-05-07,0.5529427151424926,intc,2018-05-07
2018-05-08,0.612836861226036,intc,2018-05-08
2018-05-09,0.7038423848831599,intc,2018-05-09
2018-05-10,0.8131529927451879,intc,2018-05-10
2018-05-11,0.8672269984946581,intc,2018-05-11
2018-05-14,0.9162536395345668,intc,2018-05-14
2018-05-15,0.8737189270577517,intc,2018-05-15
2018-05-16,0.8822374196745955,intc,2018-05-16
2018-05-17,0.8910873961584755,intc,2018-05-17
2018-05-18,0.7936085486211084,intc,2018-05-18
2018-05-21,0.7671954293383365,intc,2018-05-21
2018-05-22,0.7471121873651896,intc,2018-05-22
2018-05-23,0.7775530591441893,intc,2018-05-23
2018-05-24,0.7594376298276799,intc,2018-05-24
2018-05-25,0.7862451384308429,intc,2018-05-25
2018-05-29,0.7896519654250085,intc,2018-05-29
2018-05-30,0.8092308307364675,intc,2018-05-30
2018-05-31,0.7808018665907142,intc,2018-05-31
2018-06-01,0.884938149444892,intc,2018-06-01
2018-06-04,0.9384472059809426,intc,2018-06-04
2018-06-05,0.9480829240487623,intc,2018-06-05
2018-06-06,0.980816282712162,intc,2018-06-06
2018-06-07,0.91250848007396,intc,2018-06-07
2018-06-08,0.7888502161645121,intc,2018-06-08
2018-06-11,0.6448271160461445,intc,2018-06-11
2018-06-12,0.546233702253744,intc,2018-06-12
2018-06-13,0.47787976840801605,intc,2018-06-13
2018-06-14,0.45559218683788316,intc,2018-06-14
2018-06-15,0.40198542678847105,intc,2018-06-15
2018-06-18,0.21935400567483754,intc,2018-06-18
2018-06-19,0.05289134444125665,intc,2018-06-19
2018-06-20,-0.03997867304481417,intc,2018-06-20
2018-06-21,-0.20370671438524113,intc,2018-06-21
2018-06-22,-0.30734623476778467,intc,2018-06-22
2018-06-25,-0.5138991665423802,intc,2018-06-25
2018-06-26,-0.7447395946163127,intc,2018-06-26
2018-06-27,-0.982619550360404,intc,2018-06-27
2018-06-28,-1.1225201447065913,intc,2018-06-28
2018-06-29,-1.186221699297569,intc,2018-06-29
2018-07-02,-1.1873363544460531,intc,2018-07-02
2018-07-03,-1.2272310921456224,intc,2018-07-03
2018-07-05,-1.1523558382249135,intc,2018-07-05
