date,macd,ticker,date
2018-01-02,0.0,mmm,2018-01-02
2018-01-03,-0.0001937670585050455,mmm,2018-01-03
2018-01-04,0.0822226224343865,mmm,2018-01-04
2018-01-05,0.17567791672649946,mmm,2018-01-05
2018-01-08,0.1959630639337604,mmm,2018-01-08
2018-01-09,0.2594858382618668,mmm,2018-01-09
2018-01-10,0.29027798558198015,mmm,2018-01-10
2018-01-11,0.3543052637749895,mmm,2018-01-11
2018-01-12,0.4857847836100859,mmm,2018-01-12
2018-01-16,0.5839940491301263,mmm,2018-01-16
2018-01-17,0.8017988166280361,mmm,2018-01-17
2018-01-18,0.8462265088415393,mmm,2018-01-18
2018-01-19,0.9786678009827483,mmm,2018-01-19
2018-01-22,1.0210534923812986,mmm,2018-01-22
2018-01-23,0.9892632222460804,mmm,2018-01-23
2018-01-24,1.0249755747713607,mmm,2018-01-24
2018-01-25,1.289035222196901,mmm,2018-01-25
2018-01-26,1.8167830605127335,mmm,2018-01-26
2018-01-29,2.0551425581249987,mmm,2018-01-29
2018-01-30,1.9624667983447637,mmm,2018-01-30
2018-01-31,1.807932285404604,mmm,2018-01-31
2018-02-01,1.518476056646108,mmm,2018-02-01
2018-02-02,1.1134953379022932,mmm,2018-02-02
2018-02-05,-0.02920858310514518,mmm,2018-02-05
2018-02-06,-0.7860383723169662,mmm,2018-02-06
2018-02-07,-1.3926575652921827,mmm,2018-02-07
2018-02-08,-2.47942835040476,mmm,2018-02-08
2018-02-09,-3.1546768748942497,mmm,2018-02-09
2018-02-12,-3.397108429006124,mmm,2018-02-12
2018-02-13,-3.4108481562625457,mmm,2018-02-13
2018-02-14,-3.3416454567269227,mmm,2018-02-14
2018-02-15,-2.978475944878653,mmm,2018-02-15
2018-02-16,-2.544435273618575,mmm,2018-02-16
2018-02-20,-2.279204479619466,mmm,2018-02-20
2018-02-21,-2.2333809278519254,mmm,2018-02-21
2018-02-22,-1.9223133368552965,mmm,2018-02-22
2018-02-23,-1.5899166728672753,mmm,2018-02-23
2018-02-26,-0.8425435242873789,mmm,2018-02-26
2018-02-27,-0.47012141779944727,mmm,2018-02-27
2018-02-28,-0.5228907234501321,mmm,2018-02-28
2018-03-01,-0.835771501788031,mmm,2018-03-01
2018-03-02,-1.1358957566191066,mmm,2018-03-02
2018-03-05,-1.1945023763910854,mmm,2018-03-05
2018-03-06,-1.169655370733608,mmm,2018-03-06
2018-03-07,-1.0083034019705792,mmm,2018-03-07
2018-03-08,-0.8184901626972874,mmm,2018-03-08
2018-03-09,-0.3219906999189277,mmm,2018-03-09
2018-03-12,-0.03438564425471213,mmm,2018-03-12
2018-03-13,0.04004677963499148,mmm,2018-03-13
2018-03-14,-0.12488354959745607,mmm,2018-03-14
2018-03-15,-0.14516782263999062,mmm,2018-03-15
2018-03-16,-0.06744239099572269,mmm,2018-03-16
2018-03-19,-0.39179387783940456,mmm,2018-03-19
2018-03-20,-0.5806165434009074,mmm,2018-03-20
2018-03-21,-0.6063762943952611,mmm,2018-03-21
2018-03-22,-1.3702185623080538,mmm,2018-03-22
2018-03-23,-2.487797456600674,mmm,2018-03-23
2018-03-26,-3.0003549501020075,mmm,2018-03-26
2018-03-27,-3.6674101337036973,mmm,2018-03-27
2018-03-28,-4.102109589139673,mmm,2018-03-28
2018-03-29,-4.191114755857484,mmm,2018-03-29
2018-04-02,-4.687336357587043,mmm,2018-04-02
2018-04-03,-4.767410305509884,mmm,2018-04-03
2018-04-04,-4.691106583841076,mmm,2018-04-04
2018-04-05,-4.50138971844666,mmm,2018-04-05
2018-04-06,-4.743661430300165,mmm,2018-04-06
2018-04-09,-4.840768519778891,mmm,2018-04-09
2018-04-10,-4.57414095125921,mmm,2018-04-10
2018-04-11,-4.495854300598097,mmm,2018-04-11
2018-04-12,-4.239061837278626,mmm,2018-04-12
2018-04-13,-4.051654575113702,mmm,2018-04-13
2018-04-16,-3.7081415110200453,mmm,2018-04-16
2018-04-17,-3.2316998583746397,mmm,2018-04-17
2018-04-18,-2.8609573493147025,mmm,2018-04-18
2018-04-19,-2.5841702703144733,mmm,2018-04-19
2018-04-20,-2.413868808517236,mmm,2018-04-20
2018-04-23,-2.3821728334977195,mmm,2018-04-23
2018-04-24,-3.349810279616918,mmm,2018-04-24
2018-04-25,-4.228052287641219,mmm,2018-04-25
2018-04-26,-4.988929036134749,mmm,2018-04-26
2018-04-27,-5.595260366604464,mmm,2018-04-27
2018-04-30,-6.126177405107001,mmm,2018-04-30
2018-05-01,-6.42871270833146,mmm,2018-05-01
2018-05-02,-6.628438600441029,mmm,2018-05-02
2018-05-03,-6.62771545530552,mmm,2018-05-03
2018-05-04,-6.296945834120038,mmm,2018-05-04
2018-05-07,-5.903738263953784,mmm,2018-05-07
2018-05-08,-5.425945954073143,mmm,2018-05-08
2018-05-09,-4.873484271469806,mmm,2018-05-09
2018-05-10,-4.27365045140732,mmm,2018-05-10
2018-05-11,-3.745992477157273,mmm,2018-05-11
2018-05-14,-3.2483528283606518,mmm,2018-05-14
2018-05-15,-3.05339123020255,mmm,2018-05-15
2018-05-16,-3.0181695169833347,mmm,2018-05-16
2018-05-17,-2.8509061406423655,mmm,2018-05-17
2018-05-18,-2.7849738664889117,mmm,2018-05-18
2018-05-21,-2.5063557215231924,mmm,2018-05-21
2018-05-22,-2.454036639145812,mmm,2018-05-22
2018-05-23,-2.405997274694755,mmm,2018-05-23
2018-05-24,-2.2893384169105673,mmm,2018-05-24
2018-05-25,-2.1983468777360997,mmm,2018-05-25
2018-05-29,-2.331432099060521,mmm,2018-05-29
2018-05-30,-2.204102570159648,mmm,2018-05-30
2018-05-31,-2.1803441611672554,mmm,2018-05-31
2018-06-01,-1.9722956297048313,mmm,2018-06-01
2018-06-04,-1.6842964148471538,mmm,2018-06-04
2018-06-05,-1.4296995223144506,mmm,2018-06-05
2018-06-06,-1.0284148953696786,mmm,2018-06-06
2018-06-07,-0.6179056444858873,mmm,2018-06-07
2018-06-08,-0.18322754199957103,mmm,2018-06-08
2018-06-11,0.05689052941684736,mmm,2018-06-11
2018-06-12,0.23042018847181112,mmm,2018-06-12
2018-06-13,0.3616581757073618,mmm,2018-06-13
2018-06-14,0.3724725679694245,mmm,2018-06-14
2018-06-15,0.4701649538862398,mmm,2018-06-15
2018-06-18,0.48554586613977335,mmm,2018-06-18
2018-06-19,0.15864584710809027,mmm,2018-06-19
2018-06-20,-0.1906559819817346,mmm,2018-06-20
