macd,ticker,date
0.0,vz,2018-01-05
-0.0020192341926801305,vz,2018-01-08
-0.026760620626291143,vz,2018-01-09
-0.03446935541680318,vz,2018-01-10
-0.021219654369240004,vz,2018-01-11
-0.023546074589468446,vz,2018-01-12
-0.033692829190215434,vz,2018-01-16
-0.037101149900273356,vz,2018-01-17
-0.04733125530091087,vz,2018-01-18
-0.035356206265397816,vz,2018-01-19
0.056370091125998556,vz,2018-01-22
0.11021821661955045,vz,2018-01-23
0.20461473807540642,vz,2018-01-24
0.2766711879064587,vz,2018-01-25
0.35299942668623885,vz,2018-01-26
0.3706966898807238,vz,2018-01-29
0.36535958576656924,vz,2018-01-30
0.36750535436942044,vz,2018-01-31
0.3794385496443482,vz,2018-02-01
0.2980139197134335,vz,2018-02-02
0.06745622439622423,vz,2018-02-05
-0.0897124713679176,vz,2018-02-06
-0.1983120755405281,vz,2018-02-07
-0.4157494877957788,vz,2018-02-08
-0.5215634438279579,vz,2018-02-09
-0.5816721731687338,vz,2018-02-12
-0.6238347823651296,vz,2018-02-13
-0.6901970863463518,vz,2018-02-14
-0.7173684464472032,vz,2018-02-15
-0.700475756968693,vz,2018-02-16
-0.7691253429102503,vz,2018-02-20
-0.8845327877880251,vz,2018-02-21
-0.9711832775093328,vz,2018-02-22
-0.9964510231045338,vz,2018-02-23
-0.9448516870150527,vz,2018-02-26
-0.9725708565744497,vz,2018-02-27
-1.0057285701987198,vz,2018-02-28
-1.0034295726436824,vz,2018-03-01
-0.9672671131935786,vz,2018-03-02
-0.8934833202566921,vz,2018-03-05
-0.8116808370501474,vz,2018-03-06
-0.7421768253970384,vz,2018-03-07
-0.6661507989977125,vz,2018-03-08
-0.5989922025493684,vz,2018-03-09
-0.5558120171246301,vz,2018-03-12
-0.5272805761375139,vz,2018-03-13
-0.5144611178482776,vz,2018-03-14
-0.5110059743466948,vz,2018-03-15
-0.4813776193299333,vz,2018-03-16
-0.4722174819815237,vz,2018-03-19
-0.5081985601260257,vz,2018-03-20
-0.5627255735614582,vz,2018-03-21
-0.6304138182985355,vz,2018-03-22
-0.722613602698253,vz,2018-03-23
-0.7251986192192064,vz,2018-03-26
-0.7000360725426731,vz,2018-03-27
-0.6179262495261639,vz,2018-03-28
-0.560756635563493,vz,2018-03-29
-0.561699331521389,vz,2018-04-02
-0.5291536164666226,vz,2018-04-03
-0.4636089044948406,vz,2018-04-04
-0.3824370676149016,vz,2018-04-05
-0.37466929090427925,vz,2018-04-06
-0.40868074907444907,vz,2018-04-09
-0.32364379201221993,vz,2018-04-10
-0.3080572911893995,vz,2018-04-11
-0.27963772389667696,vz,2018-04-12
-0.26053415445768735,vz,2018-04-13
-0.18463044125496708,vz,2018-04-16
-0.08652055430806627,vz,2018-04-17
-0.026946613808739528,vz,2018-04-18
0.004931761324755257,vz,2018-04-19
-0.012286098532037215,vz,2018-04-20
0.03480199186275712,vz,2018-04-23
0.15163274344676836,vz,2018-04-24
0.27564493343871277,vz,2018-04-25
0.3426045233865196,vz,2018-04-26
0.5352143820217918,vz,2018-04-27
0.5032963189595776,vz,2018-04-30
0.43035666978078524,vz,2018-05-01
0.28310528167123294,vz,2018-05-02
0.1716801776686694,vz,2018-05-03
0.1103026128691198,vz,2018-05-04
0.02431639629084259,vz,2018-05-07
-0.09988993488253328,vz,2018-05-08
-0.24705318306845925,vz,2018-05-09
-0.29419638890128397,vz,2018-05-10
-0.21462244162250244,vz,2018-05-11
-0.16019269483503962,vz,2018-05-14
-0.17151259642022865,vz,2018-05-15
-0.17284723217342446,vz,2018-05-16
-0.17272012483319088,vz,2018-05-17
