boll_ub,ticker,date
,mcd,2018-01-05
174.15971816510108,mcd,2018-01-08
174.37329548802498,mcd,2018-01-09
174.30385339206896,mcd,2018-01-10
174.2601240284811,mcd,2018-01-11
174.18864007710116,mcd,2018-01-12
174.14529206833208,mcd,2018-01-16
174.85972302296773,mcd,2018-01-17
174.99412073688237,mcd,2018-01-18
175.86202027436946,mcd,2018-01-19
176.3854085944882,mcd,2018-01-22
176.96516707877805,mcd,2018-01-23
177.1450451652907,mcd,2018-01-24
177.17905479099545,mcd,2018-01-25
177.9866640818826,mcd,2018-01-26
178.3787001281775,mcd,2018-01-29
178.37489875868528,mcd,2018-01-30
178.5265849809824,mcd,2018-01-31
178.50024451812712,mcd,2018-02-01
178.8028900633106,mcd,2018-02-02
180.32040066648426,mcd,2018-02-05
180.95406025252632,mcd,2018-02-06
181.31011119090905,mcd,2018-02-07
182.68546223019484,mcd,2018-02-08
183.23440318695594,mcd,2018-02-09
183.21422676377267,mcd,2018-02-12
183.20145647377367,mcd,2018-02-13
183.12493783131902,mcd,2018-02-14
182.8337076711116,mcd,2018-02-15
182.40665832988708,mcd,2018-02-16
181.76229252493982,mcd,2018-02-20
180.62122534383101,mcd,2018-02-21
179.2933129944835,mcd,2018-02-22
177.85346524200955,mcd,2018-02-23
175.47474519668688,mcd,2018-02-26
172.7308997506,mcd,2018-02-27
171.27537662187783,mcd,2018-02-28
170.06111404138915,mcd,2018-03-01
169.58975534739602,mcd,2018-03-02
168.6927893369962,mcd,2018-03-05
168.62649753407905,mcd,2018-03-06
168.00384879555452,mcd,2018-03-07
166.9693409666997,mcd,2018-03-08
166.87512868868242,mcd,2018-03-09
166.61593611826075,mcd,2018-03-12
165.850711378651,mcd,2018-03-13
165.3256194793033,mcd,2018-03-14
165.55406280179253,mcd,2018-03-15
165.80168701160233,mcd,2018-03-16
165.89264941042012,mcd,2018-03-19
166.04601557992197,mcd,2018-03-20
166.04755733641414,mcd,2018-03-21
165.74160559078888,mcd,2018-03-22
164.95375115234208,mcd,2018-03-23
164.07036188160365,mcd,2018-03-26
163.68512210790718,mcd,2018-03-27
163.74858554455176,mcd,2018-03-28
163.77166904981405,mcd,2018-03-29
163.08278347603812,mcd,2018-04-02
163.0020844431727,mcd,2018-04-03
162.95250458311403,mcd,2018-04-04
163.43232103023786,mcd,2018-04-05
163.47092374865406,mcd,2018-04-06
163.69747973977627,mcd,2018-04-09
164.16448810206856,mcd,2018-04-10
164.6891123209259,mcd,2018-04-11
164.87916567317077,mcd,2018-04-12
164.89423113467632,mcd,2018-04-13
164.79178343999314,mcd,2018-04-16
165.0958084620418,mcd,2018-04-17
165.26950340171203,mcd,2018-04-18
165.27500972236356,mcd,2018-04-19
165.1932217625684,mcd,2018-04-20
164.77613109329386,mcd,2018-04-23
164.83439640796652,mcd,2018-04-24
165.02059581549744,mcd,2018-04-25
165.00712851658434,mcd,2018-04-26
164.82532720532978,mcd,2018-04-27
166.1135066281655,mcd,2018-04-30
166.37414364954824,mcd,2018-05-01
166.31663188218621,mcd,2018-05-02
165.95744654727997,mcd,2018-05-03
166.47640860049788,mcd,2018-05-04
166.9454332498607,mcd,2018-05-07
167.22546564235608,mcd,2018-05-08
167.34803883981695,mcd,2018-05-09
167.74427622727603,mcd,2018-05-10
168.16057716232848,mcd,2018-05-11
168.4508858449154,mcd,2018-05-14
168.49101419515983,mcd,2018-05-15
168.55723641477627,mcd,2018-05-16
168.55439169132788,mcd,2018-05-17
168.5017694377202,mcd,2018-05-18
168.45796856624258,mcd,2018-05-21
168.26825801322775,mcd,2018-05-22
167.72473299075133,mcd,2018-05-23
167.57746885825685,mcd,2018-05-24
167.30434674415238,mcd,2018-05-25
166.57218524955888,mcd,2018-05-29
166.50014551813592,mcd,2018-05-30
166.55185553875606,mcd,2018-05-31
166.65287380909461,mcd,2018-06-01
166.37835429229824,mcd,2018-06-04
166.09988987948262,mcd,2018-06-05
165.78190907775348,mcd,2018-06-06
167.23511797593127,mcd,2018-06-07
168.13084411231426,mcd,2018-06-08
168.32562940781088,mcd,2018-06-11
168.6528933102427,mcd,2018-06-12
169.08578209116672,mcd,2018-06-13
169.579915593303,mcd,2018-06-14
169.9653622577496,mcd,2018-06-15
170.27516339629037,mcd,2018-06-18
170.41129730549895,mcd,2018-06-19
170.2955741063921,mcd,2018-06-20
170.33672626019634,mcd,2018-06-21
170.4204227499915,mcd,2018-06-22
170.49511043182838,mcd,2018-06-25
170.4830647046199,mcd,2018-06-26
170.78890567922753,mcd,2018-06-27
171.14308424549452,mcd,2018-06-28
171.36581448631364,mcd,2018-06-29
171.58286778616423,mcd,2018-07-02
171.79195187956861,mcd,2018-07-03
171.87851854549396,mcd,2018-07-05
170.88655069213587,mcd,2018-07-06
169.87474304543963,mcd,2018-07-09
169.2691746966447,mcd,2018-07-10
168.53176750967287,mcd,2018-07-11
167.71664446332267,mcd,2018-07-12
166.6562945933127,mcd,2018-07-13
165.57638861915913,mcd,2018-07-16
164.37902250268428,mcd,2018-07-17
163.32410237222547,mcd,2018-07-18
162.79940047852764,mcd,2018-07-19
162.60756582087134,mcd,2018-07-20
161.18754413060387,mcd,2018-07-23
161.02316230150254,mcd,2018-07-24
160.65335549225867,mcd,2018-07-25
160.7434468559153,mcd,2018-07-26
160.67454387102478,mcd,2018-07-27
160.66637308511548,mcd,2018-07-30
160.62998777431153,mcd,2018-07-31
160.58255860844108,mcd,2018-08-01
160.82221126296244,mcd,2018-08-02
160.76465987122467,mcd,2018-08-03
160.5301162123345,mcd,2018-08-06
160.114874002712,mcd,2018-08-07
160.15693555759427,mcd,2018-08-08
160.18872247989887,mcd,2018-08-09
160.20940917006368,mcd,2018-08-10
160.1381375009711,mcd,2018-08-13
160.35445469965822,mcd,2018-08-14
160.61807467416395,mcd,2018-08-15
161.31709801795216,mcd,2018-08-16
161.75214487947417,mcd,2018-08-17
162.21702884937127,mcd,2018-08-20
162.54132610471822,mcd,2018-08-21
162.72160328085607,mcd,2018-08-22
162.69603726387047,mcd,2018-08-23
162.7497671859132,mcd,2018-08-24
162.90480130376937,mcd,2018-08-27
163.22154487036488,mcd,2018-08-28
163.74575892012695,mcd,2018-08-29
163.90357974699884,mcd,2018-08-30
163.9507288211361,mcd,2018-08-31
163.8940206311408,mcd,2018-09-04
163.81533013304076,mcd,2018-09-05
164.2005080368055,mcd,2018-09-06
164.57231059268076,mcd,2018-09-07
165.0794319061916,mcd,2018-09-10
165.26981702802377,mcd,2018-09-11
165.6488601235905,mcd,2018-09-12
165.62100536614386,mcd,2018-09-13
165.62597834730857,mcd,2018-09-14
165.898470040414,mcd,2018-09-17
166.1437710041924,mcd,2018-09-18
166.199250575365,mcd,2018-09-19
166.19918279096612,mcd,2018-09-20
166.5926468011642,mcd,2018-09-21
166.63941254467906,mcd,2018-09-24
167.22395638234778,mcd,2018-09-25
167.62072109645538,mcd,2018-09-26
168.07643931476116,mcd,2018-09-27
168.6570951439913,mcd,2018-09-28
169.07746861332367,mcd,2018-10-01
169.24951049271823,mcd,2018-10-02
169.33989057795765,mcd,2018-10-03
169.52588389621016,mcd,2018-10-04
169.79808889002973,mcd,2018-10-05
170.16753257241254,mcd,2018-10-08
170.95696969396673,mcd,2018-10-09
171.38641416239167,mcd,2018-10-10
171.38453266778967,mcd,2018-10-11
171.33120677598214,mcd,2018-10-12
170.90653644003922,mcd,2018-10-15
170.23338976841384,mcd,2018-10-16
169.77832486660049,mcd,2018-10-17
169.45087138542593,mcd,2018-10-18
169.61953218940204,mcd,2018-10-19
169.5671891809573,mcd,2018-10-22
172.68071554198514,mcd,2018-10-23
174.89938349230394,mcd,2018-10-24
176.12859009001755,mcd,2018-10-25
176.79458830816455,mcd,2018-10-26
177.39731324706676,mcd,2018-10-29
178.9934291132618,mcd,2018-10-30
179.97747532649373,mcd,2018-10-31
180.52259067828567,mcd,2018-11-01
181.30174590577502,mcd,2018-11-02
182.69478233913264,mcd,2018-11-05
184.40756115017965,mcd,2018-11-06
186.23943243670777,mcd,2018-11-07
187.71377171611857,mcd,2018-11-08
189.00314620391484,mcd,2018-11-09
189.60632683056588,mcd,2018-11-12
189.8549547653919,mcd,2018-11-13
190.13225365922798,mcd,2018-11-14
190.08233557792485,mcd,2018-11-15
190.49452505265222,mcd,2018-11-16
190.07011833564056,mcd,2018-11-19
190.3472328517431,mcd,2018-11-20
190.48979665115291,mcd,2018-11-21
190.39729837053218,mcd,2018-11-23
190.08503332263217,mcd,2018-11-26
189.55456837177448,mcd,2018-11-27
190.10682051910473,mcd,2018-11-28
190.5989776881437,mcd,2018-11-29
190.2073537551246,mcd,2018-11-30
189.38994773114482,mcd,2018-12-03
189.11265137173004,mcd,2018-12-04
189.0957774683587,mcd,2018-12-06
189.13935228550983,mcd,2018-12-07
189.10031049075945,mcd,2018-12-10
189.01689618219817,mcd,2018-12-11
189.0202218383197,mcd,2018-12-12
189.16871335446692,mcd,2018-12-13
189.18283038315903,mcd,2018-12-14
189.41896531276603,mcd,2018-12-17
189.393370956202,mcd,2018-12-18
189.44225724469243,mcd,2018-12-19
190.7026973346481,mcd,2018-12-20
191.44366277371316,mcd,2018-12-21
192.6800672637034,mcd,2018-12-24
192.8653897468917,mcd,2018-12-26
192.7161938738311,mcd,2018-12-27
192.02111926239158,mcd,2018-12-28
190.8242979743095,mcd,2018-12-31
189.6489053377279,mcd,2019-01-02
189.0012059932495,mcd,2019-01-03
188.28757839716516,mcd,2019-01-04
187.54244537894627,mcd,2019-01-07
187.24719685497945,mcd,2019-01-08
186.5963902434719,mcd,2019-01-09
186.26986956077178,mcd,2019-01-10
186.076599261844,mcd,2019-01-11
184.97025106865325,mcd,2019-01-14
184.56095279771216,mcd,2019-01-15
184.38648471523538,mcd,2019-01-16
184.57111111814274,mcd,2019-01-17
185.04725735671667,mcd,2019-01-18
185.85671536958034,mcd,2019-01-22
186.87322168307296,mcd,2019-01-23
187.3595170484254,mcd,2019-01-24
187.48939835769193,mcd,2019-01-25
187.62581176347496,mcd,2019-01-28
187.48004845210548,mcd,2019-01-29
187.44697489434003,mcd,2019-01-30
