rsi_30,ticker,date
,hd,2018-01-05
0.0,hd,2018-01-08
70.44744455745798,hd,2018-01-09
37.199740255610564,hd,2018-01-10
69.83075824584468,hd,2018-01-11
77.22650230248294,hd,2018-01-12
76.00794984764738,hd,2018-01-16
84.22459918048477,hd,2018-01-17
73.21370522501493,hd,2018-01-18
78.94648110508723,hd,2018-01-19
82.89712923976305,hd,2018-01-22
83.35142531211926,hd,2018-01-23
84.6193790547349,hd,2018-01-24
80.53362196491588,hd,2018-01-25
82.45164341183064,hd,2018-01-26
73.18709024646229,hd,2018-01-29
63.28359466950377,hd,2018-01-30
60.793493157313385,hd,2018-01-31
58.190585531351495,hd,2018-02-01
46.08604054644324,hd,2018-02-02
33.05816859557012,hd,2018-02-05
44.83735644387465,hd,2018-02-06
45.152108210542266,hd,2018-02-07
36.478941240715166,hd,2018-02-08
39.917218662370345,hd,2018-02-09
39.87102946794489,hd,2018-02-12
39.60239269714336,hd,2018-02-13
40.77999260943967,hd,2018-02-14
41.485693127449096,hd,2018-02-15
43.526213433942424,hd,2018-02-16
43.28738857490161,hd,2018-02-20
40.092574248579176,hd,2018-02-21
42.96767027640967,hd,2018-02-22
46.16185871006403,hd,2018-02-23
46.28073482718567,hd,2018-02-26
43.16175594034166,hd,2018-02-27
40.93915435441989,hd,2018-02-28
38.926717823559706,hd,2018-03-01
38.05839775391229,hd,2018-03-02
41.79203480037637,hd,2018-03-05
41.71273093293351,hd,2018-03-06
39.34923440990087,hd,2018-03-07
38.872679923201325,hd,2018-03-08
43.537080888568674,hd,2018-03-09
41.62926909135407,hd,2018-03-12
40.60743910860326,hd,2018-03-13
39.90704487732436,hd,2018-03-14
40.65056743697025,hd,2018-03-15
41.657549821253895,hd,2018-03-16
40.183540807526555,hd,2018-03-19
41.40583520231334,hd,2018-03-20
41.290556153271126,hd,2018-03-21
39.09487069165588,hd,2018-03-22
36.52620812420964,hd,2018-03-23
41.72425077187247,hd,2018-03-26
40.452220616506374,hd,2018-03-27
40.540467929629095,hd,2018-03-28
44.257740716503164,hd,2018-03-29
40.262118577588105,hd,2018-04-02
41.1473182488589,hd,2018-04-03
44.770074678580336,hd,2018-04-04
46.339320146741336,hd,2018-04-05
42.851419137612126,hd,2018-04-06
41.511549991889986,hd,2018-04-09
42.45187988627826,hd,2018-04-10
42.00279897984441,hd,2018-04-11
42.502175846274966,hd,2018-04-12
42.08235805595729,hd,2018-04-13
43.75519665305896,hd,2018-04-16
44.24577743093668,hd,2018-04-17
48.983184601789105,hd,2018-04-18
46.682315710751475,hd,2018-04-19
46.62505581981271,hd,2018-04-20
47.24656581004383,hd,2018-04-23
46.05177543006718,hd,2018-04-24
47.167344870011235,hd,2018-04-25
54.363776217089665,hd,2018-04-26
54.92797856539466,hd,2018-04-27
53.396073439241306,hd,2018-04-30
53.23877487444876,hd,2018-05-01
54.28768250903893,hd,2018-05-02
51.7365577610164,hd,2018-05-03
53.27318212955996,hd,2018-05-04
51.90733483393793,hd,2018-05-07
53.158151211443624,hd,2018-05-08
54.25586537066855,hd,2018-05-09
54.91822642882298,hd,2018-05-10
57.429038236673236,hd,2018-05-11
58.02027232436097,hd,2018-05-14
54.84779969270351,hd,2018-05-15
53.291983763341825,hd,2018-05-16
52.28511380739566,hd,2018-05-17
54.071882605090316,hd,2018-05-18
56.0045086277577,hd,2018-05-21
53.15374360934879,hd,2018-05-22
52.962726262475385,hd,2018-05-23
53.37869494777101,hd,2018-05-24
53.07523603499854,hd,2018-05-25
51.21766860815515,hd,2018-05-29
53.13457469347044,hd,2018-05-30
52.58231408036534,hd,2018-05-31
53.325795849720826,hd,2018-06-01
56.83521275347968,hd,2018-06-04
57.31543004745207,hd,2018-06-05
58.66863678385361,hd,2018-06-06
60.68475132121792,hd,2018-06-07
62.27836732775097,hd,2018-06-08
63.213872060145874,hd,2018-06-11
64.37888768332152,hd,2018-06-12
63.140202606462616,hd,2018-06-13
62.34600444128619,hd,2018-06-14
63.00045938448353,hd,2018-06-15
63.11481168274774,hd,2018-06-18
61.18480807559361,hd,2018-06-19
61.015261989131766,hd,2018-06-20
62.04466213362439,hd,2018-06-21
58.290572291306574,hd,2018-06-22
57.02288451311945,hd,2018-06-25
56.99797973054671,hd,2018-06-26
55.32362187620468,hd,2018-06-27
55.51530253319305,hd,2018-06-28
55.37301799909291,hd,2018-06-29
53.96815110366863,hd,2018-07-02
53.448583717057566,hd,2018-07-03
54.34655614265315,hd,2018-07-05
54.42712677834388,hd,2018-07-06
56.25290713757518,hd,2018-07-09
57.920556751987625,hd,2018-07-10
56.951741130200894,hd,2018-07-11
58.05151055965011,hd,2018-07-12
58.856164292186,hd,2018-07-13
59.06472758893414,hd,2018-07-16
61.428044956630316,hd,2018-07-17
61.21395096431731,hd,2018-07-18
62.92097160183595,hd,2018-07-19
62.61185264195787,hd,2018-07-20
62.22534840534021,hd,2018-07-23
61.79487935806986,hd,2018-07-24
60.022899209321025,hd,2018-07-25
57.27694373070521,hd,2018-07-26
53.688030207028014,hd,2018-07-27
53.87324602201854,hd,2018-07-30
54.19809882272617,hd,2018-07-31
52.26262508842215,hd,2018-08-01
51.26904919864665,hd,2018-08-02
51.2375525272909,hd,2018-08-03
51.314892237011065,hd,2018-08-06
53.394677099129886,hd,2018-08-07
54.81876504065156,hd,2018-08-08
54.90692992592814,hd,2018-08-09
51.804416171098104,hd,2018-08-10
48.37319017247119,hd,2018-08-13
46.828325390602764,hd,2018-08-14
48.29030118192534,hd,2018-08-15
50.504834964887316,hd,2018-08-16
50.76967544024279,hd,2018-08-17
54.29660290876675,hd,2018-08-20
57.363173191671805,hd,2018-08-21
55.26184765515896,hd,2018-08-22
56.80770326553226,hd,2018-08-23
58.237764530583895,hd,2018-08-24
59.07389043895725,hd,2018-08-27
59.05591283862707,hd,2018-08-28
58.52132023603248,hd,2018-08-29
54.279765999303784,hd,2018-08-30
56.32315092395221,hd,2018-08-31
61.41505435176933,hd,2018-09-04
59.857370284324375,hd,2018-09-05
61.7357564942206,hd,2018-09-06
62.09429068412707,hd,2018-09-07
66.37035525233884,hd,2018-09-10
68.93859767628733,hd,2018-09-11
65.85957865960782,hd,2018-09-12
61.98490258145257,hd,2018-09-13
61.423434294118714,hd,2018-09-14
60.425064446247994,hd,2018-09-17
62.86660942019853,hd,2018-09-18
63.4541516806353,hd,2018-09-19
62.49324153744528,hd,2018-09-20
63.71269349419006,hd,2018-09-21
57.333223283860676,hd,2018-09-24
56.62670084395059,hd,2018-09-25
56.689203394382986,hd,2018-09-26
55.74730764347354,hd,2018-09-27
56.09135644902221,hd,2018-09-28
56.5980886342555,hd,2018-10-01
52.61957750173235,hd,2018-10-02
51.29763479688056,hd,2018-10-03
45.56435012356938,hd,2018-10-04
43.05019041945982,hd,2018-10-05
45.60213591405498,hd,2018-10-08
42.99079082973476,hd,2018-10-09
41.11379966890244,hd,2018-10-10
37.81459509430942,hd,2018-10-11
41.180735268498424,hd,2018-10-12
40.111152176505946,hd,2018-10-15
42.952682204738295,hd,2018-10-16
36.67155786114668,hd,2018-10-17
33.79613355085938,hd,2018-10-18
33.4576173836348,hd,2018-10-19
32.82350478076019,hd,2018-10-22
32.69529831412753,hd,2018-10-23
31.784621848540723,hd,2018-10-24
34.331768921460366,hd,2018-10-25
30.495045019247044,hd,2018-10-26
31.6161762425037,hd,2018-10-29
35.014635151936076,hd,2018-10-30
34.80275321540506,hd,2018-10-31
39.61203674665818,hd,2018-11-01
39.265295921802206,hd,2018-11-02
41.52321059031116,hd,2018-11-05
41.396405168221925,hd,2018-11-06
46.31459558934358,hd,2018-11-07
46.993418769648805,hd,2018-11-08
45.44181406455796,hd,2018-11-09
40.88424646745262,hd,2018-11-12
40.608080886326356,hd,2018-11-13
41.464205208899436,hd,2018-11-14
39.78966336965959,hd,2018-11-15
39.5683865468575,hd,2018-11-16
37.39790036851961,hd,2018-11-19
34.785217213248714,hd,2018-11-20
35.043722072527956,hd,2018-11-21
34.78695936555222,hd,2018-11-23
35.8353034102354,hd,2018-11-26
39.36949186413926,hd,2018-11-27
43.365281694287255,hd,2018-11-28
42.156930909705366,hd,2018-11-29
46.237050452978984,hd,2018-11-30
47.406491902651084,hd,2018-12-03
43.01660774845473,hd,2018-12-04
43.57060069892861,hd,2018-12-06
41.56289636434835,hd,2018-12-07
40.88659788692129,hd,2018-12-10
41.35327602968178,hd,2018-12-11
43.13931102597796,hd,2018-12-12
42.90949168879124,hd,2018-12-13
41.83804188215976,hd,2018-12-14
39.07809655953901,hd,2018-12-17
41.00712090377233,hd,2018-12-18
39.458619373827325,hd,2018-12-19
37.4528206415588,hd,2018-12-20
35.435926372006904,hd,2018-12-21
34.22361504493256,hd,2018-12-24
42.969845708896266,hd,2018-12-26
44.50558507617495,hd,2018-12-27
44.44489012251463,hd,2018-12-28
45.671162295463226,hd,2018-12-31
46.12479331587973,hd,2019-01-02
43.69397885400967,hd,2019-01-03
47.46973170032619,hd,2019-01-04
49.84480242002847,hd,2019-01-07
50.42114780808474,hd,2019-01-08
51.664938558786865,hd,2019-01-09
51.18127665235018,hd,2019-01-10
51.42701110674724,hd,2019-01-11
50.97200766466442,hd,2019-01-14
49.21527342332293,hd,2019-01-15
49.65252253125142,hd,2019-01-16
48.02409361878493,hd,2019-01-17
51.58906749164912,hd,2019-01-18
49.73833182867903,hd,2019-01-22
49.57446316375296,hd,2019-01-23
49.88500770433549,hd,2019-01-24
52.2502458509617,hd,2019-01-25
51.786843492060235,hd,2019-01-28
51.6704061277777,hd,2019-01-29
53.59029669835376,hd,2019-01-30
54.60179089602923,hd,2019-01-31
55.22986077549374,hd,2019-02-01
56.74792032985363,hd,2019-02-04
56.70930157166609,hd,2019-02-05
55.08983500197612,hd,2019-02-06
54.463595387041224,hd,2019-02-07
54.84752314115368,hd,2019-02-08
53.246727944614086,hd,2019-02-11
55.407573733276465,hd,2019-02-12
57.657827714350994,hd,2019-02-13
56.937892402517306,hd,2019-02-14
60.36106981550259,hd,2019-02-15
60.29750085636736,hd,2019-02-19
59.77649135652026,hd,2019-02-20
59.743116172483106,hd,2019-02-21
60.18011645598559,hd,2019-02-22
57.45226409283367,hd,2019-02-25
55.63374008957953,hd,2019-02-26
51.028794375579245,hd,2019-02-27
52.32489122048515,hd,2019-02-28
52.35151409263525,hd,2019-03-01
51.01546073020569,hd,2019-03-04
51.1954713037884,hd,2019-03-05
51.63096319334533,hd,2019-03-06
49.65491227205541,hd,2019-03-07
48.39081249507813,hd,2019-03-08
49.64443869078838,hd,2019-03-11
51.22459946428297,hd,2019-03-12
48.34725960638278,hd,2019-03-13
48.8358383515782,hd,2019-03-14
49.487841465510826,hd,2019-03-15
50.73439369417976,hd,2019-03-18
51.47354102570081,hd,2019-03-19
53.47700767998965,hd,2019-03-20
57.07821764726462,hd,2019-03-21
55.67282660906113,hd,2019-03-22
56.51710895425273,hd,2019-03-25
56.11290700309452,hd,2019-03-26
56.00323256492226,hd,2019-03-27
56.78957785191467,hd,2019-03-28
58.522182545154685,hd,2019-03-29
61.77156269381356,hd,2019-04-01
60.045682516701774,hd,2019-04-02
63.460190359771936,hd,2019-04-03
64.79210357487942,hd,2019-04-04
65.91666722424836,hd,2019-04-05
66.927989664466,hd,2019-04-08
63.463385774179784,hd,2019-04-09
61.63254945451045,hd,2019-04-10
63.16554400302153,hd,2019-04-11
64.84542499876494,hd,2019-04-12
65.5382970020099,hd,2019-04-15
65.02634566440884,hd,2019-04-16
66.4713611444767,hd,2019-04-17
65.27752583427772,hd,2019-04-18
64.0999572316811,hd,2019-04-22
65.04145487957305,hd,2019-04-23
65.53473944866424,hd,2019-04-24
65.22212155472698,hd,2019-04-25
61.25153085830616,hd,2019-04-26
59.375415850931844,hd,2019-04-29
60.698026056357826,hd,2019-04-30
54.82304997873137,hd,2019-05-01
56.775069474945056,hd,2019-05-02
56.26299594323353,hd,2019-05-03
55.1986174977147,hd,2019-05-06
50.077166553253676,hd,2019-05-07
50.46844602872635,hd,2019-05-08
49.87200992985776,hd,2019-05-09
49.872009929857754,hd,2019-05-10
45.71688367962213,hd,2019-05-13
47.09346868515789,hd,2019-05-14
47.2448398149642,hd,2019-05-15
47.92739712485294,hd,2019-05-16
48.151248695370214,hd,2019-05-17
46.46708208066873,hd,2019-05-20
47.05471905366056,hd,2019-05-21
44.48834325634592,hd,2019-05-22
48.05383326833205,hd,2019-05-23
49.77114726650031,hd,2019-05-24
47.67906016525962,hd,2019-05-28
46.14464850633004,hd,2019-05-29
47.368928609451814,hd,2019-05-30
46.14438952211378,hd,2019-05-31
45.86517504168893,hd,2019-06-03
51.96468033567146,hd,2019-06-04
53.34338058247385,hd,2019-06-05
53.80061901250518,hd,2019-06-06
53.92712768377622,hd,2019-06-07
54.66795049769253,hd,2019-06-10
54.61948514114649,hd,2019-06-11
55.566733827736314,hd,2019-06-12
58.8266208769041,hd,2019-06-13
61.73898134717346,hd,2019-06-14
62.70450881711539,hd,2019-06-17
63.10253858281908,hd,2019-06-18
63.4735473220302,hd,2019-06-19
66.01706792448942,hd,2019-06-20
63.448689067059526,hd,2019-06-21
58.52276832989837,hd,2019-06-24
57.61867716304798,hd,2019-06-25
59.06479771190325,hd,2019-06-26
59.57443086089706,hd,2019-06-27
60.38229775318922,hd,2019-06-28
62.27850221314997,hd,2019-07-01
62.092177419881196,hd,2019-07-02
63.6665023389133,hd,2019-07-03
62.785713861624934,hd,2019-07-05
63.95446720789116,hd,2019-07-08
