Date,Open,High,Low,Close,Adj Close,Volume,ticker
2018-01-02,91.91999816894531,91.93000030517578,90.55000305175781,90.6500015258789,79.67398071289062,7558900,pg
2018-01-03,90.7300033569336,91.08999633789062,90.5199966430664,90.54000091552734,79.57730865478516,5863600,pg
2018-01-04,90.83000183105469,91.7699966430664,90.61000061035156,91.18000030517578,80.13980865478516,6322500,pg
2018-01-05,91.2699966430664,91.30000305175781,90.56999969482422,91.23999786376953,80.19253540039062,5949700,pg
2018-01-08,90.93000030517578,91.7699966430664,90.93000030517578,91.72000122070312,80.61443328857422,4860700,pg
2018-01-09,91.47000122070312,91.6500015258789,91.01000213623047,91.05000305175781,80.02554321289062,6630100,pg
2018-01-10,90.91000366210938,90.91000366210938,90.01000213623047,90.47000122070312,79.5157699584961,6564700,pg
2018-01-11,90.4000015258789,90.5199966430664,89.91999816894531,90.1500015258789,79.23453521728516,5469700,pg
2018-01-12,90.05000305175781,90.33999633789062,89.3499984741211,89.61000061035156,78.75990295410156,8111000,pg
2018-01-16,90.13999938964844,90.7699966430664,89.63999938964844,90.22000122070312,79.29605102539062,9465300,pg
2018-01-17,90.55999755859375,91.7300033569336,90.43000030517578,91.19999694824219,80.15739440917969,8345500,pg
2018-01-18,90.23999786376953,90.6500015258789,89.66999816894531,90.18000030517578,79.8651351928711,7699800,pg
2018-01-19,90.27999877929688,91.26000213623047,90.23999786376953,91.06999969482422,80.65333557128906,9364000,pg
2018-01-22,90.87999725341797,91.91999816894531,90.7699966430664,91.88999938964844,81.37954711914062,8658000,pg
2018-01-23,89.81999969482422,90.20999908447266,88.5999984741211,89.05000305175781,78.86439514160156,18756300,pg
2018-01-24,89.05999755859375,89.16000366210938,87.69999694824219,88.30999755859375,78.20903015136719,15141900,pg
2018-01-25,88.68000030517578,89.05000305175781,88.01000213623047,88.33999633789062,78.235595703125,11264400,pg
2018-01-26,88.16999816894531,88.16999816894531,87.2300033569336,87.7300033569336,77.69537353515625,11503100,pg
2018-01-29,87.69000244140625,87.73999786376953,86.69000244140625,86.86000061035156,76.92488098144531,11685800,pg
2018-01-30,86.81999969482422,87.44000244140625,86.62999725341797,86.94999694824219,77.00457763671875,9662900,pg
2018-01-31,86.80999755859375,87.41000366210938,86.08000183105469,86.33999633789062,76.46435546875,11798100,pg
2018-02-01,86.1500015258789,86.5,85.55999755859375,85.8499984741211,76.03040313720703,8606300,pg
2018-02-02,85.55999755859375,85.61000061035156,84.20999908447266,84.25,74.61341094970703,12846300,pg
2018-02-05,83.98999786376953,84.37000274658203,80.0999984741211,81.05999755859375,71.78828430175781,17462200,pg
2018-02-06,80.52999877929688,82.44999694824219,80.12000274658203,82.37999725341797,72.95730590820312,19955500,pg
2018-02-07,82.30000305175781,83.38999938964844,81.81999969482422,81.83999633789062,72.47908020019531,11851800,pg
2018-02-08,82.02999877929688,82.22000122070312,80.1500015258789,80.22000122070312,71.04434967041016,14596100,pg
2018-02-09,80.9800033569336,81.02999877929688,78.58999633789062,79.91999816894531,70.77867126464844,18838800,pg
2018-02-12,80.61000061035156,81.66999816894531,80.58000183105469,81.33000183105469,72.02742004394531,10769000,pg
2018-02-13,81.1500015258789,81.83000183105469,80.91000366210938,81.5,72.1779556274414,9278700,pg
2018-02-14,81.05999755859375,81.26000213623047,80.2699966430664,80.68000030517578,71.45174407958984,9412000,pg
2018-02-15,80.97000122070312,82.41000366210938,80.5,82.41000366210938,72.98387908935547,8910700,pg
2018-02-16,82.20999908447266,83.25,82.12999725341797,82.5999984741211,73.15214538574219,10371700,pg
2018-02-20,82.19000244140625,82.22000122070312,81.06999969482422,81.33999633789062,72.0362777709961,7087700,pg
2018-02-21,81.30999755859375,81.80999755859375,80.19000244140625,80.23999786376953,71.06210327148438,9134500,pg
2018-02-22,80.47000122070312,81.27999877929688,80.16999816894531,80.83999633789062,71.59346008300781,10277700,pg
2018-02-23,81.01000213623047,81.12000274658203,80.4800033569336,81.05000305175781,71.77943420410156,10321800,pg
2018-02-26,81.44999694824219,81.69000244140625,81.05000305175781,81.62999725341797,72.2930908203125,9422200,pg
2018-02-27,81.88999938964844,82.0,80.51000213623047,80.54000091552734,71.32777404785156,8919600,pg
2018-02-28,80.68000030517578,80.79000091552734,78.5,78.5199966430664,69.53881072998047,16862000,pg
2018-03-01,78.4000015258789,79.27999877929688,77.9000015258789,78.69999694824219,69.69821166992188,13504200,pg
2018-03-02,78.4800033569336,79.66000366210938,78.41999816894531,79.5,70.40673065185547,9317700,pg
2018-03-05,79.27999877929688,80.38999938964844,79.1500015258789,80.29000091552734,71.10636138916016,8177000,pg
2018-03-06,80.41000366210938,80.41999816894531,79.37000274658203,80.0199966430664,70.86724853515625,9085300,pg
2018-03-07,79.52999877929688,79.63999938964844,78.9000015258789,79.16000366210938,70.1056137084961,9089500,pg
2018-03-08,79.16999816894531,79.98999786376953,79.0199966430664,79.97000122070312,70.82296752929688,7951700,pg
2018-03-09,80.18000030517578,80.75,79.9000015258789,80.29000091552734,71.10636138916016,7662200,pg
2018-03-12,80.2300033569336,80.62000274658203,79.76000213623047,79.86000061035156,70.72554016113281,7182000,pg
2018-03-13,80.0,80.19000244140625,79.36000061035156,79.72000122070312,70.60157012939453,9620200,pg
2018-03-14,79.69000244140625,79.83999633789062,78.86000061035156,79.0,69.96391296386719,8898100,pg
2018-03-15,79.08999633789062,79.13999938964844,78.54000091552734,78.66999816894531,69.67166137695312,6996900,pg
2018-03-16,78.93000030517578,79.38999938964844,78.83999633789062,78.97000122070312,69.93733978271484,17715400,pg
2018-03-19,78.97000122070312,79.56999969482422,78.2699966430664,78.66000366210938,69.66279602050781,8368200,pg
2018-03-20,78.73999786376953,79.0999984741211,77.95999908447266,78.30999755859375,69.35283660888672,8465500,pg
2018-03-21,78.05000305175781,78.23999786376953,76.87999725341797,77.04000091552734,68.22810363769531,9822800,pg
2018-03-22,76.83000183105469,77.5199966430664,76.37000274658203,76.41000366210938,67.67017364501953,10481600,pg
2018-03-23,76.79000091552734,77.18000030517578,75.80999755859375,75.91000366210938,67.22736358642578,11728300,pg
2018-03-26,76.56999969482422,76.87000274658203,76.0199966430664,76.41000366210938,67.67017364501953,12937000,pg
2018-03-27,76.52999877929688,78.44000244140625,76.30000305175781,77.79000091552734,68.89231872558594,11288200,pg
2018-03-28,77.94999694824219,79.13999938964844,77.94999694824219,78.83999633789062,69.82221221923828,12857800,pg
2018-03-29,79.43000030517578,80.48999786376953,79.18000030517578,79.27999877929688,70.2118911743164,10036400,pg
2018-04-02,79.26000213623047,79.37000274658203,77.05999755859375,77.4000015258789,68.54693603515625,12017200,pg
2018-04-03,77.55999755859375,78.80000305175781,77.18000030517578,78.45999908447266,69.48567962646484,11933100,pg
2018-04-04,77.81999969482422,79.5199966430664,77.58999633789062,79.05000305175781,70.0082015991211,9030800,pg
2018-04-05,79.08999633789062,79.31999969482422,78.51000213623047,78.80000305175781,69.78678894042969,7864700,pg
2018-04-06,78.37000274658203,79.36000061035156,77.9000015258789,78.43000030517578,69.45912170410156,8300800,pg
2018-04-09,78.80000305175781,78.8499984741211,77.56999969482422,78.16000366210938,69.22000122070312,9031200,pg
2018-04-10,78.70999908447266,78.83999633789062,77.94000244140625,78.37000274658203,69.40597534179688,6779000,pg
2018-04-11,78.19000244140625,78.69000244140625,78.04000091552734,78.2699966430664,69.31741333007812,7143500,pg
2018-04-12,78.63999938964844,78.69999694824219,77.79000091552734,77.79000091552734,68.89231872558594,8282300,pg
2018-04-13,78.05999755859375,78.44000244140625,77.72000122070312,78.37000274658203,69.40597534179688,6198500,pg
2018-04-16,78.55999755859375,78.86000061035156,78.04000091552734,78.61000061035156,69.6185073852539,5962200,pg
2018-04-17,78.93000030517578,78.94000244140625,78.0999984741211,78.43000030517578,69.45912170410156,6492400,pg
2018-04-18,78.58000183105469,78.68000030517578,78.0199966430664,78.19999694824219,69.25540924072266,7349400,pg
2018-04-19,75.38999938964844,75.72000122070312,74.19999694824219,74.94999694824219,66.99137878417969,16955600,pg
2018-04-20,74.04000091552734,74.91999816894531,73.73999786376953,73.80000305175781,65.96350860595703,14085000,pg
2018-04-23,73.58999633789062,73.9800033569336,72.76000213623047,73.0,65.24845123291016,13653400,pg
2018-04-24,73.05999755859375,73.33000183105469,72.1500015258789,72.5,64.80152893066406,16551700,pg
2018-04-25,72.41000366210938,72.75,71.94999694824219,72.30000305175781,64.6227798461914,14208800,pg
2018-04-26,72.56999969482422,73.01000213623047,72.37000274658203,72.75,65.02499389648438,11204300,pg
2018-04-27,72.52999877929688,73.08000183105469,72.20999908447266,72.80999755859375,65.07861328125,8144800,pg
2018-04-30,72.91000366210938,72.91999816894531,72.16000366210938,72.33999633789062,64.6585464477539,13076500,pg
2018-05-01,72.05000305175781,72.33000183105469,71.66000366210938,71.95999908447266,64.31887817382812,8103800,pg
2018-05-02,71.94000244140625,72.01000213623047,70.7300033569336,70.94000244140625,63.407196044921875,10830900,pg
2018-05-03,70.80999755859375,71.72000122070312,70.73999786376953,71.36000061035156,63.782588958740234,9386500,pg
2018-05-04,71.37999725341797,72.62000274658203,71.33999633789062,72.43000030517578,64.73897552490234,8107400,pg
2018-05-07,72.66999816894531,73.22000122070312,71.88999938964844,71.9800033569336,64.33675384521484,6633600,pg
2018-05-08,72.05000305175781,72.12000274658203,71.11000061035156,71.44000244140625,63.854103088378906,8084100,pg
2018-05-09,71.7699966430664,72.55000305175781,71.73999786376953,72.37000274658203,64.68535614013672,7528400,pg
2018-05-10,72.94000244140625,73.33999633789062,72.69000244140625,73.1500015258789,65.38252258300781,7618500,pg
2018-05-11,73.62999725341797,74.0999984741211,73.05000305175781,73.37000274658203,65.57916259765625,7586200,pg
2018-05-14,73.77999877929688,73.77999877929688,73.08999633789062,73.27999877929688,65.49871063232422,8646900,pg
2018-05-15,73.30999755859375,73.41000366210938,72.5999984741211,72.94999694824219,65.2037582397461,11502800,pg
2018-05-16,72.9800033569336,73.93000030517578,72.95999908447266,73.52999877929688,65.72215270996094,8325000,pg
2018-05-17,73.5199966430664,74.0,73.4000015258789,73.95999908447266,66.10651397705078,8053600,pg
2018-05-18,73.9800033569336,74.06999969482422,73.11000061035156,73.44999694824219,65.65066528320312,7042700,pg
2018-05-21,73.75,74.25,73.41999816894531,74.05999755859375,66.19588470458984,6428400,pg
2018-05-22,74.45999908447266,74.94000244140625,73.83000183105469,74.02999877929688,66.16907501220703,7744200,pg
2018-05-23,74.0199966430664,74.30000305175781,73.72000122070312,74.18000030517578,66.30315399169922,6592500,pg
2018-05-24,74.08000183105469,74.3499984741211,73.58999633789062,73.7699966430664,65.93668365478516,6508900,pg
2018-05-25,73.9000015258789,74.62000274658203,73.75,74.30999755859375,66.41934967041016,7546500,pg
2018-05-29,74.05999755859375,74.69999694824219,73.7699966430664,74.05000305175781,66.18698120117188,8905600,pg
2018-05-30,74.33000183105469,75.0199966430664,74.05000305175781,74.88999938964844,66.9377670288086,8128600,pg
2018-05-31,74.66999816894531,74.69000244140625,72.80000305175781,73.16999816894531,65.40040588378906,15526000,pg
2018-06-01,73.33000183105469,73.73999786376953,72.86000061035156,73.44999694824219,65.65066528320312,7209300,pg
2018-06-04,73.54000091552734,74.62000274658203,73.44999694824219,74.18000030517578,66.30315399169922,8743800,pg
2018-06-05,74.27999877929688,74.37999725341797,73.5999984741211,73.97000122070312,66.1154556274414,6910100,pg
2018-06-06,74.06999969482422,74.41999816894531,73.72000122070312,74.3499984741211,66.4551010131836,7002900,pg
2018-06-07,74.18000030517578,76.38999938964844,74.0999984741211,75.76000213623047,67.71537780761719,13476100,pg
2018-06-08,75.8499984741211,77.20999908447266,75.73999786376953,77.18000030517578,68.98458099365234,13625300,pg
2018-06-11,76.97000122070312,77.69000244140625,76.87999725341797,77.52999877929688,69.29743194580078,9049400,pg
2018-06-12,77.81999969482422,77.88999938964844,77.11000061035156,77.23999786376953,69.03821563720703,8786000,pg
2018-06-13,77.4000015258789,77.4000015258789,76.19999694824219,76.47000122070312,68.3499755859375,8022400,pg
