rsi_30,ticker,date
,vz,2018-01-05
0.0,vz,2018-01-08
0.0,vz,2018-01-09
8.713460363491194,vz,2018-01-10
38.03709549990112,vz,2018-01-11
31.755838405871543,vz,2018-01-12
27.937753326750496,vz,2018-01-16
30.52997575405095,vz,2018-01-17
27.61809103203103,vz,2018-01-18
40.12775791734408,vz,2018-01-19
66.16968972956985,vz,2018-01-22
62.028208854274745,vz,2018-01-23
70.30425648613405,vz,2018-01-24
70.7702400719258,vz,2018-01-25
73.42066995487998,vz,2018-01-26
65.04855228962784,vz,2018-01-29
62.18880726958658,vz,2018-01-30
63.41848660333619,vz,2018-01-31
65.0110909034634,vz,2018-02-01
51.65868128308445,vz,2018-02-02
36.92057519361987,vz,2018-02-05
39.304237560331316,vz,2018-02-06
40.5713747687023,vz,2018-02-07
32.81494554282867,vz,2018-02-08
38.039996287272686,vz,2018-02-09
39.37547524552031,vz,2018-02-12
39.26129522795862,vz,2018-02-13
37.144144119671196,vz,2018-02-14
38.52785545775766,vz,2018-02-15
40.92596580255948,vz,2018-02-16
36.50616343351351,vz,2018-02-20
33.57830259521505,vz,2018-02-21
33.319139180596665,vz,2018-02-22
35.71443827668101,vz,2018-02-23
39.96388712968167,vz,2018-02-26
36.67247648351526,vz,2018-02-27
35.80098382925544,vz,2018-02-28
36.93785922712509,vz,2018-03-01
38.47482156169978,vz,2018-03-02
40.71685510565866,vz,2018-03-05
41.59750617012347,vz,2018-03-06
41.42069755140105,vz,2018-03-07
42.28355652721218,vz,2018-03-08
42.28355652721218,vz,2018-03-09
41.475928441799304,vz,2018-03-12
40.89871025754872,vz,2018-03-13
40.12839942977899,vz,2018-03-14
39.51251079465678,vz,2018-03-15
41.090853374119575,vz,2018-03-16
40.088874997791194,vz,2018-03-19
37.72860954398106,vz,2018-03-20
36.267871346743014,vz,2018-03-21
34.903998644635664,vz,2018-03-22
33.00985355392315,vz,2018-03-23
37.638159302721164,vz,2018-03-26
38.980078516050035,vz,2018-03-27
42.65032801487793,vz,2018-03-28
41.96908553396434,vz,2018-03-29
39.57159577400455,vz,2018-04-02
41.35686200193617,vz,2018-04-03
43.53919896164247,vz,2018-04-04
45.06388581061007,vz,2018-04-05
42.17541840763992,vz,2018-04-06
40.210796232436046,vz,2018-04-09
46.433531521519235,vz,2018-04-10
44.011595597053585,vz,2018-04-11
44.70346393970229,vz,2018-04-12
44.41953933214777,vz,2018-04-13
47.56325664322921,vz,2018-04-16
49.427875944757176,vz,2018-04-17
48.53517836947232,vz,2018-04-18
47.7974710825072,vz,2018-04-19
45.78912987917639,vz,2018-04-20
48.96981545094676,vz,2018-04-23
52.77874679967765,vz,2018-04-24
54.281673163564115,vz,2018-04-25
52.90438297804048,vz,2018-04-26
58.67833404221135,vz,2018-04-27
50.7792543923882,vz,2018-04-30
49.145352101491106,vz,2018-05-01
46.05072532969626,vz,2018-05-02
46.34470766910704,vz,2018-05-03
47.49571098646618,vz,2018-05-04
46.149704937012935,vz,2018-05-07
44.15184273301408,vz,2018-05-08
42.43866150071755,vz,2018-05-09
45.254207387031535,vz,2018-05-10
49.66483668421612,vz,2018-05-11
49.28876778399481,vz,2018-05-14
47.293913161143415,vz,2018-05-15
47.51366394728354,vz,2018-05-16
47.48439948896256,vz,2018-05-17
47.15399118677709,vz,2018-05-18
49.43708397864468,vz,2018-05-21
50.65171203397385,vz,2018-05-22
49.93331403045522,vz,2018-05-23
50.099707249931484,vz,2018-05-24
49.68970105086461,vz,2018-05-25
48.59266377996337,vz,2018-05-29
50.01954046751973,vz,2018-05-30
46.88925789835822,vz,2018-05-31
47.401874016862294,vz,2018-06-01
47.43935258360018,vz,2018-06-04
48.01424802947264,vz,2018-06-05
49.684227781944884,vz,2018-06-06
51.86547863732333,vz,2018-06-07
52.469429490627036,vz,2018-06-08
52.9009522601163,vz,2018-06-11
50.94710650367021,vz,2018-06-12
45.9005743789928,vz,2018-06-13
47.502934523583605,vz,2018-06-14
48.406281200231234,vz,2018-06-15
46.343877514235565,vz,2018-06-18
50.15210474269519,vz,2018-06-19
48.74127791036098,vz,2018-06-20
50.633411187522604,vz,2018-06-21
54.286300141703656,vz,2018-06-22
53.704227400184756,vz,2018-06-25
52.6100701617484,vz,2018-06-26
52.643347465642705,vz,2018-06-27
57.43491434770225,vz,2018-06-28
55.37813024791152,vz,2018-06-29
55.70629800703265,vz,2018-07-02
56.547819095872214,vz,2018-07-03
58.24759711755958,vz,2018-07-05
58.82220570372282,vz,2018-07-06
55.878737862729565,vz,2018-07-09
57.65600517881837,vz,2018-07-10
57.65600517881837,vz,2018-07-11
57.244732276124985,vz,2018-07-12
57.77443853992706,vz,2018-07-13
58.33979085999886,vz,2018-07-16
57.63027191136242,vz,2018-07-17
56.345397631030124,vz,2018-07-18
54.650316597309995,vz,2018-07-19
54.08920548615753,vz,2018-07-20
54.57171489457064,vz,2018-07-23
57.28655670996896,vz,2018-07-24
54.62070341834902,vz,2018-07-25
55.5829163250553,vz,2018-07-26
58.388738307299754,vz,2018-07-27
59.904046918272826,vz,2018-07-30
56.15777597121218,vz,2018-07-31
56.45605123547209,vz,2018-08-01
57.29100802998685,vz,2018-08-02
