date,cci_30,ticker,date
2017-01-03,,cvx,2017-01-03
2017-01-04,66.66666666667113,cvx,2017-01-04
2017-01-05,-99.99999999999436,cvx,2017-01-05
2017-01-06,-122.05177895374608,cvx,2017-01-06
2017-01-09,-140.17304735220108,cvx,2017-01-09
2017-01-10,-112.04050891540103,cvx,2017-01-10
2017-01-11,-71.84379945205988,cvx,2017-01-11
2017-01-12,-36.54403077122042,cvx,2017-01-12
2017-01-13,-28.145635788587075,cvx,2017-01-13
2017-01-17,-18.751959875376212,cvx,2017-01-17
2017-01-18,-66.47509547598615,cvx,2017-01-18
2017-01-19,-75.81601773866538,cvx,2017-01-19
2017-01-20,-46.59315699124638,cvx,2017-01-20
2017-01-23,-84.50818564968006,cvx,2017-01-23
2017-01-24,1.303564547015317,cvx,2017-01-24
2017-01-25,59.35850266056166,cvx,2017-01-25
2017-01-26,55.672953008790806,cvx,2017-01-26
2017-01-27,-219.75330352729324,cvx,2017-01-27
2017-01-30,-278.82643525670676,cvx,2017-01-30
2017-01-31,-258.47547165035587,cvx,2017-01-31
2017-02-01,-216.60741469034681,cvx,2017-02-01
2017-02-02,-162.7472013554107,cvx,2017-02-02
2017-02-03,-84.20726552043322,cvx,2017-02-03
2017-02-06,-89.968957089084,cvx,2017-02-06
2017-02-07,-119.17505516062394,cvx,2017-02-07
2017-02-08,-130.3717217405127,cvx,2017-02-08
2017-02-09,-91.07558505873004,cvx,2017-02-09
2017-02-10,-61.44831380748451,cvx,2017-02-10
2017-02-13,-37.749192505954674,cvx,2017-02-13
2017-02-14,-64.79444260290217,cvx,2017-02-14
2017-02-15,-52.62862888032101,cvx,2017-02-15
2017-02-16,-90.00724600695112,cvx,2017-02-16
2017-02-17,-129.19089512636873,cvx,2017-02-17
2017-02-21,-73.1466458472882,cvx,2017-02-21
2017-02-22,-91.59596741668291,cvx,2017-02-22
2017-02-23,-74.58047461204414,cvx,2017-02-23
2017-02-24,-104.26436839501089,cvx,2017-02-24
2017-02-27,-57.27388573173872,cvx,2017-02-27
2017-02-28,-24.839267337066886,cvx,2017-02-28
2017-03-01,38.747652026987595,cvx,2017-03-01
2017-03-02,41.73090781535263,cvx,2017-03-02
2017-03-03,41.06393289519143,cvx,2017-03-03
2017-03-06,26.143932024982725,cvx,2017-03-06
2017-03-07,0.8613454758190174,cvx,2017-03-07
2017-03-08,-108.38111045812587,cvx,2017-03-08
2017-03-09,-150.40935885843467,cvx,2017-03-09
2017-03-10,-92.84595310621476,cvx,2017-03-10
2017-03-13,-126.06884881720563,cvx,2017-03-13
2017-03-14,-234.50094411773472,cvx,2017-03-14
2017-03-15,-171.87373766224718,cvx,2017-03-15
2017-03-16,-172.719236455584,cvx,2017-03-16
2017-03-17,-157.63665369551563,cvx,2017-03-17
2017-03-20,-159.9877985526154,cvx,2017-03-20
2017-03-21,-130.3480303497173,cvx,2017-03-21
2017-03-22,-105.2574028778609,cvx,2017-03-22
2017-03-23,-98.5293846883241,cvx,2017-03-23
2017-03-24,-96.10021691550642,cvx,2017-03-24
2017-03-27,-141.01113096523278,cvx,2017-03-27
2017-03-28,-114.64846312072528,cvx,2017-03-28
2017-03-29,-85.28081230216235,cvx,2017-03-29
2017-03-30,-71.493867113991,cvx,2017-03-30
2017-03-31,-78.78325029274929,cvx,2017-03-31
2017-04-03,-79.19666142917269,cvx,2017-04-03
2017-04-04,-50.7220422950653,cvx,2017-04-04
2017-04-05,-5.994079470480639,cvx,2017-04-05
2017-04-06,-7.888025069833624,cvx,2017-04-06
2017-04-07,-13.063303923388826,cvx,2017-04-07
2017-04-10,7.8102418168245435,cvx,2017-04-10
2017-04-11,-15.65702936140262,cvx,2017-04-11
2017-04-12,-6.706275891063431,cvx,2017-04-12
2017-04-13,-96.11579652839981,cvx,2017-04-13
2017-04-17,-141.87536478791338,cvx,2017-04-17
2017-04-18,-154.50919500135365,cvx,2017-04-18
2017-04-19,-225.5939567778799,cvx,2017-04-19
2017-04-20,-194.20636431421767,cvx,2017-04-20
2017-04-21,-180.06827560177976,cvx,2017-04-21
2017-04-24,-107.26105953433725,cvx,2017-04-24
2017-04-25,-56.81566767730829,cvx,2017-04-25
2017-04-26,-57.46403387316596,cvx,2017-04-26
2017-04-27,-118.69761450655848,cvx,2017-04-27
2017-04-28,-32.67255196681871,cvx,2017-04-28
2017-05-01,-64.42885322910581,cvx,2017-05-01
2017-05-02,-85.01578385751424,cvx,2017-05-02
2017-05-03,-44.925617633763444,cvx,2017-05-03
2017-05-04,-106.40209962845873,cvx,2017-05-04
2017-05-05,-83.43445473653178,cvx,2017-05-05
2017-05-08,-28.620084339898316,cvx,2017-05-08
2017-05-09,-70.4106881128747,cvx,2017-05-09
2017-05-10,-30.888207368567123,cvx,2017-05-10
2017-05-11,-26.779017505745596,cvx,2017-05-11
2017-05-12,-46.748828564986376,cvx,2017-05-12
2017-05-15,21.987706266429893,cvx,2017-05-15
2017-05-16,33.077814115886895,cvx,2017-05-16
2017-05-17,-65.10435032613844,cvx,2017-05-17
2017-05-18,-84.49428973544813,cvx,2017-05-18
2017-05-19,-3.59417462225447,cvx,2017-05-19
2017-05-22,26.769594225281757,cvx,2017-05-22
2017-05-23,33.770324163329576,cvx,2017-05-23
2017-05-24,28.181532589000046,cvx,2017-05-24
2017-05-25,-22.01470108361613,cvx,2017-05-25
2017-05-26,-94.95265563270476,cvx,2017-05-26
2017-05-30,-160.90211353034147,cvx,2017-05-30
2017-05-31,-206.1351703474344,cvx,2017-05-31
