boll_lb,ticker,date
,mrk,2018-01-05
53.77700930511608,mrk,2018-01-08
53.89828676145176,mrk,2018-01-09
53.80117878433492,mrk,2018-01-10
53.728660943331846,mrk,2018-01-11
53.30972326391862,mrk,2018-01-12
51.7079884584857,mrk,2018-01-16
51.503754358266896,mrk,2018-01-17
51.73219065189091,mrk,2018-01-18
51.95684583541125,mrk,2018-01-19
52.18503445904699,mrk,2018-01-22
52.368637740480494,mrk,2018-01-23
52.582479678248994,mrk,2018-01-24
52.77520738869718,mrk,2018-01-25
52.91661076369066,mrk,2018-01-26
53.07826587947971,mrk,2018-01-29
53.23581385388308,mrk,2018-01-30
53.30043247781104,mrk,2018-01-31
53.405032798985374,mrk,2018-02-01
53.391414994144,mrk,2018-02-02
53.26864652500623,mrk,2018-02-05
52.99232741935179,mrk,2018-02-06
52.80203280707914,mrk,2018-02-07
52.26968216349867,mrk,2018-02-08
51.77740948239928,mrk,2018-02-09
51.33756786798874,mrk,2018-02-12
50.823681856280544,mrk,2018-02-13
50.40059549402631,mrk,2018-02-14
50.16757425372027,mrk,2018-02-15
50.025028270200295,mrk,2018-02-16
49.761047883135234,mrk,2018-02-20
49.549531426437056,mrk,2018-02-21
49.38012386495929,mrk,2018-02-22
49.35419198557179,mrk,2018-02-23
49.67839517899844,mrk,2018-02-26
49.97730560200966,mrk,2018-02-27
50.20732781900462,mrk,2018-02-28
50.23044264657532,mrk,2018-03-01
50.715419061087445,mrk,2018-03-02
51.124805970089625,mrk,2018-03-05
51.124266490907424,mrk,2018-03-06
51.081470001608636,mrk,2018-03-07
51.10179984618065,mrk,2018-03-08
51.11685090263556,mrk,2018-03-09
51.123073656608256,mrk,2018-03-12
51.12480706598432,mrk,2018-03-13
51.11938037066808,mrk,2018-03-14
51.12673383210667,mrk,2018-03-15
51.15734264144374,mrk,2018-03-16
51.24900187020958,mrk,2018-03-19
51.233370598763315,mrk,2018-03-20
51.244549239005615,mrk,2018-03-21
51.18713712579022,mrk,2018-03-22
50.97188767372624,mrk,2018-03-23
51.008047261615296,mrk,2018-03-26
50.904887943998844,mrk,2018-03-27
50.93496471327364,mrk,2018-03-28
51.041336597158995,mrk,2018-03-29
50.846798582575815,mrk,2018-04-02
50.81628791822616,mrk,2018-04-03
50.83334270028995,mrk,2018-04-04
50.83694015742309,mrk,2018-04-05
50.66939919044989,mrk,2018-04-06
50.56490865737049,mrk,2018-04-09
50.43688118148886,mrk,2018-04-10
50.371272148749505,mrk,2018-04-11
50.25493790220776,mrk,2018-04-12
50.10220441255502,mrk,2018-04-13
49.73307681130274,mrk,2018-04-16
49.4148354220361,mrk,2018-04-17
49.27782789084073,mrk,2018-04-18
49.240117663176704,mrk,2018-04-19
49.301668745112366,mrk,2018-04-20
49.38179493206145,mrk,2018-04-23
49.48662893407503,mrk,2018-04-24
49.76273280852853,mrk,2018-04-25
49.90928433004504,mrk,2018-04-26
50.18846511052469,mrk,2018-04-27
50.79368477053575,mrk,2018-04-30
51.2840143245761,mrk,2018-05-01
51.689112078825374,mrk,2018-05-02
52.16160241566401,mrk,2018-05-03
53.14157690912779,mrk,2018-05-04
53.349782787440546,mrk,2018-05-07
53.40135288280248,mrk,2018-05-08
53.687741525940424,mrk,2018-05-09
53.885248897492104,mrk,2018-05-10
54.03789343430872,mrk,2018-05-11
54.033938255485474,mrk,2018-05-14
54.03447807516469,mrk,2018-05-15
54.02210897441167,mrk,2018-05-16
54.03713994720604,mrk,2018-05-17
54.044690726448465,mrk,2018-05-18
54.08052684569416,mrk,2018-05-21
54.11274066072834,mrk,2018-05-22
54.13222401798834,mrk,2018-05-23
54.14109444381904,mrk,2018-05-24
54.15474128396405,mrk,2018-05-25
54.1387642030851,mrk,2018-05-29
54.16261721854625,mrk,2018-05-30
54.3264091333209,mrk,2018-05-31
54.38096465132205,mrk,2018-06-01
54.19975938649162,mrk,2018-06-04
54.314619061370536,mrk,2018-06-05
54.58387247504684,mrk,2018-06-06
54.659440662702046,mrk,2018-06-07
54.70309530770611,mrk,2018-06-08
54.63619823474771,mrk,2018-06-11
54.59564375765163,mrk,2018-06-12
54.62732333321611,mrk,2018-06-13
54.688650486079155,mrk,2018-06-14
54.83118521107696,mrk,2018-06-15
54.99214713396043,mrk,2018-06-18
55.27139475894591,mrk,2018-06-19
55.61925709519985,mrk,2018-06-20
55.84770886529066,mrk,2018-06-21
56.120163405841595,mrk,2018-06-22
