date,close_60_sma,ticker,date
2018-01-02,94.21981811523438,jpm,2018-01-02
2018-01-03,94.26781845092773,jpm,2018-01-03
2018-01-04,94.7342046101888,jpm,2018-01-04
2018-01-05,94.81385612487793,jpm,2018-01-05
2018-01-08,94.8897216796875,jpm,2018-01-08
2018-01-09,95.02072270711263,jpm,2018-01-09
2018-01-10,95.26470075334821,jpm,2018-01-10
2018-01-11,95.5123872756958,jpm,2018-01-11
2018-01-12,95.88342963324652,jpm,2018-01-12
2018-01-16,96.14516906738281,jpm,2018-01-16
2018-01-17,96.41674527254972,jpm,2018-01-17
2018-01-18,96.6627991994222,jpm,2018-01-18
2018-01-19,96.854127737192,jpm,2018-01-19
2018-01-22,97.10084479195731,jpm,2018-01-22
2018-01-23,97.30764770507812,jpm,2018-01-23
2018-01-24,97.56865930557251,jpm,2018-01-24
2018-01-25,97.80051242603975,jpm,2018-01-25
2018-01-26,98.03682327270508,jpm,2018-01-26
2018-01-29,98.24271874678762,jpm,2018-01-29
2018-01-30,98.38020896911621,jpm,2018-01-30
2018-01-31,98.52800060453869,jpm,2018-01-31
2018-02-01,98.71021270751953,jpm,2018-02-01
2018-02-02,98.77778227432914,jpm,2018-02-02
2018-02-05,98.639391263326,jpm,2018-02-05
2018-02-06,98.62823394775391,jpm,2018-02-06
2018-02-07,98.6435799231896,jpm,2018-02-07
2018-02-08,98.49564107259114,jpm,2018-02-08
2018-02-09,98.4259512765067,jpm,2018-02-09
2018-02-12,98.41249873720366,jpm,2018-02-12
2018-02-13,98.42012227376303,jpm,2018-02-13
2018-02-14,98.50083849506993,jpm,2018-02-14
2018-02-15,98.58967018127441,jpm,2018-02-15
2018-02-16,98.65105207038648,jpm,2018-02-16
2018-02-20,98.7095967461081,jpm,2018-02-20
2018-02-21,98.7768284388951,jpm,2018-02-21
2018-02-22,98.83520719740126,jpm,2018-02-22
2018-02-23,98.94567953573691,jpm,2018-02-23
2018-02-26,99.08404701634457,jpm,2018-02-26
2018-02-27,99.18359942313953,jpm,2018-02-27
2018-02-28,99.23737697601318,jpm,2018-02-28
2018-03-01,99.24423459681068,jpm,2018-03-01
2018-03-02,99.24846848987397,jpm,2018-03-02
2018-03-05,99.28800751442132,jpm,2018-03-05
2018-03-06,99.32774301008745,jpm,2018-03-06
2018-03-07,99.35732947455512,jpm,2018-03-07
2018-03-08,99.38581980829653,jpm,2018-03-08
2018-03-09,99.47469995376912,jpm,2018-03-09
2018-03-12,99.55293067296346,jpm,2018-03-12
2018-03-13,99.60272216796875,jpm,2018-03-13
2018-03-14,99.62771087646485,jpm,2018-03-14
2018-03-15,99.65670806286381,jpm,2018-03-15
2018-03-16,99.68796451275165,jpm,2018-03-16
2018-03-19,99.70297745038879,jpm,2018-03-19
2018-03-20,99.71922132703993,jpm,2018-03-20
2018-03-21,99.73646975430576,jpm,2018-03-21
2018-03-22,99.67805671691895,jpm,2018-03-22
2018-03-23,99.57644064384594,jpm,2018-03-23
2018-03-26,99.52824678092168,jpm,2018-03-26
2018-03-27,99.4498642743644,jpm,2018-03-27
2018-03-28,99.37160847981771,jpm,2018-03-28
2018-03-29,99.40932655334473,jpm,2018-03-29
2018-04-02,99.41444473266601,jpm,2018-04-02
2018-04-03,99.41868489583334,jpm,2018-04-03
2018-04-04,99.4574348449707,jpm,2018-04-04
2018-04-05,99.51515528361003,jpm,2018-04-05
2018-04-06,99.52382939656576,jpm,2018-04-06
2018-04-09,99.53420944213867,jpm,2018-04-09
2018-04-10,99.56697209676106,jpm,2018-04-10
2018-04-11,99.54519831339518,jpm,2018-04-11
2018-04-12,99.5696896870931,jpm,2018-04-12
2018-04-13,99.53853416442871,jpm,2018-04-13
2018-04-16,99.50210774739584,jpm,2018-04-16
2018-04-17,99.46933670043946,jpm,2018-04-17
2018-04-18,99.40418383280436,jpm,2018-04-18
2018-04-19,99.37605832417806,jpm,2018-04-19
2018-04-20,99.32290916442871,jpm,2018-04-20
2018-04-23,99.26138496398926,jpm,2018-04-23
2018-04-24,99.18315238952637,jpm,2018-04-24
2018-04-25,99.10050188700357,jpm,2018-04-25
2018-04-26,99.0354066212972,jpm,2018-04-26
2018-04-27,98.95183525085449,jpm,2018-04-27
2018-04-30,98.84160448710124,jpm,2018-04-30
2018-05-01,98.76924629211426,jpm,2018-05-01
2018-05-02,98.7643809000651,jpm,2018-05-02
2018-05-03,98.7011205037435,jpm,2018-05-03
2018-05-04,98.64423650105795,jpm,2018-05-04
2018-05-07,98.6741340637207,jpm,2018-05-07
2018-05-08,98.69625549316406,jpm,2018-05-08
2018-05-09,98.72908490498861,jpm,2018-05-09
2018-05-10,98.76475779215495,jpm,2018-05-10
2018-05-11,98.75609219868979,jpm,2018-05-11
2018-05-14,98.74099578857422,jpm,2018-05-14
2018-05-15,98.72524948120117,jpm,2018-05-15
2018-05-16,98.71362113952637,jpm,2018-05-16
2018-05-17,98.68938916524252,jpm,2018-05-17
2018-05-18,98.64133262634277,jpm,2018-05-18
2018-05-21,98.5741963704427,jpm,2018-05-21
2018-05-22,98.49835001627604,jpm,2018-05-22
2018-05-23,98.43547897338867,jpm,2018-05-23
2018-05-24,98.38128801981608,jpm,2018-05-24
2018-05-25,98.34898948669434,jpm,2018-05-25
2018-05-29,98.24878311157227,jpm,2018-05-29
2018-05-30,98.15869979858398,jpm,2018-05-30
2018-05-31,98.04746081034342,jpm,2018-05-31
2018-06-01,97.96293754577637,jpm,2018-06-01
2018-06-04,97.87900327046712,jpm,2018-06-04
2018-06-05,97.73784879048665,jpm,2018-06-05
2018-06-06,97.63928718566895,jpm,2018-06-06
2018-06-07,97.5678098042806,jpm,2018-06-07
2018-06-08,97.51989784240723,jpm,2018-06-08
2018-06-11,97.46363054911295,jpm,2018-06-11
2018-06-12,97.39503300984701,jpm,2018-06-12
2018-06-13,97.33650830586751,jpm,2018-06-13
2018-06-14,97.24786364237467,jpm,2018-06-14
2018-06-15,97.1558464050293,jpm,2018-06-15
2018-06-18,97.13798650105794,jpm,2018-06-18
2018-06-19,97.153857421875,jpm,2018-06-19
2018-06-20,97.12132720947265,jpm,2018-06-20
2018-06-21,97.11964810689291,jpm,2018-06-21
2018-06-22,97.09458872477214,jpm,2018-06-22
2018-06-25,97.02661425272623,jpm,2018-06-25
2018-06-26,96.99066823323568,jpm,2018-06-26
2018-06-27,96.90927238464356,jpm,2018-06-27
2018-06-28,96.8284403483073,jpm,2018-06-28
2018-06-29,96.71556955973307,jpm,2018-06-29
2018-07-02,96.65663566589356,jpm,2018-07-02
2018-07-03,96.55684432983398,jpm,2018-07-03
2018-07-05,96.43594347635904,jpm,2018-07-05
2018-07-06,96.34784355163575,jpm,2018-07-06
2018-07-09,96.26690826416015,jpm,2018-07-09
2018-07-10,96.22133941650391,jpm,2018-07-10
2018-07-11,96.1736946105957,jpm,2018-07-11
2018-07-12,96.13284683227539,jpm,2018-07-12
2018-07-13,96.09783897399902,jpm,2018-07-13
2018-07-16,96.0899159749349,jpm,2018-07-16
2018-07-17,96.08448549906413,jpm,2018-07-17
2018-07-18,96.10221112569174,jpm,2018-07-18
2018-07-19,96.10334548950195,jpm,2018-07-19
2018-07-20,96.13119188944499,jpm,2018-07-20
2018-07-23,96.18800926208496,jpm,2018-07-23
2018-07-24,96.26693547566732,jpm,2018-07-24
2018-07-25,96.37019386291504,jpm,2018-07-25
2018-07-26,96.46857579549153,jpm,2018-07-26
2018-07-27,96.59703318277995,jpm,2018-07-27
2018-07-30,96.7458282470703,jpm,2018-07-30
2018-07-31,96.85083185831705,jpm,2018-07-31
2018-08-01,96.95251223246257,jpm,2018-08-01
2018-08-02,97.03762397766113,jpm,2018-08-02
2018-08-03,97.10105959574382,jpm,2018-08-03
2018-08-06,97.15200538635254,jpm,2018-08-06
2018-08-07,97.21562512715657,jpm,2018-08-07
2018-08-08,97.28220291137696,jpm,2018-08-08
2018-08-09,97.34812024434407,jpm,2018-08-09
2018-08-10,97.39248822530111,jpm,2018-08-10
2018-08-13,97.41525179545084,jpm,2018-08-13
2018-08-14,97.47614097595215,jpm,2018-08-14
2018-08-15,97.5080015818278,jpm,2018-08-15
2018-08-16,97.54303410847982,jpm,2018-08-16
2018-08-17,97.58570887247721,jpm,2018-08-17
2018-08-20,97.64468523661296,jpm,2018-08-20
2018-08-21,97.72238210042318,jpm,2018-08-21
2018-08-22,97.86442324320475,jpm,2018-08-22
2018-08-23,97.96735191345215,jpm,2018-08-23
2018-08-24,98.0892349243164,jpm,2018-08-24
2018-08-27,98.22068634033204,jpm,2018-08-27
2018-08-28,98.34298006693523,jpm,2018-08-28
2018-08-29,98.4686237335205,jpm,2018-08-29
2018-08-30,98.54880892435709,jpm,2018-08-30
2018-08-31,98.61351356506347,jpm,2018-08-31
2018-09-04,98.6820847829183,jpm,2018-09-04
2018-09-05,98.7464963277181,jpm,2018-09-05
2018-09-06,98.81307322184244,jpm,2018-09-06
2018-09-07,98.88613471984863,jpm,2018-09-07
2018-09-10,98.97869389851888,jpm,2018-09-10
2018-09-11,99.083802541097,jpm,2018-09-11
2018-09-12,99.16484781901042,jpm,2018-09-12
