macd,ticker,date
0.0,wba,2018-01-05
0.02086539146229427,wba,2018-01-08
0.013252366494825196,wba,2018-01-09
0.0332942124777702,wba,2018-01-10
0.09521353452329606,wba,2018-01-11
0.16015065482113755,wba,2018-01-12
0.19722481451628937,wba,2018-01-16
0.20702311166716925,wba,2018-01-17
0.22157336460625743,wba,2018-01-18
0.2528807372845705,wba,2018-01-19
0.32150379470989776,wba,2018-01-22
0.3465667531179122,wba,2018-01-23
0.37806839744527565,wba,2018-01-24
0.4512159786315806,wba,2018-01-25
0.552844066196613,wba,2018-01-26
0.6909375171590284,wba,2018-01-29
0.5314765398913011,wba,2018-01-30
0.3479776163186159,wba,2018-01-31
0.2540431822426399,wba,2018-02-01
0.01561699218547119,wba,2018-02-02
-0.3758631174148803,wba,2018-02-05
-0.5832488613355196,wba,2018-02-06
-0.7548358234485448,wba,2018-02-07
-1.1067462141129312,wba,2018-02-08
-1.3507097973419775,wba,2018-02-09
-1.5247938437144057,wba,2018-02-12
-1.654662200859974,wba,2018-02-13
-1.7223379653525654,wba,2018-02-14
-1.662119445805601,wba,2018-02-15
-1.5130197770209435,wba,2018-02-16
-1.379769510225671,wba,2018-02-20
-1.353915428701768,wba,2018-02-21
-1.3151046573846799,wba,2018-02-22
-1.2182078977970576,wba,2018-02-23
-1.1104272405469118,wba,2018-02-26
-1.1231258987458546,wba,2018-02-27
-1.1390235508046374,wba,2018-02-28
-1.0390217721433004,wba,2018-03-01
-0.9198967087249201,wba,2018-03-02
-0.8183886549252151,wba,2018-03-05
-0.7877848872977182,wba,2018-03-06
-0.7770849148888601,wba,2018-03-07
-0.8006539640706478,wba,2018-03-08
-0.6839753801433943,wba,2018-03-09
-0.6196361725754258,wba,2018-03-12
-0.5846733126184773,wba,2018-03-13
-0.6525044584499966,wba,2018-03-14
-0.7893458886305638,wba,2018-03-15
-0.8726586827682183,wba,2018-03-16
-1.0022185404743595,wba,2018-03-19
-1.1368771643540896,wba,2018-03-20
-1.2121071839144406,wba,2018-03-21
-1.2917331251064752,wba,2018-03-22
-1.3707935880413373,wba,2018-03-23
-1.256525177971227,wba,2018-03-26
-1.271620167198023,wba,2018-03-27
-1.1404007781428476,wba,2018-03-28
-1.1918979689728815,wba,2018-03-29
-1.4058209787649503,wba,2018-04-02
-1.55182522897654,wba,2018-04-03
-1.4634125800256612,wba,2018-04-04
-1.445517227423096,wba,2018-04-05
-1.5084509645600548,wba,2018-04-06
-1.5896696981755127,wba,2018-04-09
-1.5630238918063526,wba,2018-04-10
-1.4965614816104562,wba,2018-04-11
-1.4329782042493093,wba,2018-04-12
-1.3842852770892051,wba,2018-04-13
-1.1397768305547231,wba,2018-04-16
-0.9550818196643434,wba,2018-04-17
-0.7764514732154737,wba,2018-04-18
-0.7055441052574736,wba,2018-04-19
-0.750071621646768,wba,2018-04-20
-0.7223287126036126,wba,2018-04-23
-0.6605414994966452,wba,2018-04-24
-0.5290234020968967,wba,2018-04-25
-0.35709065392566686,wba,2018-04-26
-0.1888705731888507,wba,2018-04-27
-0.10746272564902881,wba,2018-04-30
-0.12446165905862472,wba,2018-05-01
-0.2772997507552333,wba,2018-05-02
-0.5069663927265537,wba,2018-05-03
-0.5552790167395187,wba,2018-05-04
-0.7070823449393231,wba,2018-05-07
-0.8131747949158381,wba,2018-05-08
-0.8408152377277744,wba,2018-05-09
-0.7835645840709518,wba,2018-05-10
-0.7074676281408543,wba,2018-05-11
-0.5592940364400363,wba,2018-05-14
-0.4758828499840746,wba,2018-05-15
-0.3150428765379871,wba,2018-05-16
-0.16551181938569925,wba,2018-05-17
-0.178001370948067,wba,2018-05-18
-0.17300254744999677,wba,2018-05-21
-0.18863921559398023,wba,2018-05-22
-0.22425282064527607,wba,2018-05-23
-0.2894640404641251,wba,2018-05-24
-0.3276882736658564,wba,2018-05-25
-0.4200817166947246,wba,2018-05-29
-0.42070149047057726,wba,2018-05-30
-0.508094592235814,wba,2018-05-31
-0.5332946512151651,wba,2018-06-01
-0.5118725955569658,wba,2018-06-04
-0.5219517920957699,wba,2018-06-05
-0.5031651705134976,wba,2018-06-06
-0.4468243920477164,wba,2018-06-07
-0.41354092068446135,wba,2018-06-08
-0.33011406490985706,wba,2018-06-11
-0.2897008389605489,wba,2018-06-12
-0.23798780874859915,wba,2018-06-13
-0.11819224379463833,wba,2018-06-14
0.051187053120628434,wba,2018-06-15
0.05170439712868813,wba,2018-06-18
0.08821029470419717,wba,2018-06-19
0.3861977773515832,wba,2018-06-20
0.5985121764067429,wba,2018-06-21
0.7436769801831531,wba,2018-06-22
0.8194220641194647,wba,2018-06-25
0.8159862160080849,wba,2018-06-26
0.7792682796969643,wba,2018-06-27
0.2183589580500609,wba,2018-06-28
-0.19806286071526813,wba,2018-06-29
-0.4335211214511645,wba,2018-07-02
-0.642570265017028,wba,2018-07-03
-0.6698092407062006,wba,2018-07-05
-0.6101310992300952,wba,2018-07-06
-0.5221214260391491,wba,2018-07-09
-0.48949490933265594,wba,2018-07-10
-0.4216610868134296,wba,2018-07-11
-0.3461604525441544,wba,2018-07-12
-0.18016093604028782,wba,2018-07-13
-0.04884852161129771,wba,2018-07-16
0.09207932950332065,wba,2018-07-17
0.24372191112020403,wba,2018-07-18
0.26163556219152895,wba,2018-07-19
0.27667759644548084,wba,2018-07-20
0.31402631449148544,wba,2018-07-23
0.3532708700289504,wba,2018-07-24
0.4749184968234488,wba,2018-07-25
0.6318218100631867,wba,2018-07-26
0.8352990450841418,wba,2018-07-27
1.0266805245348252,wba,2018-07-30
1.042075975589725,wba,2018-07-31
0.9481326650060282,wba,2018-08-01
0.9068018413315997,wba,2018-08-02
0.8832310965993315,wba,2018-08-03
0.870652653009131,wba,2018-08-06
0.8213607937171901,wba,2018-08-07
0.7287092244381626,wba,2018-08-08
0.6222877698837692,wba,2018-08-09
0.5573443667599207,wba,2018-08-10
0.4993140010463435,wba,2018-08-13
0.6220603401299059,wba,2018-08-14
0.7167240859388073,wba,2018-08-15
0.8537196958385493,wba,2018-08-16
0.9808385349174387,wba,2018-08-17
1.0692554034423267,wba,2018-08-20
1.1470834282617375,wba,2018-08-21
1.1463268137229221,wba,2018-08-22
1.1039525845869775,wba,2018-08-23
1.0525887400487335,wba,2018-08-24
1.0186988738748823,wba,2018-08-27
0.9677740926704956,wba,2018-08-28
0.867388842917947,wba,2018-08-29
0.7102508132710881,wba,2018-08-30
0.6396691299250961,wba,2018-08-31
0.5020952537066137,wba,2018-09-04
0.4380457596348464,wba,2018-09-05
0.36612052850165355,wba,2018-09-06
0.31836033832948374,wba,2018-09-07
0.32597427803356993,wba,2018-09-10
0.32343807697108673,wba,2018-09-11
0.4485910815611902,wba,2018-09-12
0.5495109613546845,wba,2018-09-13
0.606362247214264,wba,2018-09-14
0.657554830779489,wba,2018-09-17
0.7244714559831209,wba,2018-09-18
0.8005518445979192,wba,2018-09-19
0.979468859602207,wba,2018-09-20
1.117258936175503,wba,2018-09-21
1.148663971507986,wba,2018-09-24
1.1609767571750496,wba,2018-09-25
1.2172220379452483,wba,2018-09-26
1.3152234767889297,wba,2018-09-27
1.304424695116026,wba,2018-09-28
1.2459989811170686,wba,2018-10-01
1.2681895314881757,wba,2018-10-02
1.2958527333602348,wba,2018-10-03
1.266062952543919,wba,2018-10-04
1.1620849757603366,wba,2018-10-05
1.1982037268402763,wba,2018-10-08
1.1657813225659055,wba,2018-10-09
1.0273788292128074,wba,2018-10-10
0.7947575245527929,wba,2018-10-11
0.8108545272831122,wba,2018-10-12
0.9115476405310403,wba,2018-10-15
1.104494467971918,wba,2018-10-16
1.2989176108350193,wba,2018-10-17
1.4045320071894878,wba,2018-10-18
1.5326964874994928,wba,2018-10-19
1.6395754898715609,wba,2018-10-22
1.6735169210401892,wba,2018-10-23
1.4369348512127829,wba,2018-10-24
1.358052261277905,wba,2018-10-25
1.3198620352402912,wba,2018-10-26
1.3219649841701937,wba,2018-10-29
1.4664964334813249,wba,2018-10-30
1.640399511585457,wba,2018-10-31
1.7683251088475487,wba,2018-11-01
1.8005367410020483,wba,2018-11-02
1.8587019802009621,wba,2018-11-05
1.933347434622803,wba,2018-11-06
2.0742997217885346,wba,2018-11-07
2.203372783933162,wba,2018-11-08
2.275399893547288,wba,2018-11-09
2.2596329565449906,wba,2018-11-12
2.2303041170999194,wba,2018-11-13
2.1500001582185178,wba,2018-11-14
2.1240073641884294,wba,2018-11-15
2.097784664011016,wba,2018-11-16
2.00547031105269,wba,2018-11-19
1.7403755836087953,wba,2018-11-20
1.5104538793911928,wba,2018-11-21
1.3968629584630463,wba,2018-11-23
1.3629456567784075,wba,2018-11-26
1.4660252850480333,wba,2018-11-27
1.6194237829199523,wba,2018-11-28
1.7379048825831944,wba,2018-11-29
1.7965677726226232,wba,2018-11-30
1.9034228801105257,wba,2018-12-03
1.736503756249249,wba,2018-12-04
1.595510316801338,wba,2018-12-06
1.3272617801013524,wba,2018-12-07
1.0995769922948568,wba,2018-12-10
0.960512047140071,wba,2018-12-11
0.8908688232058921,wba,2018-12-12
0.8165798239314768,wba,2018-12-13
0.4634862503255306,wba,2018-12-14
-0.01946127977839751,wba,2018-12-17
-0.4566483613925669,wba,2018-12-18
-0.96867093073989,wba,2018-12-19
-1.6523505050802356,wba,2018-12-20
-2.3566309544036415,wba,2018-12-21
-3.041105596444524,wba,2018-12-24
-3.3464791867511394,wba,2018-12-26
-3.4965414025877948,wba,2018-12-27
-3.598994038844438,wba,2018-12-28
-3.615912936335448,wba,2018-12-31
-3.6110954738080494,wba,2019-01-02
-3.622807126754097,wba,2019-01-03
-3.4120080842928218,wba,2019-01-04
-3.1760599027985137,wba,2019-01-07
-2.843324768543823,wba,2019-01-08
-2.481628249986457,wba,2019-01-09
-2.1500241030217353,wba,2019-01-10
-1.9271434270826546,wba,2019-01-11
-1.8151182760202573,wba,2019-01-14
-1.6157240524089502,wba,2019-01-15
-1.4243386334441652,wba,2019-01-16
-1.258958904282835,wba,2019-01-17
-1.0799408715915177,wba,2019-01-18
-0.9943864230706936,wba,2019-01-22
-0.9064516768163742,wba,2019-01-23
-0.8583380613387703,wba,2019-01-24
-0.7653905173595774,wba,2019-01-25
-0.7085751184033029,wba,2019-01-28
-0.6623686115092227,wba,2019-01-29
-0.6098435946178569,wba,2019-01-30
-0.5098897577769748,wba,2019-01-31
-0.4560814174552661,wba,2019-02-01
-0.4422305042431134,wba,2019-02-04
-0.4383049189751915,wba,2019-02-05
-0.4174705652409756,wba,2019-02-06
-0.4179286566541407,wba,2019-02-07
-0.4996782240053079,wba,2019-02-08
-0.5301125854162478,wba,2019-02-11
-0.46096472672908817,wba,2019-02-12
-0.3321339662200984,wba,2019-02-13
-0.25294022390214366,wba,2019-02-14
-0.08271221400741524,wba,2019-02-15
0.13137197848924131,wba,2019-02-19
0.08780429174363746,wba,2019-02-20
-0.053427566602493926,wba,2019-02-21
-0.16666140253710182,wba,2019-02-22
-0.18327888453949015,wba,2019-02-25
-0.18064791491030974,wba,2019-02-26
-0.18530292568360096,wba,2019-02-27
-0.2011972983437147,wba,2019-02-28
-0.5767135790604243,wba,2019-03-01
-1.0135232650289936,wba,2019-03-04
-1.4510972480353956,wba,2019-03-05
-1.9608651733147013,wba,2019-03-06
-2.4424111858310056,wba,2019-03-07
-2.783082102095335,wba,2019-03-08
-2.956051354934118,wba,2019-03-11
-3.0323543397107784,wba,2019-03-12
-2.985784142367912,wba,2019-03-13
-2.9216534028532806,wba,2019-03-14
-2.7734978318330192,wba,2019-03-15
-2.5899172200973553,wba,2019-03-18
-2.3615289048435884,wba,2019-03-19
-2.2338567819556943,wba,2019-03-20
-2.043756518248813,wba,2019-03-21
-1.966455558001762,wba,2019-03-22
-1.9409183724703851,wba,2019-03-25
-1.8804443363070291,wba,2019-03-26
-1.7869053740793532,wba,2019-03-27
-1.6709201833987066,wba,2019-03-28
-1.5003798187709876,wba,2019-03-29
-1.3321172725397687,wba,2019-04-01
-1.8336539124114353,wba,2019-04-02
-2.247180901391026,wba,2019-04-03
-2.600603009399464,wba,2019-04-04
-2.8047874790343386,wba,2019-04-05
-2.9032817876650228,wba,2019-04-08
-2.9920363351706385,wba,2019-04-09
-3.0266785067386834,wba,2019-04-10
-3.1046838475040417,wba,2019-04-11
-3.1296202392589123,wba,2019-04-12
-3.050472094361943,wba,2019-04-15
-2.9058350986376027,wba,2019-04-16
-2.7354690221238513,wba,2019-04-17
-2.6115015174883,wba,2019-04-18
-2.5268946878213114,wba,2019-04-22
-2.502009976099565,wba,2019-04-23
-2.4340574529433923,wba,2019-04-24
-2.416099766204894,wba,2019-04-25
-2.3609353455543456,wba,2019-04-26
-2.2341717038515014,wba,2019-04-29
-2.1085972272514226,wba,2019-04-30
-1.9774080903173612,wba,2019-05-01
-1.8433150358787245,wba,2019-05-02
-1.6941159596711515,wba,2019-05-03
-1.5706797566605175,wba,2019-05-06
-1.5342475980504915,wba,2019-05-07
-1.4435471067057009,wba,2019-05-08
-1.3512483545724194,wba,2019-05-09
-1.2747040225687627,wba,2019-05-10
-1.3039104933558079,wba,2019-05-13
-1.275238289128751,wba,2019-05-14
-1.2254781607911909,wba,2019-05-15
-1.1916721752101438,wba,2019-05-16
-1.1699532363126224,wba,2019-05-17
-1.1404020644390513,wba,2019-05-20
-1.0643673620944654,wba,2019-05-21
-0.9783074728122756,wba,2019-05-22
-1.0058295383794231,wba,2019-05-23
-1.00316644478945,wba,2019-05-24
-0.9936364223429806,wba,2019-05-28
-1.021911927785375,wba,2019-05-29
-1.078687333925025,wba,2019-05-30
-1.2074009000728338,wba,2019-05-31
-1.2490152466121458,wba,2019-06-03
-1.140547668376989,wba,2019-06-04
-1.098408770012611,wba,2019-06-05
-1.0385174860377688,wba,2019-06-06
-0.9007846654273024,wba,2019-06-07
-0.7570819423940947,wba,2019-06-10
-0.5888010851970762,wba,2019-06-11
-0.5108740759220538,wba,2019-06-12
-0.3825736865440348,wba,2019-06-13
-0.3032206655467178,wba,2019-06-14
-0.21844855604951618,wba,2019-06-17
-0.1503401101193873,wba,2019-06-18
-0.0872881239137584,wba,2019-06-19
-0.038489161278938866,wba,2019-06-20
-0.034119751521735964,wba,2019-06-21
-0.0701936355977466,wba,2019-06-24
-0.017884642943968743,wba,2019-06-25
-0.022168061472477518,wba,2019-06-26
0.14544081334428682,wba,2019-06-27
0.28706649207453694,wba,2019-06-28
0.393160194857046,wba,2019-07-01
0.49653073367865375,wba,2019-07-02
0.5902081195015612,wba,2019-07-03
0.6568760642972791,wba,2019-07-05
0.7207684505044014,wba,2019-07-08
0.7681967236098686,wba,2019-07-09
0.8021852696629779,wba,2019-07-10
0.8236613030636804,wba,2019-07-11
0.8406736702352902,wba,2019-07-12
0.8563877505895263,wba,2019-07-15
0.8525583392990725,wba,2019-07-16
0.7369362677981215,wba,2019-07-17
0.6618826037062178,wba,2019-07-18
0.565223578215253,wba,2019-07-19
0.4431662382640553,wba,2019-07-22
0.39912534862622095,wba,2019-07-23
0.40394652410424214,wba,2019-07-24
0.3680205092913198,wba,2019-07-25
0.35881335693817107,wba,2019-07-26
0.3530947561695399,wba,2019-07-29
0.36692688835125864,wba,2019-07-30
0.30098994552798075,wba,2019-07-31
0.21239543099662228,wba,2019-08-01
0.1094522511383218,wba,2019-08-02
-0.11683613039367202,wba,2019-08-05
-0.3263002589697166,wba,2019-08-06
-0.40452666495896494,wba,2019-08-07
-0.41812817308557726,wba,2019-08-08
-0.44236717372686485,wba,2019-08-09
-0.5193366384454237,wba,2019-08-12
-0.48836588285779925,wba,2019-08-13
-0.6707293427139476,wba,2019-08-14
-0.8953077022078446,wba,2019-08-15
-0.9661278062082417,wba,2019-08-16
-0.9563586005967153,wba,2019-08-19
-0.9768944440483196,wba,2019-08-20
-0.9635032337316787,wba,2019-08-21
-0.9380429077781187,wba,2019-08-22
-1.0374339865213713,wba,2019-08-23
-1.0460458854633217,wba,2019-08-26
-1.0879378881403738,wba,2019-08-27
-1.0684750653016977,wba,2019-08-28
-1.0051525641502792,wba,2019-08-29
-0.8810664761261151,wba,2019-08-30
