date,boll_lb,ticker,date
2017-01-03,,ko,2017-01-03
2017-01-04,34.751429216745336,ko,2017-01-04
2017-01-05,34.808111334266705,ko,2017-01-05
2017-01-06,34.83282219445075,ko,2017-01-06
2017-01-09,34.54423749711948,ko,2017-01-09
2017-01-10,34.2737975347418,ko,2017-01-10
2017-01-11,34.16078261194379,ko,2017-01-11
2017-01-12,34.06031699737714,ko,2017-01-12
2017-01-13,33.976941649060876,ko,2017-01-13
2017-01-17,33.99832669406816,ko,2017-01-17
2017-01-18,34.0251900578589,ko,2017-01-18
2017-01-19,34.03039933916816,ko,2017-01-19
2017-01-20,34.054245412554394,ko,2017-01-20
2017-01-23,34.079476798054074,ko,2017-01-23
2017-01-24,34.07202784025738,ko,2017-01-24
2017-01-25,34.0443539275309,ko,2017-01-25
2017-01-26,34.06249147027294,ko,2017-01-26
2017-01-27,34.081767810638055,ko,2017-01-27
2017-01-30,34.0959388715887,ko,2017-01-30
2017-01-31,34.11509310155907,ko,2017-01-31
2017-02-01,34.1069237046234,ko,2017-02-01
2017-02-02,34.104250856836416,ko,2017-02-02
2017-02-03,34.10959283426016,ko,2017-02-03
2017-02-06,34.115216657623826,ko,2017-02-06
2017-02-07,34.10577677078262,ko,2017-02-07
2017-02-08,34.12278198436888,ko,2017-02-08
2017-02-09,34.147265872263404,ko,2017-02-09
2017-02-10,34.06847767993195,ko,2017-02-10
2017-02-13,34.01670906268059,ko,2017-02-13
2017-02-14,33.9097012290181,ko,2017-02-14
2017-02-15,33.79213882004947,ko,2017-02-15
2017-02-16,33.796699797299624,ko,2017-02-16
2017-02-17,33.791546887101504,ko,2017-02-17
2017-02-21,33.792351511455536,ko,2017-02-21
2017-02-22,33.8011627536681,ko,2017-02-22
2017-02-23,33.829834367195325,ko,2017-02-23
2017-02-24,33.83132756833543,ko,2017-02-24
2017-02-27,33.83064819135287,ko,2017-02-27
2017-02-28,33.81982105349514,ko,2017-02-28
2017-03-01,33.793290822103934,ko,2017-03-01
2017-03-02,33.75593109107336,ko,2017-03-02
2017-03-03,33.7262221482343,ko,2017-03-03
2017-03-06,33.72211378719204,ko,2017-03-06
2017-03-07,33.726499390879155,ko,2017-03-07
2017-03-08,33.72548617851156,ko,2017-03-08
2017-03-09,33.72526780343892,ko,2017-03-09
2017-03-10,33.74326808573355,ko,2017-03-10
2017-03-13,33.862305788602015,ko,2017-03-13
2017-03-14,34.00159427752034,ko,2017-03-14
2017-03-15,34.18645573257321,ko,2017-03-15
2017-03-16,34.44500037618797,ko,2017-03-16
2017-03-17,34.554744318205586,ko,2017-03-17
2017-03-20,34.67338986734837,ko,2017-03-20
2017-03-21,34.730608758411314,ko,2017-03-21
2017-03-22,34.79315133184574,ko,2017-03-22
2017-03-23,34.87102841308855,ko,2017-03-23
2017-03-24,34.93734347019714,ko,2017-03-24
2017-03-27,35.03708670692122,ko,2017-03-27
2017-03-28,35.07939268089407,ko,2017-03-28
2017-03-29,35.09888496534325,ko,2017-03-29
2017-03-30,35.079858155550056,ko,2017-03-30
2017-03-31,35.07845814311243,ko,2017-03-31
2017-04-03,35.10997289392119,ko,2017-04-03
2017-04-04,35.16598624316286,ko,2017-04-04
2017-04-05,35.24916465244049,ko,2017-04-05
2017-04-06,35.33479906684443,ko,2017-04-06
2017-04-07,35.380665680937646,ko,2017-04-07
2017-04-10,35.40892550664698,ko,2017-04-10
2017-04-11,35.460618073605076,ko,2017-04-11
2017-04-12,35.46324823949262,ko,2017-04-12
2017-04-13,35.47516340869159,ko,2017-04-13
2017-04-17,35.502447608265705,ko,2017-04-17
2017-04-18,35.447667205393735,ko,2017-04-18
2017-04-19,35.42893258405999,ko,2017-04-19
2017-04-20,35.44370639457718,ko,2017-04-20
2017-04-21,35.49840306118738,ko,2017-04-21
2017-04-24,35.56072681589374,ko,2017-04-24
2017-04-25,35.61065794877047,ko,2017-04-25
2017-04-26,35.64424709868556,ko,2017-04-26
2017-04-27,35.69448337925457,ko,2017-04-27
2017-04-28,35.72101396111792,ko,2017-04-28
2017-05-01,35.77690330579196,ko,2017-05-01
2017-05-02,35.8405459642287,ko,2017-05-02
2017-05-03,35.8703315154074,ko,2017-05-03
2017-05-04,35.896438472675015,ko,2017-05-04
2017-05-05,35.917886818278525,ko,2017-05-05
2017-05-08,35.94157268994347,ko,2017-05-08
2017-05-09,36.004140580056976,ko,2017-05-09
2017-05-10,36.08359144757557,ko,2017-05-10
2017-05-11,36.114125225175684,ko,2017-05-11
2017-05-12,36.18832858354883,ko,2017-05-12
2017-05-15,36.21128720722847,ko,2017-05-15
2017-05-16,36.194887854518,ko,2017-05-16
2017-05-17,36.19212550785572,ko,2017-05-17
2017-05-18,36.22665009281387,ko,2017-05-18
2017-05-19,36.26668259075122,ko,2017-05-19
2017-05-22,36.25693251774611,ko,2017-05-22
2017-05-23,36.260722806178656,ko,2017-05-23
2017-05-24,36.15599663777106,ko,2017-05-24
2017-05-25,36.07860002445164,ko,2017-05-25
2017-05-26,36.049955345276814,ko,2017-05-26
2017-05-30,36.05015114145983,ko,2017-05-30
2017-05-31,36.05724320372648,ko,2017-05-31
2017-06-01,36.06887079216912,ko,2017-06-01
2017-06-02,36.06054044962354,ko,2017-06-02
2017-06-05,36.06994729888253,ko,2017-06-05
2017-06-06,36.08553969160485,ko,2017-06-06
2017-06-07,36.20124821828227,ko,2017-06-07
2017-06-08,36.330168737444865,ko,2017-06-08
2017-06-09,36.45841111462959,ko,2017-06-09
2017-06-12,36.61913299396493,ko,2017-06-12
2017-06-13,36.775120985816535,ko,2017-06-13
2017-06-14,36.927319206488086,ko,2017-06-14
2017-06-15,37.089741411623166,ko,2017-06-15
2017-06-16,37.315941746162544,ko,2017-06-16
2017-06-19,37.56757344504369,ko,2017-06-19
2017-06-20,37.78787075119769,ko,2017-06-20
2017-06-21,38.01647693911383,ko,2017-06-21
2017-06-22,38.08168795409128,ko,2017-06-22
2017-06-23,38.09668127240731,ko,2017-06-23
2017-06-26,38.11620107114973,ko,2017-06-26
2017-06-27,38.115150439752526,ko,2017-06-27
2017-06-28,38.12819569927435,ko,2017-06-28
2017-06-29,38.07746618807641,ko,2017-06-29
2017-06-30,38.04207894796806,ko,2017-06-30
2017-07-03,38.00931604626203,ko,2017-07-03
2017-07-05,37.99787744013311,ko,2017-07-05
2017-07-06,37.885630091350826,ko,2017-07-06
2017-07-07,37.81639477683136,ko,2017-07-07
2017-07-10,37.734985624894364,ko,2017-07-10
2017-07-11,37.6521589962859,ko,2017-07-11
2017-07-12,37.60464331209175,ko,2017-07-12
2017-07-13,37.55115803519036,ko,2017-07-13
2017-07-14,37.5330613978829,ko,2017-07-14
2017-07-17,37.52549933521758,ko,2017-07-17
2017-07-18,37.52299434997909,ko,2017-07-18
2017-07-19,37.567851464741054,ko,2017-07-19
2017-07-20,37.57603684926349,ko,2017-07-20
2017-07-21,37.577375900743135,ko,2017-07-21
2017-07-24,37.59290214132856,ko,2017-07-24
2017-07-25,37.61891339670967,ko,2017-07-25
2017-07-26,37.52536449528597,ko,2017-07-26
2017-07-27,37.395458559785226,ko,2017-07-27
2017-07-28,37.32176266953025,ko,2017-07-28
2017-07-31,37.29198562113657,ko,2017-07-31
2017-08-01,37.29144064094017,ko,2017-08-01
2017-08-02,37.29989408198531,ko,2017-08-02
2017-08-03,37.35599192856232,ko,2017-08-03
2017-08-04,37.4300638281975,ko,2017-08-04
2017-08-07,37.51390584039512,ko,2017-08-07
2017-08-08,37.62205408322686,ko,2017-08-08
2017-08-09,37.71169274837102,ko,2017-08-09
2017-08-10,37.829652518266364,ko,2017-08-10
2017-08-11,37.91557340538757,ko,2017-08-11
2017-08-14,38.00216626937823,ko,2017-08-14
2017-08-15,38.09511466517029,ko,2017-08-15
2017-08-16,38.17592650233072,ko,2017-08-16
2017-08-17,38.29779080671168,ko,2017-08-17
2017-08-18,38.384135592538506,ko,2017-08-18
2017-08-21,38.547585501587804,ko,2017-08-21
2017-08-22,38.611551796860155,ko,2017-08-22
2017-08-23,38.59279339247436,ko,2017-08-23
2017-08-24,38.570397146183005,ko,2017-08-24
2017-08-25,38.56694040191592,ko,2017-08-25
2017-08-28,38.53832768884782,ko,2017-08-28
2017-08-29,38.51742741295601,ko,2017-08-29
2017-08-30,38.494922242215004,ko,2017-08-30
2017-08-31,38.48776504730293,ko,2017-08-31
2017-09-01,38.50153999107347,ko,2017-09-01
2017-09-05,38.50131469852448,ko,2017-09-05
2017-09-06,38.50372804875047,ko,2017-09-06
2017-09-07,38.478849748850585,ko,2017-09-07
2017-09-08,38.4538464486942,ko,2017-09-08
2017-09-11,38.42189913711036,ko,2017-09-11
2017-09-12,38.36425750825812,ko,2017-09-12
2017-09-13,38.29814035236157,ko,2017-09-13
2017-09-14,38.28579685199478,ko,2017-09-14
2017-09-15,38.277893172629526,ko,2017-09-15
2017-09-18,38.2945892527093,ko,2017-09-18
2017-09-19,38.32016427500146,ko,2017-09-19
2017-09-20,38.35786458447322,ko,2017-09-20
2017-09-21,38.38308601241748,ko,2017-09-21
2017-09-22,38.43751751222757,ko,2017-09-22
2017-09-25,38.48357338142907,ko,2017-09-25
2017-09-26,38.55067910137345,ko,2017-09-26
2017-09-27,38.45031490050825,ko,2017-09-27
2017-09-28,38.42738899866899,ko,2017-09-28
2017-09-29,38.39865245778242,ko,2017-09-29
2017-10-02,38.306908558185015,ko,2017-10-02
2017-10-03,38.27229393285109,ko,2017-10-03
2017-10-04,38.26624970554994,ko,2017-10-04
2017-10-05,38.253744429371665,ko,2017-10-05
2017-10-06,38.240887831734874,ko,2017-10-06
2017-10-09,38.23223140628084,ko,2017-10-09
