macd,ticker,date
0.0,unh,2018-01-05
-0.08907054020806981,unh,2018-01-08
-0.07876209281366187,unh,2018-01-09
-0.13279939652232997,unh,2018-01-10
-0.11201376166820864,unh,2018-01-11
0.04155861300904462,unh,2018-01-12
0.33231517013362577,unh,2018-01-16
0.7849388646907869,unh,2018-01-17
1.321102144907286,unh,2018-01-18
1.6920083551880225,unh,2018-01-19
1.947489455956088,unh,2018-01-22
2.198936776822393,unh,2018-01-23
2.3359113462644245,unh,2018-01-24
2.427224781781888,unh,2018-01-25
2.66035415770412,unh,2018-01-26
2.7395250298724534,unh,2018-01-29
2.100028194689429,unh,2018-01-30
1.5926933898130642,unh,2018-01-31
1.0833575235440378,unh,2018-02-01
0.4599996636132744,unh,2018-02-02
-0.8117859916647774,unh,2018-02-05
-1.4406304434050128,unh,2018-02-06
-1.8677688581533687,unh,2018-02-07
-2.820943197093726,unh,2018-02-08
-3.216221302766911,unh,2018-02-09
-3.154109894358129,unh,2018-02-12
-3.0015222382430125,unh,2018-02-13
-2.694541086279628,unh,2018-02-14
-2.6226471569165994,unh,2018-02-15
-2.292772959689813,unh,2018-02-16
-2.2067684815063444,unh,2018-02-20
-2.226664804899343,unh,2018-02-21
-2.0713533698041715,unh,2018-02-22
-1.6974253600347708,unh,2018-02-23
-1.093539641365254,unh,2018-02-26
-0.7243847590396513,unh,2018-02-27
-0.9076150980852447,unh,2018-02-28
-1.1702453659555943,unh,2018-03-01
-1.306008008580335,unh,2018-03-02
-1.1535921030823033,unh,2018-03-05
-1.1896515149308868,unh,2018-03-06
-1.1204550563841735,unh,2018-03-07
-1.2492207852415618,unh,2018-03-08
-1.2816393987570507,unh,2018-03-09
-1.49839198033024,unh,2018-03-12
-1.3272597031351836,unh,2018-03-13
-1.2994031996264255,unh,2018-03-14
-0.9431963366692457,unh,2018-03-15
-0.7799044899596197,unh,2018-03-16
-0.862821984209944,unh,2018-03-19
-0.7824268303037059,unh,2018-03-20
-1.02105315916927,unh,2018-03-21
-1.7938269521108623,unh,2018-03-22
-2.587755873630641,unh,2018-03-23
-2.6669924271287755,unh,2018-03-26
-2.7860486820535186,unh,2018-03-27
-2.804922978595897,unh,2018-03-28
-3.1428211044734837,unh,2018-03-29
-3.1189046388402346,unh,2018-04-02
-2.4812576465462257,unh,2018-04-03
-1.6204360112605798,unh,2018-04-04
-0.9054266682458092,unh,2018-04-05
-0.739626599286936,unh,2018-04-06
-0.698759145535405,unh,2018-04-09
-0.3369207817643485,unh,2018-04-10
-0.43743788721340593,unh,2018-04-11
-0.32552756540752625,unh,2018-04-12
