macd,ticker,date
0.0,gs,2018-01-05
-0.08323733011880563,gs,2018-01-08
-0.04000955612232815,gs,2018-01-09
-0.005287405024262171,gs,2018-01-10
0.04552536828046527,gs,2018-01-11
0.15645986198657624,gs,2018-01-12
0.28968934478731967,gs,2018-01-16
0.1456034202470562,gs,2018-01-17
-0.08935298322032281,gs,2018-01-18
0.010548039916500329,gs,2018-01-19
0.37027793787740393,gs,2018-01-22
0.5504254449565451,gs,2018-01-23
0.9924947587927022,gs,2018-01-24
1.5046526210264233,gs,2018-01-25
1.8188855563627726,gs,2018-01-26
2.297681499778662,gs,2018-01-29
2.41524426933546,gs,2018-01-30
2.409426695953073,gs,2018-01-31
2.6540550732862584,gs,2018-02-01
2.0159771430133446,gs,2018-02-02
0.775696950771021,gs,2018-02-05
0.4494784014775064,gs,2018-02-06
0.0824506892104182,gs,2018-02-07
-0.9426140174922466,gs,2018-02-08
-1.5236164331384998,gs,2018-02-09
-1.6870060205771438,gs,2018-02-12
-1.626606393315285,gs,2018-02-13
-1.0564452055148195,gs,2018-02-14
-0.23165914842127222,gs,2018-02-15
0.41055116219536103,gs,2018-02-16
0.7077164658031165,gs,2018-02-20
0.8220370937568191,gs,2018-02-21
0.7560144238523776,gs,2018-02-22
1.0932986009976844,gs,2018-02-23
1.680523246085329,gs,2018-02-26
1.8700946232705178,gs,2018-02-27
1.6192397842314676,gs,2018-02-28
0.9379235322906538,gs,2018-03-01
0.4959515273405941,gs,2018-03-02
0.5262773215401921,gs,2018-03-05
0.8359681052468773,gs,2018-03-06
0.9473815754969905,gs,2018-03-07
1.1000616499280795,gs,2018-03-08
1.5493436849783393,gs,2018-03-09
2.0855811355669402,gs,2018-03-12
2.105122525584761,gs,2018-03-13
1.777408788030641,gs,2018-03-14
1.6703201837659662,gs,2018-03-15
1.6446384768673852,gs,2018-03-16
1.2092745250670873,gs,2018-03-19
0.90614358762042,gs,2018-03-20
0.5532769555592267,gs,2018-03-21
-0.45573637118070565,gs,2018-03-22
-1.8178977134078877,gs,2018-03-23
-2.1070698008527415,gs,2018-03-26
-2.9098045511155988,gs,2018-03-27
-3.339024073785936,gs,2018-03-28
-3.4406301397579853,gs,2018-03-29
-3.8371591174003186,gs,2018-04-02
-3.8486971810634714,gs,2018-04-03
-3.6524645088624936,gs,2018-04-04
-3.204591009360115,gs,2018-04-05
-3.2796410878276845,gs,2018-04-06
-3.1251207101807665,gs,2018-04-09
-2.6211989305262193,gs,2018-04-10
-2.4844190637321333,gs,2018-04-11
-1.821283409198628,gs,2018-04-12
-1.5723075253195304,gs,2018-04-13
-1.2036858636566024,gs,2018-04-16
-1.2387597691516703,gs,2018-04-17
-1.2227128932649407,gs,2018-04-18
-1.1826872500695913,gs,2018-04-19
-1.313544998757834,gs,2018-04-20
-1.8217643608920469,gs,2018-04-23
-2.531638115816719,gs,2018-04-24
-3.3182853411588837,gs,2018-04-25
-3.8283198707894996,gs,2018-04-26
-4.207343907200652,gs,2018-04-27
-4.573344022415256,gs,2018-04-30
-4.940115575871744,gs,2018-05-01
-5.379772578563006,gs,2018-05-02
-5.713868758390163,gs,2018-05-03
-5.7886273937768635,gs,2018-05-04
-5.60119152087114,gs,2018-05-07
-5.406430333900204,gs,2018-05-08
-4.815364446708855,gs,2018-05-09
-4.161145315870215,gs,2018-05-10
-3.642596681076782,gs,2018-05-11
-3.1159168776150636,gs,2018-05-14
-2.85506062101436,gs,2018-05-15
-2.665969671648071,gs,2018-05-16
-2.63569787970485,gs,2018-05-17
-2.7493415390184737,gs,2018-05-18
-2.7512400791029563,gs,2018-05-21
-2.6974541828981273,gs,2018-05-22
-2.639719646228002,gs,2018-05-23
-2.7007384936273127,gs,2018-05-24
-2.804674534105743,gs,2018-05-25
-3.4904315274671376,gs,2018-05-29
-3.818079654641423,gs,2018-05-30
-4.292819108096666,gs,2018-05-31
-4.418874506025645,gs,2018-06-01
-4.344467840529177,gs,2018-06-04
-4.360268747157448,gs,2018-06-05
-4.012732153650916,gs,2018-06-06
-3.5974193295253656,gs,2018-06-07
-3.23581991018321,gs,2018-06-08
