date,close_30_sma,ticker,date
2018-01-05,94.8274917602539,axp,2018-01-05
2018-01-08,94.39126586914062,axp,2018-01-08
2018-01-09,94.36155446370442,axp,2018-01-09
2018-01-10,94.51087951660156,axp,2018-01-10
2018-01-11,94.50853729248047,axp,2018-01-11
2018-01-12,94.54450098673503,axp,2018-01-12
2018-01-16,94.48575483049665,axp,2018-01-16
2018-01-17,94.49094581604004,axp,2018-01-17
2018-01-18,94.40116882324219,axp,2018-01-18
2018-01-19,94.15766830444336,axp,2018-01-19
2018-01-22,93.98317302357067,axp,2018-01-22
2018-01-23,93.81117884318034,axp,2018-01-23
2018-01-24,93.76090416541466,axp,2018-01-24
2018-01-25,93.74394607543945,axp,2018-01-25
2018-01-26,93.72549591064453,axp,2018-01-26
2018-01-29,93.69645166397095,axp,2018-01-29
2018-01-30,93.63219676298253,axp,2018-01-30
2018-01-31,93.61104287041559,axp,2018-01-31
2018-02-01,93.62174104389392,axp,2018-02-01
2018-02-02,93.47563819885254,axp,2018-02-02
2018-02-05,93.13482484363374,axp,2018-02-05
2018-02-06,92.91752901944247,axp,2018-02-06
2018-02-07,92.69587873375934,axp,2018-02-07
2018-02-08,92.28669865926106,axp,2018-02-08
2018-02-09,92.03708984375,axp,2018-02-09
2018-02-12,91.9142074584961,axp,2018-02-12
2018-02-13,91.79556274414062,axp,2018-02-13
2018-02-14,91.74134635925293,axp,2018-02-14
2018-02-15,91.70154466300175,axp,2018-02-15
2018-02-16,91.67158889770508,axp,2018-02-16
2018-02-20,91.54994354248046,axp,2018-02-20
2018-02-21,91.46707407633464,axp,2018-02-21
2018-02-22,91.3679443359375,axp,2018-02-22
2018-02-23,91.29226710001628,axp,2018-02-23
2018-02-26,91.32072372436524,axp,2018-02-26
2018-02-27,91.27725550333659,axp,2018-02-27
2018-02-28,91.1887575785319,axp,2018-02-28
2018-03-01,91.0130126953125,axp,2018-03-01
2018-03-02,90.87979634602864,axp,2018-03-02
2018-03-05,90.83695475260417,axp,2018-03-05
2018-03-06,90.76659393310547,axp,2018-03-06
2018-03-07,90.6934191385905,axp,2018-03-07
2018-03-08,90.60867335001628,axp,2018-03-08
2018-03-09,90.58865915934244,axp,2018-03-09
2018-03-12,90.52736689249674,axp,2018-03-12
2018-03-13,90.40103098551432,axp,2018-03-13
2018-03-14,90.27031606038412,axp,2018-03-14
2018-03-15,90.1136464436849,axp,2018-03-15
2018-03-16,89.97636515299479,axp,2018-03-16
2018-03-19,89.91882553100587,axp,2018-03-19
2018-03-20,90.01076329549154,axp,2018-03-20
2018-03-21,90.02827529907226,axp,2018-03-21
2018-03-22,89.95947875976563,axp,2018-03-22
2018-03-23,90.025461324056,axp,2018-03-23
2018-03-26,90.05360616048178,axp,2018-03-26
2018-03-27,89.95103632609049,axp,2018-03-27
2018-03-28,89.87754872639974,axp,2018-03-28
2018-03-29,89.78529790242513,axp,2018-03-29
2018-04-02,89.6114283243815,axp,2018-04-02
2018-04-03,89.4847785949707,axp,2018-04-03
2018-04-04,89.3718889872233,axp,2018-04-04
2018-04-05,89.27975158691406,axp,2018-04-05
