date,boll_lb,ticker,date
2018-01-05,,dis,2018-01-05
2018-01-08,105.57244285385471,dis,2018-01-08
2018-01-09,105.64444483985893,dis,2018-01-09
2018-01-10,105.4084358691069,dis,2018-01-10
2018-01-11,105.67195194212198,dis,2018-01-11
2018-01-12,105.47185455026636,dis,2018-01-12
2018-01-16,105.65749178347288,dis,2018-01-16
2018-01-17,105.77812170536758,dis,2018-01-17
2018-01-18,105.83581367544963,dis,2018-01-18
2018-01-19,105.91670508283536,dis,2018-01-19
2018-01-22,106.02903924837193,dis,2018-01-22
2018-01-23,106.05862344474241,dis,2018-01-23
2018-01-24,106.09966857942189,dis,2018-01-24
2018-01-25,106.14300523846053,dis,2018-01-25
2018-01-26,106.133207572603,dis,2018-01-26
2018-01-29,106.19827236944532,dis,2018-01-29
2018-01-30,106.1622513132321,dis,2018-01-30
2018-01-31,105.80462050554705,dis,2018-01-31
2018-02-01,105.84189708429221,dis,2018-02-01
2018-02-02,105.58772299186907,dis,2018-02-02
2018-02-05,104.03792260441374,dis,2018-02-05
2018-02-06,103.38593936960733,dis,2018-02-06
2018-02-07,102.46364037820904,dis,2018-02-07
2018-02-08,100.71228876977413,dis,2018-02-08
2018-02-09,99.7548854596545,dis,2018-02-09
2018-02-12,99.06834634683341,dis,2018-02-12
2018-02-13,98.55107364251643,dis,2018-02-13
2018-02-14,98.24278033044145,dis,2018-02-14
2018-02-15,97.99714972752793,dis,2018-02-15
2018-02-16,97.92865178600131,dis,2018-02-16
2018-02-20,97.87966936089114,dis,2018-02-20
2018-02-21,97.74041107687033,dis,2018-02-21
2018-02-22,97.67632598552227,dis,2018-02-22
2018-02-23,97.77977366781435,dis,2018-02-23
2018-02-26,98.05699117029114,dis,2018-02-26
2018-02-27,98.26365858868631,dis,2018-02-27
2018-02-28,98.16262977860498,dis,2018-02-28
2018-03-01,97.8970944249776,dis,2018-03-01
2018-03-02,98.08239753686877,dis,2018-03-02
2018-03-05,98.15748787393493,dis,2018-03-05
2018-03-06,98.16781917665575,dis,2018-03-06
2018-03-07,98.07345199385986,dis,2018-03-07
2018-03-08,98.03075454911364,dis,2018-03-08
2018-03-09,98.50333789782957,dis,2018-03-09
2018-03-12,98.68578991883089,dis,2018-03-12
2018-03-13,98.72897134801346,dis,2018-03-13
2018-03-14,98.7070301370955,dis,2018-03-14
2018-03-15,98.56811731358222,dis,2018-03-15
2018-03-16,98.36210865573422,dis,2018-03-16
2018-03-19,97.96617327072126,dis,2018-03-19
2018-03-20,97.58417517081632,dis,2018-03-20
2018-03-21,97.31586340441312,dis,2018-03-21
2018-03-22,96.86276842614231,dis,2018-03-22
2018-03-23,96.16534840119299,dis,2018-03-23
2018-03-26,96.72937121442293,dis,2018-03-26
2018-03-27,96.25986617948776,dis,2018-03-27
2018-03-28,95.63029465609775,dis,2018-03-28
