date,cci_30,ticker,date
2018-01-05,,jnj,2018-01-05
2018-01-08,66.66666666666086,jnj,2018-01-08
2018-01-09,100.0,jnj,2018-01-09
2018-01-10,61.011689420126125,jnj,2018-01-10
2018-01-11,73.95350117805803,jnj,2018-01-11
2018-01-12,108.53219427033504,jnj,2018-01-12
2018-01-16,133.788541039069,jnj,2018-01-16
2018-01-17,103.03684552769815,jnj,2018-01-17
2018-01-18,81.71341553339506,jnj,2018-01-18
2018-01-19,82.36896001431721,jnj,2018-01-19
2018-01-22,88.76152481430715,jnj,2018-01-22
2018-01-23,-46.51898338587681,jnj,2018-01-23
2018-01-24,-81.34731553561781,jnj,2018-01-24
2018-01-25,-36.41175095701593,jnj,2018-01-25
2018-01-26,10.063429766814952,jnj,2018-01-26
2018-01-29,-25.82182677012064,jnj,2018-01-29
2018-01-30,-68.47809434446792,jnj,2018-01-30
2018-01-31,-174.32533658615466,jnj,2018-01-31
2018-02-01,-169.26545843339352,jnj,2018-02-01
2018-02-02,-167.8638862192867,jnj,2018-02-02
2018-02-05,-315.7595860628063,jnj,2018-02-05
2018-02-06,-230.8161506084479,jnj,2018-02-06
2018-02-07,-175.31088183590288,jnj,2018-02-07
2018-02-08,-205.67169467909548,jnj,2018-02-08
2018-02-09,-168.82828655770504,jnj,2018-02-09
2018-02-12,-136.83085631906786,jnj,2018-02-12
2018-02-13,-124.36897649732815,jnj,2018-02-13
2018-02-14,-118.80254011739432,jnj,2018-02-14
2018-02-15,-97.69372661444747,jnj,2018-02-15
2018-02-16,-70.33989881427806,jnj,2018-02-16
2018-02-20,-75.92278885872513,jnj,2018-02-20
2018-02-21,-78.97735393164957,jnj,2018-02-21
2018-02-22,-78.70088877239229,jnj,2018-02-22
2018-02-23,-62.11260163635633,jnj,2018-02-23
2018-02-26,-47.992362033806614,jnj,2018-02-26
2018-02-27,-44.85662275119399,jnj,2018-02-27
2018-02-28,-55.57226192010844,jnj,2018-02-28
2018-03-01,-80.20588607398403,jnj,2018-03-01
2018-03-02,-74.33740851441262,jnj,2018-03-02
2018-03-05,-58.84647708902232,jnj,2018-03-05
2018-03-06,-64.7109679721042,jnj,2018-03-06
2018-03-07,-66.95552593034245,jnj,2018-03-07
2018-03-08,-24.95868603347905,jnj,2018-03-08
2018-03-09,11.739295544303328,jnj,2018-03-09
2018-03-12,23.268735706046748,jnj,2018-03-12
2018-03-13,68.04405377440243,jnj,2018-03-13
2018-03-14,57.7506283664912,jnj,2018-03-14
2018-03-15,68.91538280682148,jnj,2018-03-15
2018-03-16,87.83667690620422,jnj,2018-03-16
2018-03-19,12.589718554172828,jnj,2018-03-19
2018-03-20,-1.062438637919754,jnj,2018-03-20
2018-03-21,31.537574600816818,jnj,2018-03-21
2018-03-22,-96.62007331983494,jnj,2018-03-22
2018-03-23,-190.36842621716835,jnj,2018-03-23
2018-03-26,-153.26375312031334,jnj,2018-03-26
2018-03-27,-111.44315539289028,jnj,2018-03-27
2018-03-28,-93.96941835235525,jnj,2018-03-28
2018-03-29,-90.60665879181046,jnj,2018-03-29
2018-04-02,-159.25153561676012,jnj,2018-04-02
2018-04-03,-94.11404508320467,jnj,2018-04-03
2018-04-04,-24.310173019967685,jnj,2018-04-04
2018-04-05,13.936838368877357,jnj,2018-04-05
2018-04-06,-49.39301272018331,jnj,2018-04-06
2018-04-09,-15.420415403112118,jnj,2018-04-09
2018-04-10,9.586523788319148,jnj,2018-04-10
2018-04-11,-3.3777306570068935,jnj,2018-04-11
2018-04-12,26.382062314654515,jnj,2018-04-12
2018-04-13,24.39598842182254,jnj,2018-04-13
2018-04-16,68.8587280658038,jnj,2018-04-16
2018-04-17,17.357311360667914,jnj,2018-04-17
2018-04-18,-60.729940364674924,jnj,2018-04-18
2018-04-19,-79.7773258934142,jnj,2018-04-19
2018-04-20,-89.82073185173334,jnj,2018-04-20
2018-04-23,-97.2968453251567,jnj,2018-04-23
2018-04-24,-100.78660789163291,jnj,2018-04-24
2018-04-25,-96.77830589759944,jnj,2018-04-25
2018-04-26,-35.71785574483417,jnj,2018-04-26
2018-04-27,-22.772831235141577,jnj,2018-04-27
2018-04-30,-52.164548597493386,jnj,2018-04-30
2018-05-01,-111.21290249619975,jnj,2018-05-01
2018-05-02,-168.1864608768884,jnj,2018-05-02
2018-05-03,-222.27004470785457,jnj,2018-05-03
2018-05-04,-166.6339159164671,jnj,2018-05-04
2018-05-07,-135.78656619825182,jnj,2018-05-07
2018-05-08,-172.19349055218896,jnj,2018-05-08
2018-05-09,-130.59143408807614,jnj,2018-05-09
2018-05-10,-68.01371037828663,jnj,2018-05-10
2018-05-11,-12.3806677222908,jnj,2018-05-11
2018-05-14,-27.176573313630715,jnj,2018-05-14
2018-05-15,-65.35783115004737,jnj,2018-05-15
2018-05-16,-52.42440633884161,jnj,2018-05-16
2018-05-17,-81.1449052708812,jnj,2018-05-17
2018-05-18,-86.84566813923844,jnj,2018-05-18
2018-05-21,-80.49909338660538,jnj,2018-05-21
2018-05-22,-97.22205214926493,jnj,2018-05-22
2018-05-23,-89.01427600369287,jnj,2018-05-23
2018-05-24,-114.4287284029197,jnj,2018-05-24
2018-05-25,-118.4025063129658,jnj,2018-05-25
2018-05-29,-185.57631528384877,jnj,2018-05-29
2018-05-30,-139.71142668384314,jnj,2018-05-30
2018-05-31,-148.1982981683524,jnj,2018-05-31
2018-06-01,-116.93429456509055,jnj,2018-06-01
2018-06-04,-78.32442460625647,jnj,2018-06-04
2018-06-05,-78.11585978843073,jnj,2018-06-05
2018-06-06,-49.30698035819637,jnj,2018-06-06
2018-06-07,-20.301358432765632,jnj,2018-06-07
2018-06-08,28.0842323456182,jnj,2018-06-08
2018-06-11,-2.858549830080599,jnj,2018-06-11
2018-06-12,-28.69505408932911,jnj,2018-06-12
2018-06-13,2.5717415010029434,jnj,2018-06-13
2018-06-14,-23.631555061310877,jnj,2018-06-14
2018-06-15,-43.952393736957404,jnj,2018-06-15
2018-06-18,-94.17632575491274,jnj,2018-06-18
2018-06-19,-40.17583408632968,jnj,2018-06-19
2018-06-20,-37.762877616833656,jnj,2018-06-20
2018-06-21,-60.978980578968226,jnj,2018-06-21
2018-06-22,-5.51107430537899,jnj,2018-06-22
2018-06-25,-4.6143655791777665,jnj,2018-06-25
