date,macd,ticker,date
2018-01-02,0.0,ba,2018-01-02
2018-01-03,0.020524245041997347,ba,2018-01-03
2018-01-04,-0.00723993678673196,ba,2018-01-04
2018-01-05,0.39904757770074184,ba,2018-01-05
2018-01-08,0.6610956241644317,ba,2018-01-08
2018-01-09,1.143608603005191,ba,2018-01-09
2018-01-10,1.5123575962434188,ba,2018-01-10
2018-01-11,2.0915455918022303,ba,2018-01-11
2018-01-12,2.8433042292117534,ba,2018-01-12
2018-01-16,3.2836724330624065,ba,2018-01-16
2018-01-17,4.360561891743771,ba,2018-01-17
2018-01-18,4.522776121693198,ba,2018-01-18
2018-01-19,4.452268759075196,ba,2018-01-19
2018-01-22,4.356577369655156,ba,2018-01-22
2018-01-23,4.092536470993025,ba,2018-01-23
2018-01-24,3.7887242749430925,ba,2018-01-24
2018-01-25,4.006583297584598,ba,2018-01-25
2018-01-26,4.130853709846633,ba,2018-01-26
2018-01-29,4.029391032944773,ba,2018-01-29
2018-01-30,3.7093694902317225,ba,2018-01-30
2018-01-31,4.468057499737881,ba,2018-01-31
2018-02-01,5.166485734115838,ba,2018-02-01
2018-02-02,5.127005304286797,ba,2018-02-02
2018-02-05,3.72355332185856,ba,2018-02-05
2018-02-06,3.3852413904342598,ba,2018-02-06
2018-02-07,3.564674590418292,ba,2018-02-07
2018-02-08,2.5257736139515146,ba,2018-02-08
2018-02-09,1.903352413001528,ba,2018-02-09
2018-02-12,2.152922191586981,ba,2018-02-12
2018-02-13,2.2782460056145624,ba,2018-02-13
2018-02-14,2.4681042441547447,ba,2018-02-14
2018-02-15,3.4063628865138753,ba,2018-02-15
2018-02-16,3.99966470949812,ba,2018-02-16
2018-02-20,4.296871280341804,ba,2018-02-20
2018-02-21,4.409531482516627,ba,2018-02-21
2018-02-22,4.7025520396917955,ba,2018-02-22
2018-02-23,4.931235040521926,ba,2018-02-23
2018-02-26,5.548843765852837,ba,2018-02-26
2018-02-27,6.0530206873992825,ba,2018-02-27
2018-02-28,6.200387530735213,ba,2018-02-28
2018-03-01,5.3256960568814975,ba,2018-03-01
2018-03-02,4.210314521485145,ba,2018-03-02
2018-03-05,3.8852517012520025,ba,2018-03-05
2018-03-06,3.302776859582252,ba,2018-03-06
2018-03-07,2.6693914344987775,ba,2018-03-07
2018-03-08,2.268483800010358,ba,2018-03-08
2018-03-09,2.3599017400233038,ba,2018-03-09
2018-03-12,1.6335042034518779,ba,2018-03-12
2018-03-13,0.6332078811460065,ba,2018-03-13
2018-03-14,-0.7872770195849625,ba,2018-03-14
2018-03-15,-1.9118573544116657,ba,2018-03-15
2018-03-16,-2.7340543016750303,ba,2018-03-16
2018-03-19,-3.249824349326218,ba,2018-03-19
2018-03-20,-3.1747750606452882,ba,2018-03-20
2018-03-21,-3.119673810279778,ba,2018-03-21
2018-03-22,-4.360410402181117,ba,2018-03-22
2018-03-23,-5.177583429275387,ba,2018-03-23
2018-03-26,-5.15623876784349,ba,2018-03-26
2018-03-27,-5.674438228118959,ba,2018-03-27
2018-03-28,-6.098886236020746,ba,2018-03-28
2018-03-29,-5.766413676371087,ba,2018-03-29
2018-04-02,-5.85249341400214,ba,2018-04-02
2018-04-03,-5.2176072038903385,ba,2018-04-03
2018-04-04,-4.917189392018884,ba,2018-04-04
2018-04-05,-3.9455039671417467,ba,2018-04-05
2018-04-06,-3.920091326381055,ba,2018-04-06
2018-04-09,-4.132066351777894,ba,2018-04-09
2018-04-10,-3.3121812405464652,ba,2018-04-10
2018-04-11,-3.2001537386599352,ba,2018-04-11
2018-04-12,-2.3060356958201282,ba,2018-04-12
2018-04-13,-2.203252902961083,ba,2018-04-13
2018-04-16,-1.9080737054464407,ba,2018-04-16
2018-04-17,-1.2781682560183754,ba,2018-04-17
2018-04-18,-0.44413577449580544,ba,2018-04-18
2018-04-19,0.18692220348231103,ba,2018-04-19
2018-04-20,0.5290902677918439,ba,2018-04-20
2018-04-23,0.80408792391097,ba,2018-04-23
2018-04-24,0.26491491733708017,ba,2018-04-24
2018-04-25,0.8915212825121444,ba,2018-04-25
2018-04-26,1.3669408929390556,ba,2018-04-26
2018-04-27,1.5781768672533758,ba,2018-04-27
2018-04-30,1.1673907493051843,ba,2018-04-30
2018-05-01,0.5256112183896562,ba,2018-05-01
2018-05-02,-0.3913275016506077,ba,2018-05-02
2018-05-03,-0.6093274562307442,ba,2018-05-03
2018-05-04,-0.48780730475704104,ba,2018-05-04
2018-05-07,0.07081571689457178,ba,2018-05-07
2018-05-08,0.3504623621762448,ba,2018-05-08
2018-05-09,1.0334155690238163,ba,2018-05-09
2018-05-10,1.6548971022561432,ba,2018-05-10
2018-05-11,1.9994334553177282,ba,2018-05-11
2018-05-14,2.4099869699011833,ba,2018-05-14
2018-05-15,2.5146711592714723,ba,2018-05-15
2018-05-16,2.4797916977186105,ba,2018-05-16
2018-05-17,2.667440197429187,ba,2018-05-17
2018-05-18,3.3281060749667404,ba,2018-05-18
2018-05-21,4.781590275820179,ba,2018-05-21
2018-05-22,5.1828628996549355,ba,2018-05-22
2018-05-23,5.759733858580887,ba,2018-05-23
2018-05-24,6.129936734027638,ba,2018-05-24
2018-05-25,6.4337729310442455,ba,2018-05-25
2018-05-29,6.014425163300359,ba,2018-05-29
2018-05-30,6.055592266900476,ba,2018-05-30
2018-05-31,5.5560020604244755,ba,2018-05-31
2018-06-01,5.451277401231039,ba,2018-06-01
2018-06-04,5.614906007038655,ba,2018-06-04
2018-06-05,5.630753926985619,ba,2018-06-05
2018-06-06,6.458680215594768,ba,2018-06-06
2018-06-07,6.801143491468338,ba,2018-06-07
2018-06-08,7.066406265220735,ba,2018-06-08
2018-06-11,7.3042420721197345,ba,2018-06-11
2018-06-12,7.382774403417727,ba,2018-06-12
2018-06-13,6.840455099817007,ba,2018-06-13
2018-06-14,6.227830614694994,ba,2018-06-14
2018-06-15,5.328348166808041,ba,2018-06-15
2018-06-18,4.321849504942463,ba,2018-06-18
2018-06-19,2.4384267434571143,ba,2018-06-19
2018-06-20,1.0555529267855377,ba,2018-06-20
2018-06-21,-0.4260841667805835,ba,2018-06-21
2018-06-22,-1.4860843212864552,ba,2018-06-22
2018-06-25,-2.891546016971631,ba,2018-06-25
2018-06-26,-3.952064803748783,ba,2018-06-26
